ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	圣遗物类别	阶数	主属性库ID	追加属性库ID	追加属性初始条数	套装ID	属性加成等级	基础转化经验	强化等级上限	$#VersionBegin	$#VersionEnd
55430	3	1	10	70600044	0			圣遗物	5	4	3000	401	0	10005	5,9,13,17,21	1680	17		
55431	3	1	10	70600044	0			圣遗物	5	4	3000	401	1	10005	5,9,13,17,21	1680	17		
55432	3	1	10	70600044	0			圣遗物	5	4	3000	401	2	10005	5,9,13,17,21	1680	17		
55433	3	1	10	70600044	0			圣遗物	5	4	3000	401	3	10005	5,9,13,17,21	1680	17		
55434	3	1	10	70600044	0			圣遗物	5	4	3000	401	4	10005	5,9,13,17,21	1680	17		
55440	3	1	10	70600044	0			圣遗物	1	4	4000	401	0	10005	5,9,13,17,21	1680	17		
55441	3	1	10	70600044	0			圣遗物	1	4	4000	401	1	10005	5,9,13,17,21	1680	17		
55442	3	1	10	70600044	0			圣遗物	1	4	4000	401	2	10005	5,9,13,17,21	1680	17		
55443	3	1	10	70600044	0			圣遗物	1	4	4000	401	3	10005	5,9,13,17,21	1680	17		
55444	3	1	10	70600044	0			圣遗物	1	4	4000	401	4	10005	5,9,13,17,21	1680	17		
55450	3	1	10	70600044	0			圣遗物	3	4	1000	401	0	10005	5,9,13,17,21	1680	17		
55451	3	1	10	70600044	0			圣遗物	3	4	1000	401	1	10005	5,9,13,17,21	1680	17		
55452	3	1	10	70600044	0			圣遗物	3	4	1000	401	2	10005	5,9,13,17,21	1680	17		
55453	3	1	10	70600044	0			圣遗物	3	4	1000	401	3	10005	5,9,13,17,21	1680	17		
55454	3	1	10	70600044	0			圣遗物	3	4	1000	401	4	10005	5,9,13,17,21	1680	17		
55510	3	1	10	70600045	0			圣遗物	4	5	5000	501	0	10005	5,9,13,17,21	2100	21		
55511	3	1	10	70600045	0			圣遗物	4	5	5000	501	1	10005	5,9,13,17,21	2100	21		
55512	3	1	10	70600045	0			圣遗物	4	5	5000	501	2	10005	5,9,13,17,21	2100	21		
55513	3	1	10	70600045	0			圣遗物	4	5	5000	501	3	10005	5,9,13,17,21	2100	21		
55514	3	1	10	70600045	0			圣遗物	4	5	5000	501	4	10005	5,9,13,17,21	2100	21		
55520	3	1	10	70600045	0			圣遗物	2	5	2000	501	0	10005	5,9,13,17,21	2100	21		
55521	3	1	10	70600045	0			圣遗物	2	5	2000	501	1	10005	5,9,13,17,21	2100	21		
55522	3	1	10	70600045	0			圣遗物	2	5	2000	501	2	10005	5,9,13,17,21	2100	21		
55523	3	1	10	70600045	0			圣遗物	2	5	2000	501	3	10005	5,9,13,17,21	2100	21		
55524	3	1	10	70600045	0			圣遗物	2	5	2000	501	4	10005	5,9,13,17,21	2100	21		
55530	3	1	10	70600045	0			圣遗物	5	5	3000	501	0	10005	5,9,13,17,21	2100	21		
55531	3	1	10	70600045	0			圣遗物	5	5	3000	501	1	10005	5,9,13,17,21	2100	21		
55532	3	1	10	70600045	0			圣遗物	5	5	3000	501	2	10005	5,9,13,17,21	2100	21		
55533	3	1	10	70600045	0			圣遗物	5	5	3000	501	3	10005	5,9,13,17,21	2100	21		
55534	3	1	10	70600045	0			圣遗物	5	5	3000	501	4	10005	5,9,13,17,21	2100	21		
55540	3	1	10	70600045	0			圣遗物	1	5	4000	501	0	10005	5,9,13,17,21	2100	21		
55541	3	1	10	70600045	0			圣遗物	1	5	4000	501	1	10005	5,9,13,17,21	2100	21		
55542	3	1	10	70600045	0			圣遗物	1	5	4000	501	2	10005	5,9,13,17,21	2100	21		
55543	3	1	10	70600045	0			圣遗物	1	5	4000	501	3	10005	5,9,13,17,21	2100	21		
55544	3	1	10	70600045	0			圣遗物	1	5	4000	501	4	10005	5,9,13,17,21	2100	21		
55550	3	1	10	70600045	0			圣遗物	3	5	1000	501	0	10005	5,9,13,17,21	2100	21		
55551	3	1	10	70600045	0			圣遗物	3	5	1000	501	1	10005	5,9,13,17,21	2100	21		
55552	3	1	10	70600045	0			圣遗物	3	5	1000	501	2	10005	5,9,13,17,21	2100	21		
55553	3	1	10	70600045	0			圣遗物	3	5	1000	501	3	10005	5,9,13,17,21	2100	21		
55554	3	1	10	70600045	0			圣遗物	3	5	1000	501	4	10005	5,9,13,17,21	2100	21		
56110	3	1	10	70600041	0			圣遗物	4	1	5000	101	0	10006	5,9,13,17,21	420	5		
56111	3	1	10	70600041	0			圣遗物	4	1	5000	101	1	10006	5,9,13,17,21	420	5		
56112	3	1	10	70600041	0			圣遗物	4	1	5000	101	2	10006	5,9,13,17,21	420	5		
56113	3	1	10	70600041	0			圣遗物	4	1	5000	101	3	10006	5,9,13,17,21	420	5		
56114	3	1	10	70600041	0			圣遗物	4	1	5000	101	4	10006	5,9,13,17,21	420	5		
56120	3	1	10	70600041	0			圣遗物	2	1	2000	101	0	10006	5,9,13,17,21	420	5		
56121	3	1	10	70600041	0			圣遗物	2	1	2000	101	1	10006	5,9,13,17,21	420	5		
56122	3	1	10	70600041	0			圣遗物	2	1	2000	101	2	10006	5,9,13,17,21	420	5		
56123	3	1	10	70600041	0			圣遗物	2	1	2000	101	3	10006	5,9,13,17,21	420	5		
56124	3	1	10	70600041	0			圣遗物	2	1	2000	101	4	10006	5,9,13,17,21	420	5		
56130	3	1	10	70600041	0			圣遗物	5	1	3000	101	0	10006	5,9,13,17,21	420	5		
56131	3	1	10	70600041	0			圣遗物	5	1	3000	101	1	10006	5,9,13,17,21	420	5		
56132	3	1	10	70600041	0			圣遗物	5	1	3000	101	2	10006	5,9,13,17,21	420	5		
56133	3	1	10	70600041	0			圣遗物	5	1	3000	101	3	10006	5,9,13,17,21	420	5		
56134	3	1	10	70600041	0			圣遗物	5	1	3000	101	4	10006	5,9,13,17,21	420	5		
56140	3	1	10	70600041	0			圣遗物	1	1	4000	101	0	10006	5,9,13,17,21	420	5		
56141	3	1	10	70600041	0			圣遗物	1	1	4000	101	1	10006	5,9,13,17,21	420	5		
56142	3	1	10	70600041	0			圣遗物	1	1	4000	101	2	10006	5,9,13,17,21	420	5		
56143	3	1	10	70600041	0			圣遗物	1	1	4000	101	3	10006	5,9,13,17,21	420	5		
56144	3	1	10	70600041	0			圣遗物	1	1	4000	101	4	10006	5,9,13,17,21	420	5		
56150	3	1	10	70600041	0			圣遗物	3	1	1000	101	0	10006	5,9,13,17,21	420	5		
56151	3	1	10	70600041	0			圣遗物	3	1	1000	101	1	10006	5,9,13,17,21	420	5		
56152	3	1	10	70600041	0			圣遗物	3	1	1000	101	2	10006	5,9,13,17,21	420	5		
56153	3	1	10	70600041	0			圣遗物	3	1	1000	101	3	10006	5,9,13,17,21	420	5		
56154	3	1	10	70600041	0			圣遗物	3	1	1000	101	4	10006	5,9,13,17,21	420	5		
56210	3	1	10	70600042	0			圣遗物	4	2	5000	201	0	10006	5,9,13,17,21	840	5		
56211	3	1	10	70600042	0			圣遗物	4	2	5000	201	1	10006	5,9,13,17,21	840	5		
56212	3	1	10	70600042	0			圣遗物	4	2	5000	201	2	10006	5,9,13,17,21	840	5		
56213	3	1	10	70600042	0			圣遗物	4	2	5000	201	3	10006	5,9,13,17,21	840	5		
56214	3	1	10	70600042	0			圣遗物	4	2	5000	201	4	10006	5,9,13,17,21	840	5		
56220	3	1	10	70600042	0			圣遗物	2	2	2000	201	0	10006	5,9,13,17,21	840	5		
56221	3	1	10	70600042	0			圣遗物	2	2	2000	201	1	10006	5,9,13,17,21	840	5		
56222	3	1	10	70600042	0			圣遗物	2	2	2000	201	2	10006	5,9,13,17,21	840	5		
56223	3	1	10	70600042	0			圣遗物	2	2	2000	201	3	10006	5,9,13,17,21	840	5		
56224	3	1	10	70600042	0			圣遗物	2	2	2000	201	4	10006	5,9,13,17,21	840	5		
56230	3	1	10	70600042	0			圣遗物	5	2	3000	201	0	10006	5,9,13,17,21	840	5		
56231	3	1	10	70600042	0			圣遗物	5	2	3000	201	1	10006	5,9,13,17,21	840	5		
56232	3	1	10	70600042	0			圣遗物	5	2	3000	201	2	10006	5,9,13,17,21	840	5		
56233	3	1	10	70600042	0			圣遗物	5	2	3000	201	3	10006	5,9,13,17,21	840	5		
56234	3	1	10	70600042	0			圣遗物	5	2	3000	201	4	10006	5,9,13,17,21	840	5		
56240	3	1	10	70600042	0			圣遗物	1	2	4000	201	0	10006	5,9,13,17,21	840	5		
56241	3	1	10	70600042	0			圣遗物	1	2	4000	201	1	10006	5,9,13,17,21	840	5		
56242	3	1	10	70600042	0			圣遗物	1	2	4000	201	2	10006	5,9,13,17,21	840	5		
56243	3	1	10	70600042	0			圣遗物	1	2	4000	201	3	10006	5,9,13,17,21	840	5		
56244	3	1	10	70600042	0			圣遗物	1	2	4000	201	4	10006	5,9,13,17,21	840	5		
56250	3	1	10	70600042	0			圣遗物	3	2	1000	201	0	10006	5,9,13,17,21	840	5		
56251	3	1	10	70600042	0			圣遗物	3	2	1000	201	1	10006	5,9,13,17,21	840	5		
56252	3	1	10	70600042	0			圣遗物	3	2	1000	201	2	10006	5,9,13,17,21	840	5		
56253	3	1	10	70600042	0			圣遗物	3	2	1000	201	3	10006	5,9,13,17,21	840	5		
56254	3	1	10	70600042	0			圣遗物	3	2	1000	201	4	10006	5,9,13,17,21	840	5		
56310	3	1	10	70600043	0			圣遗物	4	3	5000	301	0	10006	5,9,13,17,21	1260	13		
56311	3	1	10	70600043	0			圣遗物	4	3	5000	301	1	10006	5,9,13,17,21	1260	13		
56312	3	1	10	70600043	0			圣遗物	4	3	5000	301	2	10006	5,9,13,17,21	1260	13		
56313	3	1	10	70600043	0			圣遗物	4	3	5000	301	3	10006	5,9,13,17,21	1260	13		
56314	3	1	10	70600043	0			圣遗物	4	3	5000	301	4	10006	5,9,13,17,21	1260	13		
56320	3	1	10	70600043	0			圣遗物	2	3	2000	301	0	10006	5,9,13,17,21	1260	13		
56321	3	1	10	70600043	0			圣遗物	2	3	2000	301	1	10006	5,9,13,17,21	1260	13		
56322	3	1	10	70600043	0			圣遗物	2	3	2000	301	2	10006	5,9,13,17,21	1260	13		
56323	3	1	10	70600043	0			圣遗物	2	3	2000	301	3	10006	5,9,13,17,21	1260	13		
56324	3	1	10	70600043	0			圣遗物	2	3	2000	301	4	10006	5,9,13,17,21	1260	13		
56330	3	1	10	70600043	0			圣遗物	5	3	3000	301	0	10006	5,9,13,17,21	1260	13		
56331	3	1	10	70600043	0			圣遗物	5	3	3000	301	1	10006	5,9,13,17,21	1260	13		
56332	3	1	10	70600043	0			圣遗物	5	3	3000	301	2	10006	5,9,13,17,21	1260	13		
56333	3	1	10	70600043	0			圣遗物	5	3	3000	301	3	10006	5,9,13,17,21	1260	13		
56334	3	1	10	70600043	0			圣遗物	5	3	3000	301	4	10006	5,9,13,17,21	1260	13		
56340	3	1	10	70600043	0			圣遗物	1	3	4000	301	0	10006	5,9,13,17,21	1260	13		
56341	3	1	10	70600043	0			圣遗物	1	3	4000	301	1	10006	5,9,13,17,21	1260	13		
56342	3	1	10	70600043	0			圣遗物	1	3	4000	301	2	10006	5,9,13,17,21	1260	13		
56343	3	1	10	70600043	0			圣遗物	1	3	4000	301	3	10006	5,9,13,17,21	1260	13		
56344	3	1	10	70600043	0			圣遗物	1	3	4000	301	4	10006	5,9,13,17,21	1260	13		
56350	3	1	10	70600043	0			圣遗物	3	3	1000	301	0	10006	5,9,13,17,21	1260	13		
56351	3	1	10	70600043	0			圣遗物	3	3	1000	301	1	10006	5,9,13,17,21	1260	13		
56352	3	1	10	70600043	0			圣遗物	3	3	1000	301	2	10006	5,9,13,17,21	1260	13		
56353	3	1	10	70600043	0			圣遗物	3	3	1000	301	3	10006	5,9,13,17,21	1260	13		
56354	3	1	10	70600043	0			圣遗物	3	3	1000	301	4	10006	5,9,13,17,21	1260	13		
56410	3	1	10	70600044	0			圣遗物	4	4	5000	401	0	10006	5,9,13,17,21	1680	17		
56411	3	1	10	70600044	0			圣遗物	4	4	5000	401	1	10006	5,9,13,17,21	1680	17		
56412	3	1	10	70600044	0			圣遗物	4	4	5000	401	2	10006	5,9,13,17,21	1680	17		
56413	3	1	10	70600044	0			圣遗物	4	4	5000	401	3	10006	5,9,13,17,21	1680	17		
56414	3	1	10	70600044	0			圣遗物	4	4	5000	401	4	10006	5,9,13,17,21	1680	17		
56420	3	1	10	70600044	0			圣遗物	2	4	2000	401	0	10006	5,9,13,17,21	1680	17		
56421	3	1	10	70600044	0			圣遗物	2	4	2000	401	1	10006	5,9,13,17,21	1680	17		
56422	3	1	10	70600044	0			圣遗物	2	4	2000	401	2	10006	5,9,13,17,21	1680	17		
56423	3	1	10	70600044	0			圣遗物	2	4	2000	401	3	10006	5,9,13,17,21	1680	17		
56424	3	1	10	70600044	0			圣遗物	2	4	2000	401	4	10006	5,9,13,17,21	1680	17		
56430	3	1	10	70600044	0			圣遗物	5	4	3000	401	0	10006	5,9,13,17,21	1680	17		
56431	3	1	10	70600044	0			圣遗物	5	4	3000	401	1	10006	5,9,13,17,21	1680	17		
56432	3	1	10	70600044	0			圣遗物	5	4	3000	401	2	10006	5,9,13,17,21	1680	17		
56433	3	1	10	70600044	0			圣遗物	5	4	3000	401	3	10006	5,9,13,17,21	1680	17		
56434	3	1	10	70600044	0			圣遗物	5	4	3000	401	4	10006	5,9,13,17,21	1680	17		
56440	3	1	10	70600044	0			圣遗物	1	4	4000	401	0	10006	5,9,13,17,21	1680	17		
56441	3	1	10	70600044	0			圣遗物	1	4	4000	401	1	10006	5,9,13,17,21	1680	17		
56442	3	1	10	70600044	0			圣遗物	1	4	4000	401	2	10006	5,9,13,17,21	1680	17		
56443	3	1	10	70600044	0			圣遗物	1	4	4000	401	3	10006	5,9,13,17,21	1680	17		
56444	3	1	10	70600044	0			圣遗物	1	4	4000	401	4	10006	5,9,13,17,21	1680	17		
56450	3	1	10	70600044	0			圣遗物	3	4	1000	401	0	10006	5,9,13,17,21	1680	17		
56451	3	1	10	70600044	0			圣遗物	3	4	1000	401	1	10006	5,9,13,17,21	1680	17		
56452	3	1	10	70600044	0			圣遗物	3	4	1000	401	2	10006	5,9,13,17,21	1680	17		
56453	3	1	10	70600044	0			圣遗物	3	4	1000	401	3	10006	5,9,13,17,21	1680	17		
56454	3	1	10	70600044	0			圣遗物	3	4	1000	401	4	10006	5,9,13,17,21	1680	17		
56510	3	1	10	70600045	0			圣遗物	4	5	5000	501	0	10006	5,9,13,17,21	2100	21		
56511	3	1	10	70600045	0			圣遗物	4	5	5000	501	1	10006	5,9,13,17,21	2100	21		
56512	3	1	10	70600045	0			圣遗物	4	5	5000	501	2	10006	5,9,13,17,21	2100	21		
56513	3	1	10	70600045	0			圣遗物	4	5	5000	501	3	10006	5,9,13,17,21	2100	21		
56514	3	1	10	70600045	0			圣遗物	4	5	5000	501	4	10006	5,9,13,17,21	2100	21		
56520	3	1	10	70600045	0			圣遗物	2	5	2000	501	0	10006	5,9,13,17,21	2100	21		
56521	3	1	10	70600045	0			圣遗物	2	5	2000	501	1	10006	5,9,13,17,21	2100	21		
56522	3	1	10	70600045	0			圣遗物	2	5	2000	501	2	10006	5,9,13,17,21	2100	21		
56523	3	1	10	70600045	0			圣遗物	2	5	2000	501	3	10006	5,9,13,17,21	2100	21		
56524	3	1	10	70600045	0			圣遗物	2	5	2000	501	4	10006	5,9,13,17,21	2100	21		
56530	3	1	10	70600045	0			圣遗物	5	5	3000	501	0	10006	5,9,13,17,21	2100	21		
56531	3	1	10	70600045	0			圣遗物	5	5	3000	501	1	10006	5,9,13,17,21	2100	21		
56532	3	1	10	70600045	0			圣遗物	5	5	3000	501	2	10006	5,9,13,17,21	2100	21		
56533	3	1	10	70600045	0			圣遗物	5	5	3000	501	3	10006	5,9,13,17,21	2100	21		
56534	3	1	10	70600045	0			圣遗物	5	5	3000	501	4	10006	5,9,13,17,21	2100	21		
56540	3	1	10	70600045	0			圣遗物	1	5	4000	501	0	10006	5,9,13,17,21	2100	21		
56541	3	1	10	70600045	0			圣遗物	1	5	4000	501	1	10006	5,9,13,17,21	2100	21		
56542	3	1	10	70600045	0			圣遗物	1	5	4000	501	2	10006	5,9,13,17,21	2100	21		
56543	3	1	10	70600045	0			圣遗物	1	5	4000	501	3	10006	5,9,13,17,21	2100	21		
56544	3	1	10	70600045	0			圣遗物	1	5	4000	501	4	10006	5,9,13,17,21	2100	21		
56550	3	1	10	70600045	0			圣遗物	3	5	1000	501	0	10006	5,9,13,17,21	2100	21		
56551	3	1	10	70600045	0			圣遗物	3	5	1000	501	1	10006	5,9,13,17,21	2100	21		
56552	3	1	10	70600045	0			圣遗物	3	5	1000	501	2	10006	5,9,13,17,21	2100	21		
56553	3	1	10	70600045	0			圣遗物	3	5	1000	501	3	10006	5,9,13,17,21	2100	21		
56554	3	1	10	70600045	0			圣遗物	3	5	1000	501	4	10006	5,9,13,17,21	2100	21		
57110	3	1	10	70600041	0			圣遗物	4	1	5000	101	0	10007	5,9,13,17,21	420	5		
57111	3	1	10	70600041	0			圣遗物	4	1	5000	101	1	10007	5,9,13,17,21	420	5		
57112	3	1	10	70600041	0			圣遗物	4	1	5000	101	2	10007	5,9,13,17,21	420	5		
57113	3	1	10	70600041	0			圣遗物	4	1	5000	101	3	10007	5,9,13,17,21	420	5		
57114	3	1	10	70600041	0			圣遗物	4	1	5000	101	4	10007	5,9,13,17,21	420	5		
57120	3	1	10	70600041	0			圣遗物	2	1	2000	101	0	10007	5,9,13,17,21	420	5		
57121	3	1	10	70600041	0			圣遗物	2	1	2000	101	1	10007	5,9,13,17,21	420	5		
57122	3	1	10	70600041	0			圣遗物	2	1	2000	101	2	10007	5,9,13,17,21	420	5		
57123	3	1	10	70600041	0			圣遗物	2	1	2000	101	3	10007	5,9,13,17,21	420	5		
57124	3	1	10	70600041	0			圣遗物	2	1	2000	101	4	10007	5,9,13,17,21	420	5		
57130	3	1	10	70600041	0			圣遗物	5	1	3000	101	0	10007	5,9,13,17,21	420	5		
57131	3	1	10	70600041	0			圣遗物	5	1	3000	101	1	10007	5,9,13,17,21	420	5		
57132	3	1	10	70600041	0			圣遗物	5	1	3000	101	2	10007	5,9,13,17,21	420	5		
57133	3	1	10	70600041	0			圣遗物	5	1	3000	101	3	10007	5,9,13,17,21	420	5		
57134	3	1	10	70600041	0			圣遗物	5	1	3000	101	4	10007	5,9,13,17,21	420	5		
57140	3	1	10	70600041	0			圣遗物	1	1	4000	101	0	10007	5,9,13,17,21	420	5		
57141	3	1	10	70600041	0			圣遗物	1	1	4000	101	1	10007	5,9,13,17,21	420	5		
57142	3	1	10	70600041	0			圣遗物	1	1	4000	101	2	10007	5,9,13,17,21	420	5		
57143	3	1	10	70600041	0			圣遗物	1	1	4000	101	3	10007	5,9,13,17,21	420	5		
57144	3	1	10	70600041	0			圣遗物	1	1	4000	101	4	10007	5,9,13,17,21	420	5		
57150	3	1	10	70600041	0			圣遗物	3	1	1000	101	0	10007	5,9,13,17,21	420	5		
57151	3	1	10	70600041	0			圣遗物	3	1	1000	101	1	10007	5,9,13,17,21	420	5		
57152	3	1	10	70600041	0			圣遗物	3	1	1000	101	2	10007	5,9,13,17,21	420	5		
57153	3	1	10	70600041	0			圣遗物	3	1	1000	101	3	10007	5,9,13,17,21	420	5		
57154	3	1	10	70600041	0			圣遗物	3	1	1000	101	4	10007	5,9,13,17,21	420	5		
57210	3	1	10	70600042	0			圣遗物	4	2	5000	201	0	10007	5,9,13,17,21	840	5		
57211	3	1	10	70600042	0			圣遗物	4	2	5000	201	1	10007	5,9,13,17,21	840	5		
57212	3	1	10	70600042	0			圣遗物	4	2	5000	201	2	10007	5,9,13,17,21	840	5		
57213	3	1	10	70600042	0			圣遗物	4	2	5000	201	3	10007	5,9,13,17,21	840	5		
57214	3	1	10	70600042	0			圣遗物	4	2	5000	201	4	10007	5,9,13,17,21	840	5		
57220	3	1	10	70600042	0			圣遗物	2	2	2000	201	0	10007	5,9,13,17,21	840	5		
57221	3	1	10	70600042	0			圣遗物	2	2	2000	201	1	10007	5,9,13,17,21	840	5		
57222	3	1	10	70600042	0			圣遗物	2	2	2000	201	2	10007	5,9,13,17,21	840	5		
57223	3	1	10	70600042	0			圣遗物	2	2	2000	201	3	10007	5,9,13,17,21	840	5		
57224	3	1	10	70600042	0			圣遗物	2	2	2000	201	4	10007	5,9,13,17,21	840	5		
57230	3	1	10	70600042	0			圣遗物	5	2	3000	201	0	10007	5,9,13,17,21	840	5		
57231	3	1	10	70600042	0			圣遗物	5	2	3000	201	1	10007	5,9,13,17,21	840	5		
57232	3	1	10	70600042	0			圣遗物	5	2	3000	201	2	10007	5,9,13,17,21	840	5		
57233	3	1	10	70600042	0			圣遗物	5	2	3000	201	3	10007	5,9,13,17,21	840	5		
57234	3	1	10	70600042	0			圣遗物	5	2	3000	201	4	10007	5,9,13,17,21	840	5		
57240	3	1	10	70600042	0			圣遗物	1	2	4000	201	0	10007	5,9,13,17,21	840	5		
57241	3	1	10	70600042	0			圣遗物	1	2	4000	201	1	10007	5,9,13,17,21	840	5		
57242	3	1	10	70600042	0			圣遗物	1	2	4000	201	2	10007	5,9,13,17,21	840	5		
57243	3	1	10	70600042	0			圣遗物	1	2	4000	201	3	10007	5,9,13,17,21	840	5		
57244	3	1	10	70600042	0			圣遗物	1	2	4000	201	4	10007	5,9,13,17,21	840	5		
57250	3	1	10	70600042	0			圣遗物	3	2	1000	201	0	10007	5,9,13,17,21	840	5		
57251	3	1	10	70600042	0			圣遗物	3	2	1000	201	1	10007	5,9,13,17,21	840	5		
57252	3	1	10	70600042	0			圣遗物	3	2	1000	201	2	10007	5,9,13,17,21	840	5		
57253	3	1	10	70600042	0			圣遗物	3	2	1000	201	3	10007	5,9,13,17,21	840	5		
57254	3	1	10	70600042	0			圣遗物	3	2	1000	201	4	10007	5,9,13,17,21	840	5		
57310	3	1	10	70600043	0			圣遗物	4	3	5000	301	0	10007	5,9,13,17,21	1260	13		
57311	3	1	10	70600043	0			圣遗物	4	3	5000	301	1	10007	5,9,13,17,21	1260	13		
57312	3	1	10	70600043	0			圣遗物	4	3	5000	301	2	10007	5,9,13,17,21	1260	13		
57313	3	1	10	70600043	0			圣遗物	4	3	5000	301	3	10007	5,9,13,17,21	1260	13		
57314	3	1	10	70600043	0			圣遗物	4	3	5000	301	4	10007	5,9,13,17,21	1260	13		
57320	3	1	10	70600043	0			圣遗物	2	3	2000	301	0	10007	5,9,13,17,21	1260	13		
57321	3	1	10	70600043	0			圣遗物	2	3	2000	301	1	10007	5,9,13,17,21	1260	13		
57322	3	1	10	70600043	0			圣遗物	2	3	2000	301	2	10007	5,9,13,17,21	1260	13		
57323	3	1	10	70600043	0			圣遗物	2	3	2000	301	3	10007	5,9,13,17,21	1260	13		
57324	3	1	10	70600043	0			圣遗物	2	3	2000	301	4	10007	5,9,13,17,21	1260	13		
57330	3	1	10	70600043	0			圣遗物	5	3	3000	301	0	10007	5,9,13,17,21	1260	13		
57331	3	1	10	70600043	0			圣遗物	5	3	3000	301	1	10007	5,9,13,17,21	1260	13		
57332	3	1	10	70600043	0			圣遗物	5	3	3000	301	2	10007	5,9,13,17,21	1260	13		
57333	3	1	10	70600043	0			圣遗物	5	3	3000	301	3	10007	5,9,13,17,21	1260	13		
57334	3	1	10	70600043	0			圣遗物	5	3	3000	301	4	10007	5,9,13,17,21	1260	13		
57340	3	1	10	70600043	0			圣遗物	1	3	4000	301	0	10007	5,9,13,17,21	1260	13		
57341	3	1	10	70600043	0			圣遗物	1	3	4000	301	1	10007	5,9,13,17,21	1260	13		
57342	3	1	10	70600043	0			圣遗物	1	3	4000	301	2	10007	5,9,13,17,21	1260	13		
57343	3	1	10	70600043	0			圣遗物	1	3	4000	301	3	10007	5,9,13,17,21	1260	13		
57344	3	1	10	70600043	0			圣遗物	1	3	4000	301	4	10007	5,9,13,17,21	1260	13		
57350	3	1	10	70600043	0			圣遗物	3	3	1000	301	0	10007	5,9,13,17,21	1260	13		
57351	3	1	10	70600043	0			圣遗物	3	3	1000	301	1	10007	5,9,13,17,21	1260	13		
57352	3	1	10	70600043	0			圣遗物	3	3	1000	301	2	10007	5,9,13,17,21	1260	13		
57353	3	1	10	70600043	0			圣遗物	3	3	1000	301	3	10007	5,9,13,17,21	1260	13		
57354	3	1	10	70600043	0			圣遗物	3	3	1000	301	4	10007	5,9,13,17,21	1260	13		
57410	3	1	10	70600044	0			圣遗物	4	4	5000	401	0	10007	5,9,13,17,21	1680	17		
57411	3	1	10	70600044	0			圣遗物	4	4	5000	401	1	10007	5,9,13,17,21	1680	17		
57412	3	1	10	70600044	0			圣遗物	4	4	5000	401	2	10007	5,9,13,17,21	1680	17		
57413	3	1	10	70600044	0			圣遗物	4	4	5000	401	3	10007	5,9,13,17,21	1680	17		
57414	3	1	10	70600044	0			圣遗物	4	4	5000	401	4	10007	5,9,13,17,21	1680	17		
57420	3	1	10	70600044	0			圣遗物	2	4	2000	401	0	10007	5,9,13,17,21	1680	17		
57421	3	1	10	70600044	0			圣遗物	2	4	2000	401	1	10007	5,9,13,17,21	1680	17		
57422	3	1	10	70600044	0			圣遗物	2	4	2000	401	2	10007	5,9,13,17,21	1680	17		
57423	3	1	10	70600044	0			圣遗物	2	4	2000	401	3	10007	5,9,13,17,21	1680	17		
57424	3	1	10	70600044	0			圣遗物	2	4	2000	401	4	10007	5,9,13,17,21	1680	17		
57430	3	1	10	70600044	0			圣遗物	5	4	3000	401	0	10007	5,9,13,17,21	1680	17		
57431	3	1	10	70600044	0			圣遗物	5	4	3000	401	1	10007	5,9,13,17,21	1680	17		
57432	3	1	10	70600044	0			圣遗物	5	4	3000	401	2	10007	5,9,13,17,21	1680	17		
57433	3	1	10	70600044	0			圣遗物	5	4	3000	401	3	10007	5,9,13,17,21	1680	17		
57434	3	1	10	70600044	0			圣遗物	5	4	3000	401	4	10007	5,9,13,17,21	1680	17		
57440	3	1	10	70600044	0			圣遗物	1	4	4000	401	0	10007	5,9,13,17,21	1680	17		
57441	3	1	10	70600044	0			圣遗物	1	4	4000	401	1	10007	5,9,13,17,21	1680	17		
57442	3	1	10	70600044	0			圣遗物	1	4	4000	401	2	10007	5,9,13,17,21	1680	17		
57443	3	1	10	70600044	0			圣遗物	1	4	4000	401	3	10007	5,9,13,17,21	1680	17		
57444	3	1	10	70600044	0			圣遗物	1	4	4000	401	4	10007	5,9,13,17,21	1680	17		
57450	3	1	10	70600044	0			圣遗物	3	4	1000	401	0	10007	5,9,13,17,21	1680	17		
57451	3	1	10	70600044	0			圣遗物	3	4	1000	401	1	10007	5,9,13,17,21	1680	17		
57452	3	1	10	70600044	0			圣遗物	3	4	1000	401	2	10007	5,9,13,17,21	1680	17		
57453	3	1	10	70600044	0			圣遗物	3	4	1000	401	3	10007	5,9,13,17,21	1680	17		
57454	3	1	10	70600044	0			圣遗物	3	4	1000	401	4	10007	5,9,13,17,21	1680	17		
57510	3	1	10	70600045	0			圣遗物	4	5	5000	501	0	10007	5,9,13,17,21	2100	21		
57511	3	1	10	70600045	0			圣遗物	4	5	5000	501	1	10007	5,9,13,17,21	2100	21		
57512	3	1	10	70600045	0			圣遗物	4	5	5000	501	2	10007	5,9,13,17,21	2100	21		
57513	3	1	10	70600045	0			圣遗物	4	5	5000	501	3	10007	5,9,13,17,21	2100	21		
57514	3	1	10	70600045	0			圣遗物	4	5	5000	501	4	10007	5,9,13,17,21	2100	21		
57520	3	1	10	70600045	0			圣遗物	2	5	2000	501	0	10007	5,9,13,17,21	2100	21		
57521	3	1	10	70600045	0			圣遗物	2	5	2000	501	1	10007	5,9,13,17,21	2100	21		
57522	3	1	10	70600045	0			圣遗物	2	5	2000	501	2	10007	5,9,13,17,21	2100	21		
57523	3	1	10	70600045	0			圣遗物	2	5	2000	501	3	10007	5,9,13,17,21	2100	21		
