ID	要素池ID	随机权重	[样本]1类型	[样本]1内容	[样本]2类型	[样本]2内容	[样本]3类型	[样本]3内容
300110305	3001103	100	{QuestGatherID}	100001	{QuestGatherNum}	3	{QuestGatherID2}	108029
300110306	3001103	100	{QuestGatherID}	100061	{QuestGatherNum}	3	{QuestGatherID2}	108056
300110307	3001103	100	{QuestGatherID}	100013	{QuestGatherNum}	2	{QuestGatherID2}	108063
300110308	3001103	100	{QuestGatherID}	100051	{QuestGatherNum}	2	{QuestGatherID2}	108023
300110309	3001103	100	{QuestGatherID}	100012	{QuestGatherNum}	1	{QuestGatherID2}	108032
300120201	3001202	100	{QuestRescuePos}	RQMDMKPos1				
300120202	3001202	100	{QuestRescuePos}	RQMDMKPos2				
300120203	3001202	100	{QuestRescuePos}	RQMDMKPos3				
300120204	3001202	100	{QuestRescuePos}	RQMDMKPos4				
300120205	3001202	100	{QuestRescuePos}	RQMDMKPos5				
300120206	3001202	100	{QuestRescuePos}	RQMDMKPos6				
300120207	3001202	100	{QuestRescuePos}	RQMDMKPos7				
300120208	3001202	100	{QuestRescuePos}	RQMDMKPos8				
300120209	3001202	100	{QuestRescuePos}	RQMDMKPos9				
300120210	3001202	100	{QuestRescuePos}	RQMDMKPos10				
300120211	3001202	100	{QuestRescuePos}	RQMDMKPos11				
300120212	3001202	100	{QuestRescuePos}	RQMDMKPos12				
300120213	3001202	100	{QuestRescuePos}	RQMDMKPos13				
300120214	3001202	100	{QuestRescuePos}	RQMDMKPos14				
300140201	3001402	100	{QuestRescuePos}	RQMDMKPos1				
300140202	3001402	100	{QuestRescuePos}	RQMDMKPos2				
300140203	3001402	100	{QuestRescuePos}	RQMDMKPos3				
300140204	3001402	100	{QuestRescuePos}	RQMDMKPos4				
300140205	3001402	100	{QuestRescuePos}	RQMDMKPos5				
300140206	3001402	100	{QuestRescuePos}	RQMDMKPos6				
300140207	3001402	100	{QuestRescuePos}	RQMDMKPos7				
300140208	3001402	100	{QuestRescuePos}	RQMDMKPos8				
300140209	3001402	100	{QuestRescuePos}	RQMDMKPos9				
300140210	3001402	100	{QuestRescuePos}	RQMDMKPos10				
300140211	3001402	100	{QuestRescuePos}	RQMDMKPos11				
300140212	3001402	100	{QuestRescuePos}	RQMDMKPos12				
300140213	3001402	100	{QuestRescuePos}	RQMDMKPos13				
300140214	3001402	100	{QuestRescuePos}	RQMDMKPos14				
300140215	3001402	100	{QuestRescuePos}	RQDYSLPos1				
300140216	3001402	100	{QuestRescuePos}	RQDYSLPos2				
300140217	3001402	100	{QuestRescuePos}	RQDYSLPos3				
300140218	3001402	100	{QuestRescuePos}	RQDYSLPos4				
300140219	3001402	100	{QuestRescuePos}	RQDYSLPos5				
300140220	3001402	100	{QuestRescuePos}	RQDYSLPos6				
300140221	3001402	100	{QuestRescuePos}	RQDYSLPos7				
300210101	3002101	100	{QuestNpcID}	155301				
300220101	3002201	100	{QuestNpcID}	155501				
300230101	3002301	100	{QuestNpcID}	156301				
300240101	3002401	100	{QuestNpcID}	153901				
300250101	3002501	100	{QuestNpcID}	157901				
300210201	3002102	100	{QuestRescuePos}	RQDYSLPos1				
300210202	3002102	100	{QuestRescuePos}	RQDYSLPos2				
300210203	3002102	100	{QuestRescuePos}	RQDYSLPos3				
300210204	3002102	100	{QuestRescuePos}	RQDYSLPos4				
300210205	3002102	100	{QuestRescuePos}	RQDYSLPos5				
300210206	3002102	100	{QuestRescuePos}	RQDYSLPos6				
300210207	3002102	100	{QuestRescuePos}	RQDYSLPos7				
300210208	3002102	100	{QuestRescuePos}	RQXLHPos1				
300210209	3002102	100	{QuestRescuePos}	RQXLHPos2				
300210210	3002102	100	{QuestRescuePos}	RQXLHPos3				
300210211	3002102	100	{QuestRescuePos}	RQXLHPos4				
300210212	3002102	100	{QuestRescuePos}	RQXLHPos5				
300210213	3002102	100	{QuestRescuePos}	RQXLHPos6				
300210214	3002102	100	{QuestRescuePos}	RQXLHPos7				
300210215	3002102	100	{QuestRescuePos}	RQFQDPos1				
300210216	3002102	100	{QuestRescuePos}	RQFQDPos2				
300210217	3002102	100	{QuestRescuePos}	RQFQDPos3				
300210218	3002102	100	{QuestRescuePos}	RQFQDPos4				
300210219	3002102	100	{QuestRescuePos}	RQFQDPos5				
300210220	3002102	100	{QuestRescuePos}	RQFQDPos6				
300210221	3002102	100	{QuestRescuePos}	RQFQDPos7				
300210222	3002102	100	{QuestRescuePos}	RQFQDPos8				
300210223	3002102	100	{QuestRescuePos}	RQFQDPos9				
300210224	3002102	100	{QuestRescuePos}	RQFQDPos10				
300210225	3002102	100	{QuestRescuePos}	RQFQDPos11				
300210226	3002102	100	{QuestRescuePos}	RQFQDPos12				
300210227	3002102	100	{QuestRescuePos}	RQFQDPos13				
300210228	3002102	100	{QuestRescuePos}	RQFQDPos14				
300210229	3002102	100	{QuestRescuePos}	RQFQDPos15				
300210230	3002102	100	{QuestRescuePos}	RQFQDPos16				
300210231	3002102	100	{QuestRescuePos}	RQFQDPos17				
300210232	3002102	100	{QuestRescuePos}	RQFQDPos18				
300210233	3002102	100	{QuestRescuePos}	RQFQDPos19				
300220201	3002202	100	{QuestRescuePos}	RQFQDPos1				
300220202	3002202	100	{QuestRescuePos}	RQFQDPos2				
300220203	3002202	100	{QuestRescuePos}	RQFQDPos3				
300220204	3002202	100	{QuestRescuePos}	RQFQDPos4				
300220205	3002202	100	{QuestRescuePos}	RQFQDPos5				
300220206	3002202	100	{QuestRescuePos}	RQFQDPos6				
300220207	3002202	100	{QuestRescuePos}	RQFQDPos7				
300220208	3002202	100	{QuestRescuePos}	RQFQDPos8				
300220209	3002202	100	{QuestRescuePos}	RQFQDPos9				
300220210	3002202	100	{QuestRescuePos}	RQFQDPos10				
300220211	3002202	100	{QuestRescuePos}	RQFQDPos11				
300220212	3002202	100	{QuestRescuePos}	RQFQDPos12				
300220213	3002202	100	{QuestRescuePos}	RQFQDPos13				
300220214	3002202	100	{QuestRescuePos}	RQFQDPos14				
300220215	3002202	100	{QuestRescuePos}	RQFQDPos15				
300220216	3002202	100	{QuestRescuePos}	RQFQDPos16				
300220217	3002202	100	{QuestRescuePos}	RQFQDPos17				
300220218	3002202	100	{QuestRescuePos}	RQFQDPos18				
300220219	3002202	100	{QuestRescuePos}	RQFQDPos19				
300240201	3002402	100	{QuestRescuePos}	RQBLLPos1				
300240202	3002402	100	{QuestRescuePos}	RQBLLPos2				
300240203	3002402	100	{QuestRescuePos}	RQBLLPos3				
300240204	3002402	100	{QuestRescuePos}	RQBLLPos4				
300240205	3002402	100	{QuestRescuePos}	RQBLLPos5				
300240206	3002402	100	{QuestRescuePos}	RQBLLPos6				
300240207	3002402	100	{QuestRescuePos}	RQBLLPos7				
300240208	3002402	100	{QuestRescuePos}	RQBLLPos8				
300240209	3002402	100	{QuestRescuePos}	RQBLLPos9				
300240210	3002402	100	{QuestRescuePos}	RQBLLPos10				
300240211	3002402	100	{QuestRescuePos}	RQBLLPos11				
300240212	3002402	100	{QuestRescuePos}	RQBLLPos12				
300240213	3002402	100	{QuestRescuePos}	RQBLLPos13				
300240214	3002402	100	{QuestRescuePos}	RQBLLPos14				
300240215	3002402	100	{QuestRescuePos}	RQBLLPos15				
300240216	3002402	100	{QuestRescuePos}	RQBLLPos16				
300240217	3002402	100	{QuestRescuePos}	RQBLLPos17				
300240218	3002402	100	{QuestRescuePos}	RQBLLPos18				
300240219	3002402	100	{QuestRescuePos}	RQBLLPos19				
300240220	3002402	100	{QuestRescuePos}	RQBLLPos20				
300240221	3002402	100	{QuestRescuePos}	RQBLLPos21				
300240222	3002402	100	{QuestRescuePos}	RQBLLPos22				
300240223	3002402	100	{QuestRescuePos}	RQBLLPos23				
300240224	3002402	100	{QuestRescuePos}	RQBLLPos24				
300240225	3002402	100	{QuestRescuePos}	RQBLLPos25				
300240226	3002402	100	{QuestRescuePos}	RQBLLPos26				
300240227	3002402	100	{QuestRescuePos}	RQBLLPos27				
300240228	3002402	100	{QuestRescuePos}	RQBLLPos28				
300240229	3002402	100	{QuestRescuePos}	RQBLLPos29				
300240230	3002402	100	{QuestRescuePos}	RQFQDPos1				
300240231	3002402	100	{QuestRescuePos}	RQFQDPos2				
300240232	3002402	100	{QuestRescuePos}	RQFQDPos3				
300240233	3002402	100	{QuestRescuePos}	RQFQDPos4				
300240234	3002402	100	{QuestRescuePos}	RQFQDPos5				
300240235	3002402	100	{QuestRescuePos}	RQFQDPos6				
300240236	3002402	100	{QuestRescuePos}	RQFQDPos7				
300240237	3002402	100	{QuestRescuePos}	RQFQDPos8				
300240238	3002402	100	{QuestRescuePos}	RQFQDPos9				
300240239	3002402	100	{QuestRescuePos}	RQFQDPos10				
300240240	3002402	100	{QuestRescuePos}	RQFQDPos11				
300240241	3002402	100	{QuestRescuePos}	RQFQDPos12				
300240242	3002402	100	{QuestRescuePos}	RQFQDPos13				
300240243	3002402	100	{QuestRescuePos}	RQFQDPos14				
300240244	3002402	100	{QuestRescuePos}	RQFQDPos15				
300240245	3002402	100	{QuestRescuePos}	RQFQDPos16				
300240246	3002402	100	{QuestRescuePos}	RQFQDPos17				
300240247	3002402	100	{QuestRescuePos}	RQFQDPos18				
300240248	3002402	100	{QuestRescuePos}	RQFQDPos19				
300210301	3002103	100	{QuestNpcID2}	140901	{NPCPos}	RQ3002101	{QuestNpcID3}	1409
300210302	3002103	100	{QuestNpcID2}	141101	{NPCPos}	RQ3002102	{QuestNpcID3}	1411
300220301	3002203	100	{QuestNpcID2}	156301	{NPCPos}	RQ3002103	{QuestNpcID3}	1563
300230301	3002303	100	{QuestNpcID2}	155501	{NPCPos}	RQ3002104	{QuestNpcID3}	1555
300240301	3002403	100	{QuestNpcID2}	153701	{NPCPos}	RQ3002105	{QuestNpcID3}	1537
300240302	3002403	100	{QuestNpcID2}	154101	{NPCPos}	RQ3002106	{QuestNpcID3}	1541
300250301	3002503	100	{QuestNpcID2}	153701	{NPCPos}	RQ3002105	{QuestNpcID3}	1537
300250302	3002503	100	{QuestNpcID2}	154101	{NPCPos}	RQ3002106	{QuestNpcID3}	1541
