AffixID	开启天赋配置	[增加属性]1类型	[增加属性]1值	[增加属性]2类型	[增加属性]2值	[增加属性]3类型	[增加属性]3值	参数1	参数2	参数3	参数4	参数5	参数6	ID	词缀等级	$#VersionBegin	$#VersionEnd
1153022	Weapon_Bow_DamageUpHitHeadBox							0.36						115302	2		
1153023	Weapon_Bow_DamageUpHitHeadBox							0.42						115302	3		
1153024	Weapon_Bow_DamageUpHitHeadBox							0.48						115302	4		
1153030	Weapon_Bow_HealAmountHPonEnemyKilled							0.08						115303	0		
1153031	Weapon_Bow_HealAmountHPonEnemyKilled							0.1						115303	1		
1153032	Weapon_Bow_HealAmountHPonEnemyKilled							0.12						115303	2		
1153033	Weapon_Bow_HealAmountHPonEnemyKilled							0.14						115303	3		
1153034	Weapon_Bow_HealAmountHPonEnemyKilled							0.16						115303	4		
1153040	Weapon_Bow_RiseDMGWithinTime							0.3	0.36	0.1				115304	0		
1153041	Weapon_Bow_RiseDMGWithinTime							0.3	0.42	0.1				115304	1		
1153042	Weapon_Bow_RiseDMGWithinTime							0.3	0.48	0.1				115304	2		
1153043	Weapon_Bow_RiseDMGWithinTime							0.3	0.54	0.1				115304	3		
1153044	Weapon_Bow_RiseDMGWithinTime							0.3	0.6	0.1				115304	4		
1153050	Weapon_Bow_HeavyCritical							1						115305	0		
1153051	Weapon_Bow_HeavyCritical							1.25						115305	1		
1153052	Weapon_Bow_HeavyCritical							1.5						115305	2		
1153053	Weapon_Bow_HeavyCritical							1.75						115305	3		
1153054	Weapon_Bow_HeavyCritical							2						115305	4		
1153060	Weapon_Bow_MachineKiller							0.4						115306	0		
1153061	Weapon_Bow_MachineKiller							0.5						115306	1		
1153062	Weapon_Bow_MachineKiller							0.6						115306	2		
1153063	Weapon_Bow_MachineKiller							0.7						115306	3		
1153064	Weapon_Bow_MachineKiller							0.8						115306	4		
1150040	Weapon_Bow_AttacktUpAfterReaction_0							0.2						115004	0		
1150041	Weapon_Bow_AttacktUpAfterReaction_1							0.25						115004	1		
1150042	Weapon_Bow_AttacktUpAfterReaction_2							0.3						115004	2		
1150043	Weapon_Bow_AttacktUpAfterReaction_3							0.35						115004	3		
1150044	Weapon_Bow_AttacktUpAfterReaction_4							0.4						115004	4		
1154010	Weapon_Bow_GenerateBallWhenCritic							0.6	12					115401	0		
1154011	Weapon_Bow_GenerateBallWhenCritic							0.7	10.5					115401	1		
1154012	Weapon_Bow_GenerateBallWhenCritic							0.8	9					115401	2		
1154013	Weapon_Bow_GenerateBallWhenCritic							0.9	7.5					115401	3		
1154014	Weapon_Bow_GenerateBallWhenCritic							1	6					115401	4		
1154980	Weapon_Bow_RiseElementDMGWhenEnergyMax_0													115498	0		
1154981	Weapon_Bow_RiseElementDMGWhenEnergyMax_1													115498	1		
1154982	Weapon_Bow_RiseElementDMGWhenEnergyMax_2													115498	2		
1154983	Weapon_Bow_RiseElementDMGWhenEnergyMax_3													115498	3		
1154984	Weapon_Bow_RiseElementDMGWhenEnergyMax_4													115498	4		
1154020	Weapon_Bow_RiseElementalSkillDMG							0.24						115402	0		
1154021	Weapon_Bow_RiseElementalSkillDMG							0.3						115402	1		
1154022	Weapon_Bow_RiseElementalSkillDMG							0.36						115402	2		
1154023	Weapon_Bow_RiseElementalSkillDMG							0.42						115402	3		
1154024	Weapon_Bow_RiseElementalSkillDMG							0.48						115402	4		
1154990	Weapon_Bow_RiseUltimateSkillDMGonAvatarIn_0													115499	0		
1154991	Weapon_Bow_RiseUltimateSkillDMGonAvatarIn_1													115499	1		
1154992	Weapon_Bow_RiseUltimateSkillDMGonAvatarIn_2													115499	2		
1154993	Weapon_Bow_RiseUltimateSkillDMGonAvatarIn_3													115499	3		
1154994	Weapon_Bow_RiseUltimateSkillDMGonAvatarIn_4													115499	4		
1154030	Weapon_Bow_ResetCDWhenSkillHit							0.4	15					115403	0		
1154031	Weapon_Bow_ResetCDWhenSkillHit							0.5	14					115403	1		
1154032	Weapon_Bow_ResetCDWhenSkillHit							0.6	13					115403	2		
1154033	Weapon_Bow_ResetCDWhenSkillHit							0.7	12					115403	3		
1154034	Weapon_Bow_ResetCDWhenSkillHit							0.8	11					115403	4		
1154970	Weapon_Bow_ReduceEnemySubHurtonBranchAttack_0							0.3						115497	0		
1154971	Weapon_Bow_ReduceEnemySubHurtonBranchAttack_1							0.35						115497	1		
1154972	Weapon_Bow_ReduceEnemySubHurtonBranchAttack_2							0.4						115497	2		
1154973	Weapon_Bow_ReduceEnemySubHurtonBranchAttack_3							0.45						115497	3		
1154974	Weapon_Bow_ReduceEnemySubHurtonBranchAttack_4							0.5						115497	4		
1154040	Weapon_Bow_RiseDMGonBranchAttack							0.8	10					115404	0		
1154041	Weapon_Bow_RiseDMGonBranchAttack							1	10					115404	1		
1154042	Weapon_Bow_RiseDMGonBranchAttack							1.2	10					115404	2		
1154043	Weapon_Bow_RiseDMGonBranchAttack							1.4	10					115404	3		
1154044	Weapon_Bow_RiseDMGonBranchAttack							1.6	10					115404	4		
1154050	Weapon_Bow_RiseNormalFallExtra							0.4	0.08					115405	0		
1154051	Weapon_Bow_RiseNormalFallExtra							0.5	0.09					115405	1		
1154052	Weapon_Bow_RiseNormalFallExtra							0.6	0.1					115405	2		
1154053	Weapon_Bow_RiseNormalFallExtra							0.7	0.11					115405	3		
1154054	Weapon_Bow_RiseNormalFallExtra							0.8	0.12					115405	4		
1154060	Weapon_Bow_AttackGainSPDAKTBuff							0.1	0.4	10				115406	0		
1154061	Weapon_Bow_AttackGainSPDAKTBuff							0.1	0.5	10				115406	1		
1154062	Weapon_Bow_AttackGainSPDAKTBuff							0.1	0.6	10				115406	2		
1154063	Weapon_Bow_AttackGainSPDAKTBuff							0.1	0.7	10				115406	3		
1154064	Weapon_Bow_AttackGainSPDAKTBuff							0.1	0.8	10				115406	4		
1154070	Weapon_Bow_AttackGainAKTSPDBuff							0.06	0.012	0.3				115407	0		
1154071	Weapon_Bow_AttackGainAKTSPDBuff							0.075	0.015	0.3				115407	1		
1154072	Weapon_Bow_AttackGainAKTSPDBuff							0.09	0.018	0.3				115407	2		
1154073	Weapon_Bow_AttackGainAKTSPDBuff							0.105	0.021	0.3				115407	3		
1154074	Weapon_Bow_AttackGainAKTSPDBuff							0.12	0.024	0.3				115407	4		
1154080	Weapon_Bow_FallNormalRiseExtra							0.36	0.08					115408	0		
1154081	Weapon_Bow_FallNormalRiseExtra							0.42	0.09					115408	1		
1154082	Weapon_Bow_FallNormalRiseExtra							0.48	0.1					115408	2		
1154083	Weapon_Bow_FallNormalRiseExtra							0.54	0.11					115408	3		
1154084	Weapon_Bow_FallNormalRiseExtra							0.6	0.12					115408	4		
1155010	Weapon_Bow_RangeAttackOnAttackLanded	22	0.2					0.2	0.6	4				115501	0		
1155011	Weapon_Bow_RangeAttackOnAttackLanded	22	0.25					0.25	0.7	3.5				115501	1		
1155012	Weapon_Bow_RangeAttackOnAttackLanded	22	0.3					0.3	0.8	3				115501	2		
1155013	Weapon_Bow_RangeAttackOnAttackLanded	22	0.35					0.35	0.9	2.5				115501	3		
1155014	Weapon_Bow_RangeAttackOnAttackLanded	22	0.4					0.4	1	2				115501	4		
1155020	Weapon_Bow_RiseDMGWithTime							0.12	0.08					115502	0		
1155021	Weapon_Bow_RiseDMGWithTime							0.15	0.1					115502	1		
1155022	Weapon_Bow_RiseDMGWithTime							0.18	0.12					115502	2		
1155023	Weapon_Bow_RiseDMGWithTime							0.21	0.14					115502	3		
1155024	Weapon_Bow_RiseDMGWithTime							0.24	0.16					115502	4		
2100010		6	0.2											210001	0		
2100011	Relic_ExtraAtkCritUp							0.35						210001	1		
2100020		6	0.2											210002	0		
2100021	Relic_GiantKiller							0.25	0.5					210002	1		
2100030		9	0.3											210003	0		
2100031	Relic_AbsorbTeamElemResist							0.3						210003	1		
2100040	Relic_AllElemResistUp							0.15						210004	0		
2100041	Relic_ElemDmgEnhanceElemResist							0.3	10	10				210004	1		
2100050		20	0.15											210005	0		
2100051	Relic_LowHPGainExtraCritRate							0.3	0.7					210005	1		
2100060	Relic_AtkAndExtraAtkUp							0.15						210006	0		
2100061	Relic_SkillEnhanceNormalAtkAndExtraAtk							8	1	0.3				210006	1		
2100070		28	50											210007	0		
2100071	Relic_ReactionGainExtraElemMasteryForTeam							8	100					210007	1		
2100080	Relic_SkillDamageUp							0.2						210008	0		
2100081	Relic_KillingRefreshSkill							12	0.7					210008	1		
2100090		23	0.2											210009	0		
2100091	Relic_UltGainEnergyForTeam							7						210009	1		
2100100		2	500											210010	0		
2100101	Relic_ChestHealSelf							5	1	0.04				210010	1		
2100110		8	30											210011	0		
2100111	Relic_CoinHealSelf							200						210011	1		
2100120		23	0.2											210012	0		
2100121	Relic_RestoreEnergyGainExtraEnergyForTeam							3						210012	1		
2100130		27	0.2											210013	0		
2100131	Relic_UltHealSelf							0.2						210013	1		
2140010		56	0.3											214001	0		
2140011	Relic_DamageUpAgainstIceAndFrozen							0.3						214001	1		
2140020		51	0.3											214002	0		
2140021	Relic_DamageUpAgainstElectric							0.3						214002	1		
2140030		50	0.3											214003	0		
2140031	Relic_DamageUpAgainstFireAndBurning							0.3						214003	1		
2140040		26	0.15											214004	0		
2140041	Relic_SkillEnhanceCured							0.25	7					214004	1		
2150010		6	0.2											215001	0		
2150011	Relic_MeleeAttackUp							0.4						215001	1		
2150020		44	0.2											215002	0		
2150021	Relic_ReactionWindEnhance							0.4	0.4	10				215002	1		
2150030		28	50											215003	0		
2150031	Relci_RangerAttackUp							0.35						215003	1		
2150040		46	0.2											215004	0		
2150041	Relic_ReactionIceEnhance							0.5	0.15	10	0.25			215004	1		
2150050		41	0.2											215005	0		
2150051	Relic_ReactionElectricEnhance							0.25	1					215005	1		
2150060		40	0.2											215006	0		
2150061	Relic_ReactionFireEnhance							0.25	0.15	0.2	0.5	10		215006	1		
2150070		22	0.3											215007	0		
2150071	Relic_CompareHPEnhanceCrit							0.25	0.5					215007	1		
2150080		30	0.3											215008	0		
2150081	Relic_KillEnhanceExtraAtk							10	0.5	-2	0.1			215008	1		
2200010														220001	0		
2200020	Weapon_Common_GoldEffect													220002	0		
2200030	Weapon_Common_CoolDown													220003	0		
2200040	Weapon_Common_GoldEffect1	6	0.12											220004	0		
2200050	Weapon_Common_GoldEffect2	11	0.08											220005	0		
2200060	Weapon_Common_ElementUp													220006	0		
2200070	Weapon_Common_GoldEffect3	23	0.08											220007	0		
2200080	Weapon_Common_GoldEffect4	4	5											220008	0		
2200090	Weapon_Common_GoldEffect5	24	0.05											220009	0		
2200100	Weapon_Common_GoldEffect6	3	0.075											220010	0		
2200110	Weapon_Common_ElementResist													220011	0		
2200011														220001	1		
2200021	Weapon_Common_GoldEffect													220002	1		
2200031	Weapon_Common_CoolDown													220003	1		
2200041	Weapon_Common_GoldEffect1	6	0.12											220004	1		
2200051	Weapon_Common_GoldEffect2	11	0.08											220005	1		
2200061	Weapon_Common_ElementUp													220006	1		
2200071	Weapon_Common_GoldEffect3	23	0.08											220007	1		
2200081	Weapon_Common_GoldEffect4	4	5											220008	1		
2200091	Weapon_Common_GoldEffect5	24	0.05											220009	1		
2200101	Weapon_Common_GoldEffect6	3	0.075											220010	1		
2200111	Weapon_Common_ElementResist													220011	1		
2200012														220001	2		
2200022	Weapon_Common_GoldEffect													220002	2		
2200032	Weapon_Common_CoolDown													220003	2		
2200042	Weapon_Common_GoldEffect1	6	0.12											220004	2		
2200052	Weapon_Common_GoldEffect2	11	0.08											220005	2		
2200062	Weapon_Common_ElementUp													220006	2		
2200072	Weapon_Common_GoldEffect3	23	0.08											220007	2		
2200082	Weapon_Common_GoldEffect4	4	5											220008	2		
2200092	Weapon_Common_GoldEffect5	24	0.05											220009	2		
2200102	Weapon_Common_GoldEffect6	3	0.075											220010	2		
2200112	Weapon_Common_ElementResist													220011	2		
2200013														220001	3		
2200023	Weapon_Common_GoldEffect													220002	3		
2200033	Weapon_Common_CoolDown													220003	3		
2200043	Weapon_Common_GoldEffect1	6	0.12											220004	3		
2200053	Weapon_Common_GoldEffect2	11	0.08											220005	3		
2200063	Weapon_Common_ElementUp													220006	3		
2200073	Weapon_Common_GoldEffect3	23	0.08											220007	3		
2200083	Weapon_Common_GoldEffect4	4	5											220008	3		
2200093	Weapon_Common_GoldEffect5	24	0.05											220009	3		
2200103	Weapon_Common_GoldEffect6	3	0.075											220010	3		
2200113	Weapon_Common_ElementResist													220011	3		
2200014														220001	4		
2200024	Weapon_Common_GoldEffect													220002	4		
2200034	Weapon_Common_CoolDown													220003	4		
2200044	Weapon_Common_GoldEffect1	6	0.12											220004	4		
2200054	Weapon_Common_GoldEffect2	11	0.08											220005	4		
2200064	Weapon_Common_ElementUp													220006	4		
2200074	Weapon_Common_GoldEffect3	23	0.08											220007	4		
2200084	Weapon_Common_GoldEffect4	4	5											220008	4		
2200094	Weapon_Common_GoldEffect5	24	0.05											220009	4		
2200104	Weapon_Common_GoldEffect6	3	0.075											220010	4		
2200114	Weapon_Common_ElementResist													220011	4		
