技能ID	开启天赋配置	[增加属性]1类型	[增加属性]1值	[增加属性]2类型	[增加属性]2值	参数1	参数2	参数3	参数4	参数5	参数6	参数7	参数8	参数9	参数10	参数11	参数12	参数13	参数14	参数15	参数16	参数17	技能组ID	等级	类型	消耗金币	消耗道具1ID	消耗道具1数量	消耗道具2ID	消耗道具2数量	消耗道具3ID	消耗道具3数量	筛选条件1	筛选条件2	突破等级	生活效果类型	生活效果参数1	生活效果参数2	生活效果参数3	生活效果参数4	效果全队生效	$#VersionBegin	$#VersionEnd
73111	PlayerGirl_Common_SkillUpgrade_1					0.94094	0.9191	1.12112	1.23396	1.49786	1.183	1.28492	20										731	11	3	0	0	0	0	0	0	0			4								
73112	PlayerGirl_Common_SkillUpgrade_1					1.00298	0.9797	1.19504	1.31532	1.59662	1.261	1.36964	20										731	12	3	0	0	0	0	0	0	0			4								
73113	PlayerGirl_Common_SkillUpgrade_1					1.06502	1.0403	1.26896	1.39668	1.69538	1.339	1.45436	20										731	13	3	0	0	0	0	0	0	0			4								
73114	PlayerGirl_Common_SkillUpgrade_1					1.12706	1.1009	1.34288	1.47804	1.79414	1.417	1.53908	20										731	14	3	0	0	0	0	0	0	0			4								
73115	PlayerGirl_Common_SkillUpgrade_1					1.1891	1.1615	1.4168	1.5594	1.8929	1.495	1.6238	20										731	15	3	0	0	0	0	0	0	0			4								
73201	Player_Wind_SkillUpgrade_2					0.12	0.168	1.76	1.92	5	8												732	1	3	0	0	0	0	0	0	0			0								
73202	Player_Wind_SkillUpgrade_2					0.129	0.1806	1.892	2.064	5	8												732	2	3	7500	104301	2	112008	1	0	0			0								
73203	Player_Wind_SkillUpgrade_2					0.138	0.1932	2.024	2.208	5	8												732	3	3	12500	104304	4	112008	2	0	0			0								
73204	Player_Wind_SkillUpgrade_2					0.15	0.21	2.2	2.4	5	8												732	4	3	17500	104307	8	112008	4	0	0			1								
73205	Player_Wind_SkillUpgrade_2					0.159	0.2226	2.332	2.544	5	8												732	5	3	20000	104302	5	112009	2	0	0			1								
73206	Player_Wind_SkillUpgrade_2					0.168	0.2352	2.464	2.688	5	8												732	6	3	25000	104305	8	112009	3	0	0			2								
73207	Player_Wind_SkillUpgrade_2					0.18	0.252	2.64	2.88	5	8												732	7	3	30000	104308	10	112009	5	0	0			2								
73208	Player_Wind_SkillUpgrade_2					0.192	0.2688	2.816	3.072	5	8												732	8	3	32500	104303	5	112010	5	113005	1			3								
73209	Player_Wind_SkillUpgrade_2					0.204	0.2856	2.992	3.264	5	8												732	9	3	37500	104306	8	112010	7	113005	1			3								
73210	Player_Wind_SkillUpgrade_2					0.216	0.3024	3.168	3.456	5	8												732	10	3	42500	104309	10	112010	8	113005	2			4								
73211	Player_Wind_SkillUpgrade_2					0.228	0.3192	3.344	3.648	5	8												732	11	3	0	0	0	0	0	0	0			4								
73212	Player_Wind_SkillUpgrade_2					0.24	0.336	3.52	3.84	5	8												732	12	3	0	0	0	0	0	0	0			4								
73213	Player_Wind_SkillUpgrade_2					0.255	0.357	3.74	4.08	5	8												732	13	3	0	0	0	0	0	0	0			4								
73214	Player_Wind_SkillUpgrade_2					0.27	0.378	3.96	4.32	5	8												732	14	3	0	0	0	0	0	0	0			4								
73215	Player_Wind_SkillUpgrade_2					0.285	0.399	4.18	4.56	5	8												732	15	3	0	0	0	0	0	0	0			4								
73901	Player_Wind_SkillUpgrade_3					0.808	0.248	6	15	60													739	1	3	0	0	0	0	0	0	0			0								
73902	Player_Wind_SkillUpgrade_3					0.8686	0.2666	6	15	60													739	2	3	7500	104301	2	112008	1	0	0			0								
73903	Player_Wind_SkillUpgrade_3					0.9292	0.2852	6	15	60													739	3	3	12500	104304	4	112008	2	0	0			0								
73904	Player_Wind_SkillUpgrade_3					1.01	0.31	6	15	60													739	4	3	17500	104307	8	112008	4	0	0			1								
73905	Player_Wind_SkillUpgrade_3					1.0706	0.3286	6	15	60													739	5	3	20000	104302	5	112009	2	0	0			1								
73906	Player_Wind_SkillUpgrade_3					1.1312	0.3472	6	15	60													739	6	3	25000	104305	8	112009	3	0	0			2								
73907	Player_Wind_SkillUpgrade_3					1.212	0.372	6	15	60													739	7	3	30000	104308	10	112009	5	0	0			2								
73908	Player_Wind_SkillUpgrade_3					1.2928	0.3968	6	15	60													739	8	3	32500	104303	5	112010	5	113005	1			3								
73909	Player_Wind_SkillUpgrade_3					1.3736	0.4216	6	15	60													739	9	3	37500	104306	8	112010	7	113005	1			3								
73910	Player_Wind_SkillUpgrade_3					1.4544	0.4464	6	15	60													739	10	3	42500	104309	10	112010	8	113005	2			4								
73911	Player_Wind_SkillUpgrade_3					1.5352	0.4712	6	15	60													739	11	3	0	0	0	0	0	0	0			4								
73912	Player_Wind_SkillUpgrade_3					1.616	0.496	6	15	60													739	12	3	0	0	0	0	0	0	0			4								
73913	Player_Wind_SkillUpgrade_3					1.717	0.527	6	15	60													739	13	3	0	0	0	0	0	0	0			4								
73914	Player_Wind_SkillUpgrade_3					1.818	0.558	6	15	60													739	14	3	0	0	0	0	0	0	0			4								
73915	Player_Wind_SkillUpgrade_3					1.919	0.589	6	15	60													739	15	3	0	0	0	0	0	0	0			4								
91101		3	0.035	55	0.025	0.035	0.025																911	1	1	0	0	0	0	0	0	0			0								
91102		3	0.0378	55	0.027	0.0378	0.027																911	2	1	7500	104310	2	112011	1	0	0			0								
91103		3	0.0406	55	0.029	0.0406	0.029																911	3	1	12500	104313	4	112011	2	0	0			0								
91104		3	0.0448	55	0.032	0.0448	0.032																911	4	1	17500	104316	8	112011	4	0	0			1								
91105		3	0.0476	55	0.034	0.0476	0.034																911	5	1	20000	104311	5	112012	2	0	0			1								
91106		3	0.0504	55	0.036	0.0504	0.036																911	6	1	25000	104314	8	112012	3	0	0			2								
91107		3	0.056	55	0.04	0.056	0.04																911	7	1	30000	104317	10	112012	5	0	0			2								
91108		3	0.0595	55	0.0425	0.0595	0.0425																911	8	1	32500	104312	5	112013	5	113003	1			3								
91109		3	0.063	55	0.045	0.063	0.045																911	9	1	37500	104315	8	112013	7	113003	1			3								
91110		3	0.07	55	0.05	0.07	0.05																911	10	1	42500	104318	10	112013	8	113003	2			4								
92101	Player_Rock_PermanentSkill_1																						921	1	2	0	0	0	0	0	0	0			1								
92201	Player_Rock_PermanentSkill_2																						922	1	2	0	0	0	0	0	0	0			3								
93201	Player_Rock_SkillUpgrade_1					2.776	30	8															932	1	3	0	0	0	0	0	0	0			0								
93202	Player_Rock_SkillUpgrade_1					2.9842	30	8															932	2	3	7500	104310	2	112011	1	0	0			0								
93203	Player_Rock_SkillUpgrade_1					3.1924	30	8															932	3	3	12500	104313	4	112011	2	0	0			0								
93204	Player_Rock_SkillUpgrade_1					3.47	30	8															932	4	3	17500	104316	8	112011	4	0	0			1								
93205	Player_Rock_SkillUpgrade_1					3.6782	30	8															932	5	3	20000	104311	5	112012	2	0	0			1								
93206	Player_Rock_SkillUpgrade_1					3.8864	30	8															932	6	3	25000	104314	8	112012	3	0	0			2								
93207	Player_Rock_SkillUpgrade_1					4.164	30	8															932	7	3	30000	104317	10	112012	5	0	0			2								
93208	Player_Rock_SkillUpgrade_1					4.4416	30	8															932	8	3	32500	104312	5	112013	5	113003	1			3								
93209	Player_Rock_SkillUpgrade_1					4.7192	30	8															932	9	3	37500	104315	8	112013	7	113003	1			3								
93210	Player_Rock_SkillUpgrade_1					4.9968	30	8															932	10	3	42500	104318	10	112013	8	113003	2			4								
93211	Player_Rock_SkillUpgrade_1					5.2744	30	8															932	11	3	0	0	0	0	0	0	0			4								
93212	Player_Rock_SkillUpgrade_1					5.552	30	8															932	12	3	0	0	0	0	0	0	0			4								
93213	Player_Rock_SkillUpgrade_1					5.899	30	8															932	13	3	0	0	0	0	0	0	0			4								
93214	Player_Rock_SkillUpgrade_1					6.246	30	8															932	14	3	0	0	0	0	0	0	0			4								
93215	Player_Rock_SkillUpgrade_1					6.593	30	8															932	15	3	0	0	0	0	0	0	0			4								
93901	Player_Rock_SkillUpgrade_2					1.648	15	15	60														939	1	3	0	0	0	0	0	0	0			0								
93902	Player_Rock_SkillUpgrade_2					1.7716	15	15	60														939	2	3	7500	104310	2	112011	1	0	0			0								
93903	Player_Rock_SkillUpgrade_2					1.8952	15	15	60														939	3	3	12500	104313	4	112011	2	0	0			0								
93904	Player_Rock_SkillUpgrade_2					2.06	15	15	60														939	4	3	17500	104316	8	112011	4	0	0			1								
93905	Player_Rock_SkillUpgrade_2					2.1836	15	15	60														939	5	3	20000	104311	5	112012	2	0	0			1								
93906	Player_Rock_SkillUpgrade_2					2.3072	15	15	60														939	6	3	25000	104314	8	112012	3	0	0			2								
93907	Player_Rock_SkillUpgrade_2					2.472	15	15	60														939	7	3	30000	104317	10	112012	5	0	0			2								
93908	Player_Rock_SkillUpgrade_2					2.6368	15	15	60														939	8	3	32500	104312	5	112013	5	113003	1			3								
93909	Player_Rock_SkillUpgrade_2					2.8016	15	15	60														939	9	3	37500	104315	8	112013	7	113003	1			3								
93910	Player_Rock_SkillUpgrade_2					2.9664	15	15	60														939	10	3	42500	104318	10	112013	8	113003	2			4								
93911	Player_Rock_SkillUpgrade_2					3.1312	15	15	60														939	11	3	0	0	0	0	0	0	0			4								
93912	Player_Rock_SkillUpgrade_2					3.296	15	15	60														939	12	3	0	0	0	0	0	0	0			4								
93913	Player_Rock_SkillUpgrade_2					3.502	15	15	60														939	13	3	0	0	0	0	0	0	0			4								
93914	Player_Rock_SkillUpgrade_2					3.708	15	15	60														939	14	3	0	0	0	0	0	0	0			4								
93915	Player_Rock_SkillUpgrade_2					3.914	15	15	60														939	15	3	0	0	0	0	0	0	0			4								
141101		27	0.06			0.06																	1411	1	1	0	0	0	0	0	0	0			0								
141102		27	0.0648			0.0648																	1411	2	1	7500	104301	2	112011	1	0	0			0								
141103		27	0.0696			0.0696																	1411	3	1	12500	104301	4	112011	2	0	0			0								
141104		27	0.0768			0.0768																	1411	4	1	17500	104301	8	112011	4	0	0			1								
141105		27	0.0816			0.0816																	1411	5	1	20000	104302	5	112012	2	0	0			1								
141106		27	0.0864			0.0864																	1411	6	1	25000	104302	8	112012	3	0	0			2								
141107		27	0.096			0.096																	1411	7	1	30000	104302	10	112012	5	0	0			2								
141108		27	0.102			0.102																	1411	8	1	32500	104303	5	112013	5	113007	1			3								
141109		27	0.108			0.108																	1411	9	1	37500	104303	8	112013	7	113007	1			3								
141110		27	0.12			0.12																	1411	10	1	42500	104303	10	112013	8	113007	2			4								
142101	Barbara_PermanentSkill_1					0.12																	1421	1	2	0	0	0	0	0	0	0			1								
142201	Barbara_PermanentSkill_2					1	5																1422	1	2	0	0	0	0	0	0	0			3								
142301						1																	1423	1	2	0	0	0	0	0	0	0			0	102	1	1,2,3,4	2	1			
143101	Barbara_SkillUpgrade_1					0.3784	0.3552	0.4104	0.552	1.7248	50												1431	1	3	0	0	0	0	0	0	0			0								
143102	Barbara_SkillUpgrade_1					0.40678	0.38184	0.44118	0.5934	1.85416	50												1431	2	3	7500	104301	2	112011	1	0	0			0								
143103	Barbara_SkillUpgrade_1					0.43516	0.40848	0.47196	0.6348	1.98352	50												1431	3	3	12500	104301	4	112011	2	0	0			0								
143104	Barbara_SkillUpgrade_1					0.473	0.444	0.513	0.69	2.156	50												1431	4	3	17500	104301	8	112011	4	0	0			1								
143105	Barbara_SkillUpgrade_1					0.50138	0.47064	0.54378	0.7314	2.28536	50												1431	5	3	20000	104302	5	112012	2	0	0			1								
143106	Barbara_SkillUpgrade_1					0.52976	0.49728	0.57456	0.7728	2.41472	50												1431	6	3	25000	104302	8	112012	3	0	0			2								
143107	Barbara_SkillUpgrade_1					0.5676	0.5328	0.6156	0.828	2.5872	50												1431	7	3	30000	104302	10	112012	5	0	0			2								
143108	Barbara_SkillUpgrade_1					0.60544	0.56832	0.65664	0.8832	2.75968	50												1431	8	3	32500	104303	5	112013	5	113007	1			3								
143109	Barbara_SkillUpgrade_1					0.64328	0.60384	0.69768	0.9384	2.93216	50												1431	9	3	37500	104303	8	112013	7	113007	1			3								
143110	Barbara_SkillUpgrade_1					0.68112	0.63936	0.73872	0.9936	3.10464	50												1431	10	3	42500	104303	10	112013	8	113007	2			4								
143111	Barbara_SkillUpgrade_1					0.720474	0.676301	0.781402	1.051008	3.284019	50												1431	11	3	0	0	0	0	0	0	0			4								
143112	Barbara_SkillUpgrade_1					0.771936	0.724608	0.837216	1.12608	3.518592	50												1431	12	3	0	0	0	0	0	0	0			4								
143113	Barbara_SkillUpgrade_1					0.823398	0.772915	0.89303	1.201152	3.753165	50												1431	13	3	0	0	0	0	0	0	0			4								
143114	Barbara_SkillUpgrade_1					0.874861	0.821222	0.948845	1.276224	3.987738	50												1431	14	3	0	0	0	0	0	0	0			4								
143115	Barbara_SkillUpgrade_1					0.926323	0.86953	1.004659	1.351296	4.22231	50												1431	15	3	0	0	0	0	0	0	0			4								
143201	Barbara_SkillUpgrade_2					0.031218	0.584	15	32														1432	1	3	0	0	0	0	0	0	0			0								
143202	Barbara_SkillUpgrade_2					0.03267	0.6278	15	32														1432	2	3	7500	104301	2	112011	1	0	0			0								
143203	Barbara_SkillUpgrade_2					0.034122	0.6716	15	32														1432	3	3	12500	104301	4	112011	2	0	0			0								
143204	Barbara_SkillUpgrade_2					0.0363	0.73	15	32														1432	4	3	17500	104301	8	112011	4	0	0			1								
143205	Barbara_SkillUpgrade_2					0.037752	0.7738	15	32														1432	5	3	20000	104302	5	112012	2	0	0			1								
143206	Barbara_SkillUpgrade_2					0.039204	0.8176	15	32														1432	6	3	25000	104302	8	112012	3	0	0			2								
143207	Barbara_SkillUpgrade_2					0.041382	0.876	15	32														1432	7	3	30000	104302	10	112012	5	0	0			2								
143208	Barbara_SkillUpgrade_2					0.04356	0.9344	15	32														1432	8	3	32500	104303	5	112013	5	113007	1			3								
143209	Barbara_SkillUpgrade_2					0.045738	0.9928	15	32														1432	9	3	37500	104303	8	112013	7	113007	1			3								
143210	Barbara_SkillUpgrade_2					0.047916	1.0512	15	32														1432	10	3	42500	104303	10	112013	8	113007	2			4								
143211	Barbara_SkillUpgrade_2					0.050094	1.1096	15	32														1432	11	3	0	0	0	0	0	0	0			4								
143212	Barbara_SkillUpgrade_2					0.052272	1.168	15	32														1432	12	3	0	0	0	0	0	0	0			4								
143213	Barbara_SkillUpgrade_2					0.05445	1.241	15	32														1432	13	3	0	0	0	0	0	0	0			4								
143214	Barbara_SkillUpgrade_2					0.056628	1.314	15	32														1432	14	3	0	0	0	0	0	0	0			4								
143215	Barbara_SkillUpgrade_2					0.058806	1.387	15	32														1432	15	3	0	0	0	0	0	0	0			4								
143901	Barbara_SkillUpgrade_3					0.387	20	90															1439	1	3	0	0	0	0	0	0	0			0								
143902	Barbara_SkillUpgrade_3					0.405	20	90															1439	2	3	7500	104301	2	112011	1	0	0			0								
143903	Barbara_SkillUpgrade_3					0.423	20	90															1439	3	3	12500	104301	4	112011	2	0	0			0								
143904	Barbara_SkillUpgrade_3					0.45	20	90															1439	4	3	17500	104301	8	112011	4	0	0			1								
143905	Barbara_SkillUpgrade_3					0.468	20	90															1439	5	3	20000	104302	5	112012	2	0	0			1								
143906	Barbara_SkillUpgrade_3					0.486	20	90															1439	6	3	25000	104302	8	112012	3	0	0			2								
143907	Barbara_SkillUpgrade_3					0.513	20	90															1439	7	3	30000	104302	10	112012	5	0	0			2								
143908	Barbara_SkillUpgrade_3					0.54	20	90															1439	8	3	32500	104303	5	112013	5	113007	1			3								
143909	Barbara_SkillUpgrade_3					0.567	20	90															1439	9	3	37500	104303	8	112013	7	113007	1			3								
143910	Barbara_SkillUpgrade_3					0.594	20	90															1439	10	3	42500	104303	10	112013	8	113007	2			4								
143911	Barbara_SkillUpgrade_3					0.621	20	90															1439	11	3	0	0	0	0	0	0	0			4								
143912	Barbara_SkillUpgrade_3					0.648	20	90															1439	12	3	0	0	0	0	0	0	0			4								
143913	Barbara_SkillUpgrade_3					0.675	20	90															1439	13	3	0	0	0	0	0	0	0			4								
143914	Barbara_SkillUpgrade_3					0.702	20	90															1439	14	3	0	0	0	0	0	0	0			4								
143915	Barbara_SkillUpgrade_3					0.729	20	90															1439	15	3	0	0	0	0	0	0	0			4								
151101		46	0.05	56	0.025	0.05	0.025																1511	1	1	0	0	0	0	0	0	0			0								
151102		46	0.054	56	0.027	0.054	0.027																1511	2	1	7500	104307	2	112002	1	0	0			0								
151103		46	0.058	56	0.029	0.058	0.029																1511	3	1	12500	104307	4	112002	2	0	0			0								
151104		46	0.064	56	0.032	0.064	0.032																1511	4	1	17500	104307	8	112002	4	0	0			1								
151105		46	0.068	56	0.034	0.068	0.034																1511	5	1	20000	104308	5	112003	2	0	0			1								
151106		46	0.072	56	0.036	0.072	0.036																1511	6	1	25000	104308	8	112003	3	0	0			2								
151107		46	0.08	56	0.04	0.08	0.04																1511	7	1	30000	104308	10	112003	5	0	0			2								
151108		46	0.085	56	0.0425	0.085	0.0425																1511	8	1	32500	104309	5	112004	5	113008	1			3								
151109		46	0.09	56	0.045	0.09	0.045																1511	9	1	37500	104309	8	112004	7	113008	1			3								
151110		46	0.1	56	0.05	0.1	0.05																1511	10	1	42500	104309	10	112004	8	113008	2			4								
152101	Kaeya_PermanentSkill_1																						1521	1	2	0	0	0	0	0	0	0			1								
152201	Kaeya_PermanentSkill_2																						1522	1	2	0	0	0	0	0	0	0			3								
152301						0.2																	1523	1	2	0	0	0	0	0	0	0			0	4	1	2000					
153101	Kaeya_SkillUpgrade_1					0.48418	0.46526	0.58824	0.63812	0.79464	0.4644	0.63812	20										1531	1	3	0	0	0	0	0	0	0			0								
153102	Kaeya_SkillUpgrade_1					0.52359	0.50313	0.63612	0.69006	0.85932	0.5022	0.69006	20										1531	2	3	7500	104307	2	112002	1	0	0			0								
153103	Kaeya_SkillUpgrade_1					0.563	0.541	0.684	0.742	0.924	0.54	0.742	20										1531	3	3	12500	104307	4	112002	2	0	0			0								
153104	Kaeya_SkillUpgrade_1					0.6193	0.5951	0.7524	0.8162	1.0164	0.594	0.8162	20										1531	4	3	17500	104307	8	112002	4	0	0			1								
153105	Kaeya_SkillUpgrade_1					0.65871	0.63297	0.80028	0.86814	1.08108	0.6318	0.86814	20										1531	5	3	20000	104308	5	112003	2	0	0			1								
153106	Kaeya_SkillUpgrade_1					0.70375	0.67625	0.855	0.9275	1.155	0.675	0.9275	20										1531	6	3	25000	104308	8	112003	3	0	0			2								
153107	Kaeya_SkillUpgrade_1					0.76568	0.73576	0.93024	1.00912	1.25664	0.7344	1.00912	20										1531	7	3	30000	104308	10	112003	5	0	0			2								
153108	Kaeya_SkillUpgrade_1					0.82761	0.79527	1.00548	1.09074	1.35828	0.7938	1.09074	20										1531	8	3	32500	104309	5	112004	5	113008	1			3								
153109	Kaeya_SkillUpgrade_1					0.88954	0.85478	1.08072	1.17236	1.45992	0.8532	1.17236	20										1531	9	3	37500	104309	8	112004	7	113008	1			3								
153110	Kaeya_SkillUpgrade_1					0.9571	0.9197	1.1628	1.2614	1.5708	0.918	1.2614	20										1531	10	3	42500	104309	10	112004	8	113008	2			4								
153111	Kaeya_SkillUpgrade_1					1.034512	0.994088	1.25685	1.363425	1.69785	0.99225	1.363425	20										1531	11	3	0	0	0	0	0	0	0			4								
153112	Kaeya_SkillUpgrade_1					1.12555	1.081567	1.367453	1.483406	1.847261	1.079568	1.483406	20										1531	12	3	0	0	0	0	0	0	0			4								
153113	Kaeya_SkillUpgrade_1					1.216587	1.169047	1.478056	1.603388	1.996672	1.166886	1.603388	20										1531	13	3	0	0	0	0	0	0	0			4								
153114	Kaeya_SkillUpgrade_1					1.307624	1.256527	1.588658	1.723369	2.146082	1.254204	1.723369	20										1531	14	3	0	0	0	0	0	0	0			4								
153115	Kaeya_SkillUpgrade_1					1.406937	1.351959	1.709316	1.854258	2.309076	1.34946	1.854258	20										1531	15	3	0	0	0	0	0	0	0			4								
153201	Kaeya_SkillUpgrade_2					1.912	6																1532	1	3	0	0	0	0	0	0	0			0								
153202	Kaeya_SkillUpgrade_2					2.0554	6																1532	2	3	7500	104307	2	112002	1	0	0			0								
153203	Kaeya_SkillUpgrade_2					2.1988	6																1532	3	3	12500	104307	4	112002	2	0	0			0								
153204	Kaeya_SkillUpgrade_2					2.39	6																1532	4	3	17500	104307	8	112002	4	0	0			1								
153205	Kaeya_SkillUpgrade_2					2.5334	6																1532	5	3	20000	104308	5	112003	2	0	0			1								
153206	Kaeya_SkillUpgrade_2					2.6768	6																1532	6	3	25000	104308	8	112003	3	0	0			2								
153207	Kaeya_SkillUpgrade_2					2.868	6																1532	7	3	30000	104308	10	112003	5	0	0			2								
153208	Kaeya_SkillUpgrade_2					3.0592	6																1532	8	3	32500	104309	5	112004	5	113008	1			3								
153209	Kaeya_SkillUpgrade_2					3.2504	6																1532	9	3	37500	104309	8	112004	7	113008	1			3								
153210	Kaeya_SkillUpgrade_2					3.4416	6																1532	10	3	42500	104309	10	112004	8	113008	2			4								
153211	Kaeya_SkillUpgrade_2					3.6328	6																1532	11	3	0	0	0	0	0	0	0			4								
153212	Kaeya_SkillUpgrade_2					3.824	6																1532	12	3	0	0	0	0	0	0	0			4								
153213	Kaeya_SkillUpgrade_2					4.063	6																1532	13	3	0	0	0	0	0	0	0			4								
153214	Kaeya_SkillUpgrade_2					4.302	6																1532	14	3	0	0	0	0	0	0	0			4								
153215	Kaeya_SkillUpgrade_2					4.541	6																1532	15	3	0	0	0	0	0	0	0			4								
153901	Kaeya_SkillUpgrade_3					0.776	3	15	8	60													1539	1	3	0	0	0	0	0	0	0			0								
153902	Kaeya_SkillUpgrade_3					0.8342	3	15	8	60													1539	2	3	7500	104307	2	112002	1	0	0			0								
153903	Kaeya_SkillUpgrade_3					0.8924	3	15	8	60													1539	3	3	12500	104307	4	112002	2	0	0			0								
153904	Kaeya_SkillUpgrade_3					0.97	3	15	8	60													1539	4	3	17500	104307	8	112002	4	0	0			1								
153905	Kaeya_SkillUpgrade_3					1.0282	3	15	8	60													1539	5	3	20000	104308	5	112003	2	0	0			1								
153906	Kaeya_SkillUpgrade_3					1.0864	3	15	8	60													1539	6	3	25000	104308	8	112003	3	0	0			2								
153907	Kaeya_SkillUpgrade_3					1.164	3	15	8	60													1539	7	3	30000	104308	10	112003	5	0	0			2								
153908	Kaeya_SkillUpgrade_3					1.2416	3	15	8	60													1539	8	3	32500	104309	5	112004	5	113008	1			3								
153909	Kaeya_SkillUpgrade_3					1.3192	3	15	8	60													1539	9	3	37500	104309	8	112004	7	113008	1			3								
153910	Kaeya_SkillUpgrade_3					1.3968	3	15	8	60													1539	10	3	42500	104309	10	112004	8	113008	2			4								
153911	Kaeya_SkillUpgrade_3					1.4744	3	15	8	60													1539	11	3	0	0	0	0	0	0	0			4								
153912	Kaeya_SkillUpgrade_3					1.552	3	15	8	60													1539	12	3	0	0	0	0	0	0	0			4								
153913	Kaeya_SkillUpgrade_3					1.649	3	15	8	60													1539	13	3	0	0	0	0	0	0	0			4								
153914	Kaeya_SkillUpgrade_3					1.746	3	15	8	60													1539	14	3	0	0	0	0	0	0	0			4								
153915	Kaeya_SkillUpgrade_3					1.843	3	15	8	60													1539	15	3	0	0	0	0	0	0	0			4								
161101		6	0.07			0.07																	1611	1	1	0	0	0	0	0	0	0			0								
161102		6	0.0756			0.0756																	1611	2	1	7500	104304	2	112008	1	0	0			0								
161103		6	0.0812			0.0812																	1611	3	1	12500	104304	4	112008	2	0	0			0								
161104		6	0.0896			0.0896																	1611	4	1	17500	104304	8	112008	4	0	0			1								
161105		6	0.0952			0.0952																	1611	5	1	20000	104305	5	112009	2	0	0			1								
161106		6	0.1008			0.1008																	1611	6	1	25000	104305	8	112009	3	0	0			2								
161107		6	0.112			0.112																	1611	7	1	30000	104305	10	112009	5	0	0			2								
161108		6	0.119			0.119																	1611	8	1	32500	104306	5	112010	5	113003	1			3								
161109		6	0.126			0.126																	1611	9	1	37500	104306	8	112010	7	113003	1			3								
161110		6	0.14			0.14																	1611	10	1	42500	104306	10	112010	8	113003	2			4								
162101	Diluc_PermanentSkill_1					0.5	3																1621	1	2	0	0	0	0	0	0	0			1								
162201	Diluc_PermanentSkill_2					12	0.12																1622	1	2	0	0	0	0	0	0	0			3								
162301						1																	1623	1	2	0	0	0	0	0	0	0			0	101	1	2	1,2,4	1			
163101	Diluc_SkillUpgrade_1					0.8084	0.78948	0.8901	1.20744	0.625392	1.1309	40	5										1631	1	3	0	0	0	0	0	0	0			0								
163102	Diluc_SkillUpgrade_1					0.8742	0.85374	0.96255	1.30572	0.676296	1.22295	40	5										1631	2	3	7500	104304	2	112008	1	0	0			0								
163103	Diluc_SkillUpgrade_1					0.94	0.918	1.035	1.404	0.7272	1.315	40	5										1631	3	3	12500	104304	4	112008	2	0	0			0								
163104	Diluc_SkillUpgrade_1					1.034	1.0098	1.1385	1.5444	0.79992	1.4465	40	5										1631	4	3	17500	104304	8	112008	4	0	0			1								
163105	Diluc_SkillUpgrade_1					1.0998	1.07406	1.21095	1.64268	0.850824	1.53855	40	5										1631	5	3	20000	104305	5	112009	2	0	0			1								
163106	Diluc_SkillUpgrade_1					1.175	1.1475	1.29375	1.755	0.909	1.64375	40	5										1631	6	3	25000	104305	8	112009	3	0	0			2								
163107	Diluc_SkillUpgrade_1					1.2784	1.24848	1.4076	1.90944	0.988992	1.7884	40	5										1631	7	3	30000	104305	10	112009	5	0	0			2								
163108	Diluc_SkillUpgrade_1					1.3818	1.34946	1.52145	2.06388	1.068984	1.93305	40	5										1631	8	3	32500	104306	5	112010	5	113003	1			3								
163109	Diluc_SkillUpgrade_1					1.4852	1.45044	1.6353	2.21832	1.148976	2.0777	40	5										1631	9	3	37500	104306	8	112010	7	113003	1			3								
163110	Diluc_SkillUpgrade_1					1.598	1.5606	1.7595	2.3868	1.23624	2.2355	40	5										1631	10	3	42500	104306	10	112010	8	113003	2			4								
163111	Diluc_SkillUpgrade_1					1.72725	1.686825	1.901812	2.57985	1.33623	2.416313	40	5										1631	11	3	0	0	0	0	0	0	0			4								
163112	Diluc_SkillUpgrade_1					1.879248	1.835266	2.069172	2.806877	1.453818	2.628948	40	5										1631	12	3	0	0	0	0	0	0	0			4								
163113	Diluc_SkillUpgrade_1					2.031246	1.983706	2.236531	3.033904	1.571406	2.841584	40	5										1631	13	3	0	0	0	0	0	0	0			4								
163114	Diluc_SkillUpgrade_1					2.183244	2.132147	2.403891	3.26093	1.688995	3.054219	40	5										1631	14	3	0	0	0	0	0	0	0			4								
163115	Diluc_SkillUpgrade_1					2.34906	2.294082	2.586465	3.508596	1.817273	3.286185	40	5										1631	15	3	0	0	0	0	0	0	0			4								
163201	Diluc_SkillUpgrade_2					0.944	0.976	1.288	10														1632	1	3	0	0	0	0	0	0	0			0								
163202	Diluc_SkillUpgrade_2					1.0148	1.0492	1.3846	10														1632	2	3	7500	104304	2	112008	1	0	0			0								
163203	Diluc_SkillUpgrade_2					1.0856	1.1224	1.4812	10														1632	3	3	12500	104304	4	112008	2	0	0			0								
163204	Diluc_SkillUpgrade_2					1.18	1.22	1.61	10														1632	4	3	17500	104304	8	112008	4	0	0			1								
163205	Diluc_SkillUpgrade_2					1.2508	1.2932	1.7066	10														1632	5	3	20000	104305	5	112009	2	0	0			1								
163206	Diluc_SkillUpgrade_2					1.3216	1.3664	1.8032	10														1632	6	3	25000	104305	8	112009	3	0	0			2								
163207	Diluc_SkillUpgrade_2					1.416	1.464	1.932	10														1632	7	3	30000	104305	10	112009	5	0	0			2								
163208	Diluc_SkillUpgrade_2					1.5104	1.5616	2.0608	10														1632	8	3	32500	104306	5	112010	5	113003	1			3								
163209	Diluc_SkillUpgrade_2					1.6048	1.6592	2.1896	10														1632	9	3	37500	104306	8	112010	7	113003	1			3								
