ID	默认阵营	类型	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	服务器脚本	ItemJSON名称	$#VersionBegin	$#VersionEnd
70510014	5001	30	SceneObj_Gather_ImitationMonster		1		1		ElementRock	Default_Item	0.2	
70520001	5001	22	SceneObj_Gather_Default_Ore		1				SubfieldDrop_Ore_Dig	Default_Item		
70520002	5001	22	SceneObj_Gather_Default_Mithril		1				SubfieldDrop_Ore_Mithril	Default_Item		
70520003	5001	22	SceneObj_Gather_Advance_Ore		1				SubfieldDrop_Ore_Crystal	Default_Item		
70520004	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70520005	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70520006	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70520007	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70520008	1001	22	SceneObj_Gather_Big							SceneObj_Item_Big		
70520009	1001	22	SceneObj_Gather_Big							SceneObj_Item_Big		
70520010	1001	22	SceneObj_Gather_Big							SceneObj_Item_Small		
70520011	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70520012	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70520013	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70520014	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70520015	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70520016	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70520017	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70520018	5001	22	SceneObj_Gather_Advance_Ore		1				SubfieldDrop_Ore_Crystal	Default_Item		
70540001	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70540002	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70540003	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70540004	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70540005	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70540006	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70540007	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70540008	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540009	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540010	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540011	1001	22								SceneObj_Item_Small	0.2	
70540012	1001	22	SceneObj_Gather_GlazedLily						GlazedLily	SceneObj_Item_Small	0.2	
70540013	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540014	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540015	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540016	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540017	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540018	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540019	1001	22	SceneObj_Gather_WindmilDaisy							SceneObj_Item_Small	0.2	
70540020	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540021	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540022	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540023	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540024	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540025	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540026	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540027	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540028	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70540029	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small	0.2	
70560001	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70560002	1001	22	SceneObj_Gather_Small_Ore							SceneObj_Item_Small_Ore		
70560003	1001	22	SceneObj_Gather_Small_Ore							SceneObj_Item_Small_Ore		
70560004	1001	22	SceneObj_Gather_Small_Ore							SceneObj_Item_Small_Ore		
70560005	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70590001	1001	22	SceneObj_Gather_Default_Gather							Default_Item		
70590002	1001	22	SceneObj_Gather_Default_Gather							Default_Item		
70590003	1001	22	SceneObj_Gather_Small		1					SceneObj_Item_Small		
70590004	1001	22	SceneObj_Gather_WindCrystal_Gather		1					SceneObj_Gather_Radar_Gather		
70590005	1001	22	SceneObj_Gather_Default_Gather		1					SceneObj_Gather_Default_Gather		
70590006	9001	34	SceneObj_Gather_Butterfly				1			SceneObj_Gather_Butterfly		
70590007	9001	34	SceneObj_Gather_Butterfly2				1			SceneObj_Gather_Butterfly2		
70590008	9001	34	SceneObj_Gather_Firefly				1			SceneObj_Gather_Firefly		
70590009	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70590010	1001	22	SceneObj_Gather_Big							SceneObj_Item_Big		
70590011	1001	19								Default_Mora		
70590012	1001	19								Default_UncarvedGem		
70590013	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70590014	1001	19								Default_UncarvedGem		
70590015	1001	19								Default_UncarvedGem		
70590016	1001	19								Default_UncarvedGem		
70590017	1001	19								Default_UncarvedGem		
70590018	1001	19								Default_UncarvedGem		
70590019	1001	19								Default_UncarvedGem		
70590020	1001	19								Default_UncarvedGem		
70590021	1001	22	SceneObj_Gather_RockCrystal_Gather		1					SceneObj_Gather_Radar_Gather		
70590022	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70590023	1001	22	SceneObj_Gather_Small							SceneObj_Item_Small		
70600001	1001	19								Lv2_Item		
70600002	1001	19								Lv3_Item		
70600003	1001	19								Lv4_Item		
70600004	1001	19								Lv5_Item		
70600011	1001	19								Lv1_Item		
70600012	1001	19								Lv2_Item		
70600013	1001	19								Lv3_Item		
70600014	1001	19								Lv4_Item		
70600021	1001	19								Lv2_Item		
70600022	1001	19								Lv3_Item		
70600023	1001	19								Lv4_Item		
70600031	1001	19								Lv1_Item		
70600032	1001	19								Lv2_Item		
70600033	1001	19								Lv3_Item		
70600041	1001	19								Lv1_Item		
70600042	1001	19								Lv2_Item		
70600043	1001	19								Lv3_Item		
70600044	1001	19								Lv4_Item		
70600045	1001	19								Lv5_Item		
70600051	1001	19								Lv1_Item		
70600052	1001	19								Lv2_Item		
70600053	1001	19								Lv3_Item		
70600054	1001	19								Lv4_Item		
70600055	1001	19								Lv5_Item		
70600064	1001	22	SceneObj_Gather_Default_Gather					2		Default_Item		
70610001	1001	27	SceneObj_Gather_Element_Ball_Small_Fire							SceneObj_Gather_Element_Ball_Small_Fire		
70610002	1001	27	SceneObj_Gather_Element_Ball_Small_Water							SceneObj_Gather_Element_Ball_Small_Water		
70610003	1001	27	SceneObj_Gather_Element_Ball_Small_Grass							SceneObj_Gather_Element_Ball_Small_Grass		
70610004	1001	27	SceneObj_Gather_Element_Ball_Small_Electric							SceneObj_Gather_Element_Ball_Small_Electric		
70610005	1001	27	SceneObj_Gather_Element_Ball_Small_Wind							SceneObj_Gather_Element_Ball_Small_Wind		
70610006	1001	27	SceneObj_Gather_Element_Ball_Small_Ice							SceneObj_Gather_Element_Ball_Small_Ice		
70610007	1001	27	SceneObj_Gather_Element_Ball_Small_Rock							SceneObj_Gather_Element_Ball_Small_Rock		
70610008	1001	27	SceneObj_Gather_Element_Ball_Small_Common							SceneObj_Gather_Element_Ball_Small_Common		
70610009	1001	27	SceneObj_Gather_Element_Ball_Big_Fire							SceneObj_Gather_Element_Ball_Big_Fire		
70610010	1001	27	SceneObj_Gather_Element_Ball_Big_Water							SceneObj_Gather_Element_Ball_Big_Water		
70610011	1001	27	SceneObj_Gather_Element_Ball_Big_Grass							SceneObj_Gather_Element_Ball_Big_Grass		
70610012	1001	27	SceneObj_Gather_Element_Ball_Big_Electric							SceneObj_Gather_Element_Ball_Big_Electric		
70610013	1001	27	SceneObj_Gather_Element_Ball_Big_Wind							SceneObj_Gather_Element_Ball_Big_Wind		
70610014	1001	27	SceneObj_Gather_Element_Ball_Big_Ice							SceneObj_Gather_Element_Ball_Big_Ice		
70610015	1001	27	SceneObj_Gather_Element_Ball_Big_Rock							SceneObj_Gather_Element_Ball_Big_Rock		
70610016	1001	27	SceneObj_Gather_Element_Ball_Big_Common							SceneObj_Gather_Element_Ball_Big_Common		
70610101	1001	23								Default_Item		
70610102	1001	23								Default_Item		
70610103	1001	23								Default_Item		
70610104	1001	23								Default_Item		
70610201	1001	23	Airflow_Block3001							Default_Item		
70620001	5001	19	SceneObj_Environment_WindField_PushField01							Default_Item		
70620002	5001	19	SceneObj_Environment_WindField_PushField02							Default_Item		
70620003	5001	19	SceneObj_Environment_WindField_PushField03							Default_Item		
70620004	5001	19	SceneObj_Environment_WindField_DragonNest_Barrier					3				
70620005	5001	19	SceneObj_Environment_WindField_DragonNest_StrongWind					1		Default_Item		
70620006	5001	19	SceneObj_Environment_WindField_DragonNest_Tornado_Tiny					1				
70620007	5001	19	SceneObj_Environment_WindField_DragonNest_Barrier					1				
70630001	5001	3	SceneObj_Environment_WindField_DragonNest_Tornado_Bullet	1				2				
70680001	5001	25	SceneObj_Environment_WindField_AirflowAgent							Default_Item		
70680002	5001	25	SceneObj_Environment_WindField_AirflowAgent2							Default_Item		
70680003	5001	25	SceneObj_Environment_WindField_AirflowAgent3							Default_Item		
70680004	5001	25	SceneObj_Environment_WindField_AirflowAgent4							Default_Item		
70680005	5001	25	SceneObj_Environment_WindField_AirflowAgent5							Default_Item		
70690001	5001	24	SceneObj_Environment_WindField_SpeedupField							Default_Item		
70690002	5001	24	SceneObj_Environment_WindField_SpeedupField							Default_Item		
70690003	5001	24	SceneObj_Environment_WindField_CannonField							Default_Item		
70690004	5001	23	SceneObj_Environment_WindField_AirflowField							Default_Item		
70690005	5001	23	SceneObj_Environment_WindField_PeriodWindField							Default_Item		
70690006	5001	23	SceneObj_Environment_WindField_PeriodWindField_Continue							Default_Item		
70690007	5001	25	SceneObj_Environment_DungeonWindField_Controller							Default_Item		
70690008	5001	23	SceneObj_Environment_WindField_PeriodWindField_Continue							Default_Item		
70690009	5001	25	SceneObj_Environment_WindField_PeriodWindField_Plus						AirflowAgent			
70690010	5001	23	SceneObj_Environment_WindField_PeriodWindField_H50							Default_Item		
70800001	5001	35	SceneObj_Gear_Operator_DragonNest_Seal		1		1	1		Default_NoDrop_Item		
70800002	0	19	MsgBoard							Default_Item		
70800003	1001	19	SceneObj_Gather_WindCrystal_Fly_Gather		1					Default_Item		
70800004	5001	19	SceneObj_Environment_Collision_World_Barrier		1			1				
70800005	1001	19	WindDevice01		1			2				
70800006	5001	35	SceneObj_Gear_Operator_IceController		1				IceController			0.1
70800007	5001	25	Dvalin_Tower_Seal_Ring					2				0.1
70800008	5001	19	SceneObj_Environment_Collision_World_Barrier_M		1			1				0.1
70800009	5001	19	SceneObj_Environment_Collision_World_Barrier_S		1			1				0.1
70800010	5001	19										0.1
70800011	5001	19						2				0.1
70800012	1001	35	SceneObj_Gear_Operator_Seal02		1		1			Default_NoDrop_Item		0.1
70800013	1001	19	SceneObj_World_VisionPuzzle									
70800014	1001	19										
70800015	1001	19	SceneObj_Gather_RockCrystal_Fly_Gather		1					Default_Item		
70800016	5001	19	SceneObj_Environment_Field_30						SceneObj_Environment_Field			
70800017	5001	19	SceneObj_Activity_UseLamp					2		SceneObj_Activity_UseLamp		
70800018	5001	19						2				
70800019	5001	19						2				
70800020	5001	19	SceneObj_Activity_BigLamp					2				
70800021	5001	25	SceneObj_Gear_Gate_Seal_Ring					2				0.1
70800022	5001	3	SceneObj_Activity_Lamp_Bullet	1								0.1
70800023	5001	3	SceneObj_Activity_Lamp_Bullet_Middle	1								0.1
70800024	5001	3	SceneObj_Activity_Lamp_Bullet_Slow	1								0.1
70800025	5001	19	SceneObj_Environment_Collision_World_Barrier_XS		1			1				0.1
70800026	5001	19						2				
70900001	1001	22	SceneObj_Gather_Default_Gather							Default_Item		0.1
70900002	1001	19								Default_Item		0.1
70900003	1001	19	SceneObj_Gather_Gather_Clue					2	Clue_Source	SceneObj_Quest_Clue01		
70900005	5001	28	Element_Crystal							Element_Crystal		
70900006	5001	25	SceneObj_Gear_Combat_Shooter_Elec		1					Default_Item		
70900007	5001	25	SceneObj_Gear_Operator_FireTablet		1			1	FireController			
70900008	5001	25	SceneObj_Gear_Operator_ElectricTablet		1			1	ElecController			
70900009	5001	25	SceneObj_Gear_Operator_IceTablet		1			1	IceController			
70900010	5001	25	Test_Rotation02									
70900011	5001	25	Test_Rotation02						Test_Rotation			
70900012	5001	25	SceneObj_Gear_Combat_Test_FM03	1								
70900013	5001	25	SceneObj_Gear_Combat_Test_FM01	1	1				gear_keep_spray	Default_Item		
70900014	5001	25										
70900015	5001	25										
70900016	5001	25										
70900017	5001	25										
70900018	5001	25										
70900019	5001	25										
70900022	5001	25								Default_Item		
70900023	5001	19								Default_Item		
70900024	5001	19	SceneObj_Environment_WaterMaterial_Poison							Default_Item		
70900025	5001	19										
70900026	5001	19	SceneObj_Gear_Gate_DungeonGate01									
70900027	5001	19	SceneObj_Gear_Other_Test_MoveGear	1								0.1
70900028	5001	25	SceneObj_Gear_Other_Test_StayGear									0.1
70900029	9001	18	SceneObj_Gear_Combat_SpikeTrap							Default_Item		
70900031	5001	25	SceneObj_Gear_Other_Test_FollowMoveGadget	1			1			Default_Item		0.1
70900033	5001	25	SceneObj_Gear_Other_Test_Gravity_Board						TestGravity			
70900034	5001	19	SceneObj_Environment_WindField_DragonNest_Barrier					2				
70900035	5001	19	SceneObj_Environment_WindField_DragonNest_Barrier					2				
70900036	5001	25	SceneObj_Gear_Other_Test_Sculpture									
70900037	5001	25	SceneObj_Gear_Combat_Spray_Fire_Reform							Default_Item		
70900038	5001	25	SceneObj_Gear_Combat_ElemCore_Reform	1						Default_Item		
70900039	5001	25	SceneObj_Gear_Operator_WindTablet	1	1			1	WindController			
70900040	5001	19	SceneObj_Environment_WoodenMaterial_Barrel							Default_Item		
70900041	9001	18	SceneObj_Gear_Combat_GroupTrigger							Default_Item		
70900042	5001	25	SceneObj_Resident_ElementView									
70900043	5001	25										
70900044	5001	19	SceneObj_Resident_Fountain					2				
70900045	5001	19	Cold_WhiteBox_ChargeDummy	1				3		Default_Item		0.1
70900046	5001	19	Test_WhiteBox_AirFlow_Grass									0.1
70900047	5001	19	Test_WhiteBox_AirFlow_FireGrass									0.1
70900048	5001	26	SceneObj_Test_Chest_ShootingStar		1		1	1				0.1
70900049	5001	25	SceneObj_Gear_Operator_WaterTablet		1			1	WaterController			
70900050	5001	25	SceneObj_Gear_Operator_GrassTablet		1			1	GrassController			
70900051	5001	25	SceneObj_Gear_Operator_RockTablet		1			1	RockController			
70900052	5001	25	SceneObj_Gear_Operator_WaterTablet		1			1	WaterController			
70900053	5001	25	SceneObj_Gear_Operator_GrassTablet		1			1	GrassController			
70900054	5001	25	SceneObj_Gear_Operator_RockTablet		1			1	RockController			
70900055	5001	25	SceneObj_Gear_Operator_FireTablet		1			1	FireController			
70900056	5001	25	SceneObj_Gear_Operator_ElectricTablet		1			1	ElecController			
70900057	5001	25	SceneObj_Gear_Operator_IceTablet		1			1	IceController			
70900058	5001	25	SceneObj_Gear_Operator_WindTablet	1				1	WindController			
70900059	5001	25	SceneObj_Gear_Operator_Invisible_Controller		1			1	RockController			
70900060	5001	25	SceneObj_Gear_Operator_Invisible_Controller		1			1	IceController			
70900061	5001	25	SceneObj_Gear_Operator_Invisible_Controller		1			1	FireController			
70900062	5001	25	SceneObj_Gear_Operator_Invisible_Controller		1			1	WindController			
70900063	5001	25	SceneObj_Gear_Operator_Invisible_Controller		1			1	AllElemController			
70900100	5001	30	SceneObj_Gear_Test_Bitwise				1					
70900201	5001	19	Guide_Point_UI					2				
70900202	5001	19	Guide_Point_Scene					2				
70900205	5001	19						3				0.1
70900206	5001	25	SceneObj_Gear_Combat_WindCreate_Gear							Default_Item		0.1
70900207	5001	25	SceneObj_Gear_Combat_Power_Charge							Default_Item		0.1
70900208	5001	25	SceneObj_Gear_Combat_Electric_Pile02							Default_Item		0.1
70900209	5001	25	SceneObj_Gear_Other_PowerCharge							Default_Item		0.1
70900210	5001	32	SceneObj_Gear_Platform_ElecElf	1								0.1
70900211	5001	32	SceneObj_Gear_Platform_IceElf	1								0.1
70900212	5001	32	SceneObj_Gear_Platform_FireElf	1								0.1
70900213	5001	25	SceneObj_Gear_Combat_Shooter_Laser		1					Default_Item		0.1
70900214	5001	3	SceneObj_Gear_Other_Bullet_ShoterGear_Electric	1						Default_Item		0.1
70900215	5001	3	SceneObj_Gear_Other_Bullet_ShoterGear_Fire	1						Default_Item		0.1
70900216	5001	19	SceneObj_Environment_Rock_StoneWall									0.1
70900217	5001	25	SceneObj_Gear_Combat_DropIce									0.1
70900218	5001	3	SceneObj_Gear_Combat_DropIce_Bullet	1								0.1
70900219	5001	25	SceneObj_Gear_Combat_DropedIce									0.1
70900220	5001	19	SceneObj_Gear_Other_WarmArea									0.1
70900221	5001	25	SceneObj_Gear_Combat_Shooter_Laser_Stable									0.1
70900222	5001	3	SceneObj_Gear_Other_Bullet_ShoterGear_None	1								0.1
70900223	1001	25	SceneObj_Gear_Other_LaserSwitch									0.1
70900224	1001	25	SceneObj_Gear_Other_Electric_Switch									0.1
70900225	0	32	SceneObj_Gear_Platform_NormalPlatform	1	1							0.1
70900226	0	32	SceneObj_Gear_Platform_NormalPlatform	1	1							0.1
70900227	5001	32	SceneObj_Gear_Combat_Shooter_Laser_Moveable	1	1							0.1
70900228	0	32	SceneObj_Gear_Platform_NormalPlatform	1	1							0.1
70900229	0	32	SceneObj_Gear_Combat_Shooter_Laser_Moveable_Test	1	1							0.1
70900230	5001	32	SceneObj_Gear_Combat_Electric_Pile_Moveable	1	1					Default_Item		0.1
70900231	4001	3	Hili_Electric_Throw_Test			1				Default_Item		0.1
70900232	5001	25	SceneObj_Gear_Combat_Power_Charge_Tmp							Default_Item		0.1
70900233	5001	19	SceneObj_Gather_FireFlower03		1				ElementFlora02	Default_Item		0.1
70900234	5001	22	SceneObj_Gather_Small		1					Default_Item		0.1
70900235	5001	22	SceneObj_Gather_Small		1					Default_Item		0.1
70900236	5001	19	SceneObj_Gather_Mimosa		1				MimosaTrigger	Default_Item		0.1
70900237	5001	22	SceneObj_Gather_ElectricRock03		1				Gather_ElectricRock03	Default_Item		0.1
70900238	5001	19	SceneObj_Gear_Other_ElementCube		1					Default_Item		0.1
70900239	5001	3	SceneObj_Gear_Other_ElementCube_Bullet	1								0.1
70900240	5001	22	SceneObj_Gather_ElementRock		1				ElementRock	Default_Item		0.1
70900241	0	32	SceneObj_Gear_Platform_Gravity	1	1							0.1
70900242	0	32	SceneObj_Gear_Platform_MoveStone	1	1				MoveingStone			0.1
70900243	5001	32	SceneObj_Gear_Platform_Bubble	1	1							0.1
70900244	5001	19	SceneObj_Gear_Other_Badminton_Shooter		1				BadmintonBall	Default_Item		0.1
70900245	5001	3	SceneObj_Gear_Other_Badminton_Bullet	1								0.1
70900246	5001	19	SceneObj_Gear_Other_Badminton_Border		1					Default_Item		0.1
70900247	5001	3	SceneObj_Gear_Other_ElementCube_Bullet	1								0.1
70900248	5001	25	SceneObj_Gear_Combat_Power_Charge_Dungeon							Default_Item		0.1
70900249	5001	25	SceneObj_Gear_Combat_Electric_Pile_Dungeon							Default_Item		0.1
70900250	5001	19	SceneObj_Gear_Other_Rope_Skipping		1				RopeSkipping	Default_Item		0.1
70900251	5001	19	SceneObj_Gear_Other_Badminton_Border		1					Default_Item		0.1
70900252	5001	19	SceneObj_Gear_Other_Badminton_Shooter_QA		1				BadmintonBall	Default_Item		0.1
70900253	5001	3	SceneObj_Gear_Other_Badminton_Bullet_QA	1								0.1
70900254	5001	19	SceneObj_Gear_Other_Spring		1					Default_Item		0.1
70900255	4001	19	Shaman_Water_Evn_HealRain_Field		1					Default_Item		0.1
70900256	5001	3	SceneObj_Gear_Other_Badminton_Bullet2	1								0.1
70900257	5001	3	SceneObj_Gear_Other_Badminton_Bullet3	1								0.1
70900258	5001	19	SceneObj_Gear_Combat_Piranha		1					Default_Item		0.1
70900259	5001	3	SceneObj_Gear_Combat_Piranha_Bullet	1								0.1
70900260	5001	19	SceneObj_Gear_Other_Mole		1				Mole_DigHole	Default_Item		0.1
70900261	5001	3	SceneObj_Gear_Other_Mole_Bullet	1								0.1
70900262	5001	30	SceneObj_Gear_Other_Mole_Hole		1		1			Default_Item		0.1
70900263	5001	19	SceneObj_Gear_Other_Mole_Destination		1					Default_Item		0.1
70900264	5001	19	SceneObj_Gear_Other_Badminton_Barrel					4		Default_Item		0.1
70900265	5001	3	SceneObj_Gear_Other_Badminton_Barrel_Bullet	1								0.1
70900266	5001	19	Shaman_Water_Evn_HealRain_Field_Control		1		1			Default_Item		0.1
70900267	4001	19	Shaman_Water_Evn_HealRain_Field_Circle		1					Default_Item		0.1
70900268	5001	19	SceneObj_Gear_Other_Badminton_Camera_Dummy	1						Default_Item		0.1
70900269	4001	19	SceneObj_Gear_Other_ThunderBall	1						Default_Item		0.1
70900270	5001	19	SceneObj_Gear_Other_FireWorks		1		1			Default_Item		0.1
70900271	5001	3	SceneObj_Gear_Other_FireWorks_Bullet	1								0.1
70900272	5001	30	SceneObj_Chest_Hero_Treasure		1		1					0.1
70900273	5001	26	SceneObj_Chest_Empty		1		1		Chest_Interact	Default_Item		0.1
70900274	5001	19	SceneObj_Gear_Other_Lamp_Post		1		1			Default_Item		0.1
70900275	4001	19	SceneObj_Gear_Other_DungeonThunder_Controller		1			3		Default_Item		0.1
70900276	5001	19	SceneObj_CombatInteraction_ElectricFlora							Default_Item		0.1
70900277	5001	19	SceneObj_Gear_Other_FireCracker		1				SubfieldDrop_ElementBall	Default_Item		0.1
70900278	5001	19	SceneObj_Gear_Other_Windmill		1					Default_Item		0.1
70900279	5001	19	SceneObj_Gear_Other_BoxStrange		1					Default_Item		0.1
70900280	5001	19	SceneObj_Gear_Other_Crack		1					Default_Item		0.1
70900281	5001	25	SceneObj_Gear_Combat_Shooter_Laser_Stable_HitPlayer									0.1
70900282	5001	3	SceneObj_Gear_Other_Bullet_ShoterGear_None_HitPlayer	1								0.1
70900283	5001	19	SceneObj_Gear_Other_Fountain		1		1			Default_Item		0.1
70900284	5001	22	SceneObj_Gather_Ginseng	1	1				Ginseng	Default_Item		0.1
70900285	5001	19	SceneObj_Gear_WhiteBox_Weight							Default_Item		0.1
70900286	5001	22	SceneObj_Gather_Ginseng_Stable		1				GinsengOnTree	Default_Item		0.1
70900287	5001	19	SceneObj_Chest_RigidMove_WhiteBox	1			1			Default_Item		0.1
70900288	5001	26	SceneObj_Gather_ImitationGrass	1			1		Chest_Interact	Default_Item		0.1
70900289	5001	19	SceneObj_Gear_Other_ElementRune_Wind		1				ElementRune	Default_Item		0.1
70900290	5001	19	SceneObj_Gear_Other_DungeonFire_Controller		1			3		Default_Item		0.1
70900291	5001	19	SceneObj_Gear_Other_DungeonWater_Controller		1			3		Default_Item		0.1
70900292	5001	19	SceneObj_Gear_Other_DungeonIce_Controller		1			3		Default_Item		0.1
70900293	5001	19	SceneObj_Gear_Other_ElementRune_Rock		1				ElementRune	Default_Item		0.1
70900294	5001	19	SceneObj_Gear_Other_Balloon_Tree		1				BalloonTree	Default_Item		0.1
70900295	5001	3	SceneObj_Gear_Other_Balloon_Bullet	1								0.1
70900296	5001	19	SceneObj_Gear_Other_Balloon_Destination1		1					Default_Item		0.1
70900297	5001	19	SceneObj_Gear_Other_Balloon_Destination2		1					Default_Item		0.1
70900298	5001	19	SceneObj_Gear_Other_Balloon_Destination3		1					Default_Item		0.1
70900299	4001	19	Shaman_Water_Evn_HealRain_Field_Constant		1					Default_Item		0.1
70900300	5001	19	SceneObj_Gear_Other_Floor		1					Default_Item		0.1
70900301	5001	19	SceneObj_Environment_Broken_StonePile		1					Default_Item		0.1
70900302	5001	19	SceneObj_Gear_Other_TriggerPlant		1				TriggerPlant	Default_Item		0.1
70900303	5001	19	SceneObj_Gear_Other_View		1				ViewPoint	Default_Item		0.1
70900304	5001	19	SceneObj_Gear_Other_Test_OneStrokeBoard	1			1		OneStroke_Test	Default_Item		0.1
70900305	5001	19	SceneObj_Gather_Ginseng_Ground		1					Default_Item		0.1
70900306	5001	19	SceneObj_Gear_Other_Compass		1				CompassTrigger	Default_Item		0.1
70900307	5001	19	SceneObj_Gear_Other_Test_TreeRoot	1			1		TreeRoot	Default_Item		0.1
70900308	5001	32	SceneObj_Gear_Platform_Jigsaw	1	1					Default_Item		0.1
70900309	5001	30	SceneObj_Gear_Operator_Jigsaw_Operator		1		1			Default_Item		0.1
70900310	5001	19	SceneObj_Gear_Other_ViewTrigger		1				ViewPointTrigger	Default_Item		0.1
70900311	5001	32	SceneObj_Gear_Platform_Jigsaw	1	1					Default_Item		0.1
70900312	5001	32	SceneObj_Gear_Platform_Jigsaw	1	1					Default_Item		0.1
70900313	4001	19	SceneObj_Item_Moving_Gardencart_Test							Default_Item		0.1
70900314	5001	19	SceneObj_Environment_RockHashi		1					Default_Item		0.1
70900315	5001	19	SceneObj_Environment_Rock_FlyFloor		1					Default_Item	0.2	
70900316	5001	15	SceneObj_Resident_DungeonEntry_MengDe01		1			3				
70900317	5001	15	SceneObj_Resident_DungeonEntry_MengDe02		1			3				
70900318	0	15	SceneObj_Resident_Teleport		1							
70900320	5001	19	Element_WindSeed_Custom							Default_Item		
70900321	5001	23	Element_SeedWind		1					Default_Item		
70900322	5001	19	Element_WindSeed_Fixed							Default_Item		
70900325	5001	3	Element_WindFragment	1						Default_Item		
70900326	5001	19	Element_AbsorptiveWind							Default_Item		
70900327	5001	3	Element_AbsorptiveWind_Seed	1						Default_Item		
70900328	5001	3	Element_AbsorptiveWind_Seed_Follow	1						Default_Item		
70900329												
70900330	5001	19	Element_WindFragment_Controller							Default_Item		
70900331	5001	19	Element_WindCream	1						Default_Item		
70900332	5001	43	SceneObj_Gear_GrassWind							Default_Item		
70900333	1001	3	SceneObj_Gear_GrassWind_Bullet	1				2		Default_Item		
70900334	1001	3	SceneObj_Gear_GrassWind_Bullet02	1				2		Default_Item		
70900335	1001	3	SceneObj_Gear_GrassWind_Bullet03	1				2		Default_Item		
70900336	5001	43	SceneObj_Gear_GrassWind_Fake							Default_Item		
70900337	5001	19	SceneObj_Gear_Gate_Temple02_Electric		1					Default_Item	0.2	
70900338	5001	19	SceneObj_Gear_Gate_Temple02_Rock		1					Default_Item	0.2	
70900339	5001	19	SceneObj_Gear_Gate_Temple02_Wind		1					Default_Item	0.2	
70900340	5001	19	Element_WindSeed_Controller						SetGadgetState	Default_Item		
70950001	5001	25	DropLight									0.1
70950002	5001	3	DropLight_Bullet	1								0.1
70950003	5001	3	DropLight_Bullet02	1								0.1
70950004	5001	25	SceneObj_Gear_Other_SpeedUper							Default_Item		0.1
70950005	1001	3	Test_LightLock_Bullet	1				2		Default_Item		0.1
70950006	5001	19	Test_LightLock_Point					2	Test_LightLock_Point	Default_Item		0.1
70950007	5001	19	Test_LightLock_Seal_Logic					1	Test_LightLock			0.1
70950008	5001	35	Test_LightLock_Seal		1		1	2		Default_NoDrop_Item		0.1
70950009	5001	19						2				0.1
70950010	5001	19						2				0.1
70950011	5001	19						2				0.1
71000004	5001	19	SceneObj_Amber_RockAmber							Default_Item		
80000001	0	18	Drop_HP							Default_Item		
90000001	0	6	Camera							Default_Item		
90000002	0	6	Team							Default_Item		
90000003	0	19	NPC_Guide_Paimon	1	1					Default_Item		
90000004	0	6	MPLevel							Default_Item		
