ID	组ID	羁绊等级	角色等级ID	任务ID	故事标题$text_name_Title	故事内容$text_name_Story	语音标题$text_name_Audio	语音文件	奖励原石	奖励摩拉	解锁道具1ID	解锁道具1数量	解锁道具2ID	解锁道具2数量
8004	12	4			角色故事3 	「人的一生，有时会被某个瞬间改变。」\n迪卢克的骑士之路，就终结在父亲这句话之后。\n那一天，魔兽袭击了他与父亲所在的车队。\n事出突然，来不及联络西风骑士团。魔物又空前强大，令年轻的骑兵队长束手无策。\n这场遭遇战的结局出乎迪卢克预料——不曾被神认可的父亲，无法当选骑士的父亲，竟然操控前所未见的不祥力量击败了魔物；而后又在邪力的反噬中，死在了迪卢克眼前。\n沉浸在悲伤与疑惑中的迪卢克回到西风骑士团，却从督察长那里得到命令：「必须掩盖真相」。\n伊洛克强调：为了维护骑士团的名誉，他父亲的死必须被宣传为一场「不幸的意外」。\n听到这个荒谬的命令，迪卢克连辩解的兴趣都提不起来。\n父亲曾说，这个世界不会辜负抱持信念之人。\n可为什么他的信念与西风骑士团背道而驰？父亲自己在最后的时刻，又是如何看待「信念」的呢？\n迪卢克毅然抛弃包括「神之眼」在内的一切，退出了骑士团。\n他将为父亲复仇。不仅如此，他还要查明父亲所使用的那种邪恶力量，究竟来源何处。								
8005	12	5			角色故事4	舍弃了骑士资格与神之眼，迪卢克把酒庄工作委托给女仆长，只身离开蒙德。\n游历七国的他遍访各地，逐渐接近了一直追寻的秘密。\n一切线索都指向「愚人众」——一个庞大如巨兽的组织。他们暗中仿造「神之眼」制作「邪眼」，这种装置能将使用者能力放大至极限，同时也会带来反噬的危险。它正是杀死克利普斯的元凶。\n父亲寻求如此罪恶的力量，难道是为了贯彻正义吗？\n时至今日，真相已经无从知晓。但在完全了解到真相之前，迪卢克拒绝退却。\n如同荒野上的鹰，迪卢克开始追猎。神秘的线索与永无止境的战斗未能困住心如火焰的男人，尽管伤痕累累，他也不曾停步。他的意志像是裹着火焰的飓风，吹散重重迷雾。\n黑暗深处，统领统领「愚人众」的十一位执行官静候着探求真相的人。屡次摧毁愚人众据点的迪卢克实力傲人，逼得他们亲自出手。\n生死之际，迪卢克被来自北大陆地下情报网的一位观察者救下。观察者声称已「观察」他很久，并已对他的行事风格予以认可。\n迪卢克劫后余生，从长久的愤怒中醒转，开始审视过去一切。他意识到自己的短板，同意加入这片地下情报网络。\n像初入骑士团那样，迪卢克以最认真的态度对待一切。凭借天赋与才华，他稳步升入情报网高层。\n组织由自愿者构成，大多是舍弃了身份与名誉的战士，更有甚者，连名字都能抛弃。\n与这样的同僚共事，迪卢克那份被父亲之死挫断的信念，是否能够重铸…？								
8006	12	6			角色故事5	暂未开放								
8007	12	1			晨曦酒庄的苹果酿	暂未开放								
8008	12	1			神之眼	暂未开放								
8100	12	1					初次见面…	1000						
8101	12	1					早上好…	1001						
8102	12	1					中午好…	1002						
8103	12	1					晚上好…	1003						
8104	12	1					晚安…	1004						
8105	12	1					闲聊·放松	1101						
8106	12	1					闲聊·骑士团	1102						
8107	12	1					闲聊·行会	1103						
8108	12	1					下雨的时候·伞	1201						
8109	12	1					下雨的时候·清洗	1202						
8110	12	1					阳光很好…	1203						
8111	12	1					刮大风了…	1204						
8112	12	1					关于迪卢克自己…	2001						
8113	12	1					关于我们·需要	2002						
8114	12	6					关于我们·证明	2003						
8115	12	4					关于「神之眼」…	3001						
8116	12	1					有什么想要分享…	3002						
8117	12	1					感兴趣的见闻…	3003						
8118	12	4					关于凯亚…	4001						
8119	12	4					关于丽莎…	4002						
8120	12	4					关于琴·敌人	4003						
8121	12	4					关于琴·职责	4004						
8122	12	4					关于莫娜…	4005						
8123	12	4					关于迪奥娜…	4006						
8124	12	4					关于罗莎莉亚…	4007						
8125	12	4					关于法尔伽…	4008						
8126	12	1					想要了解迪卢克·其一	5001						
8127	12	3					想要了解迪卢克·其二	5002						
8128	12	4					想要了解迪卢克·其三	5003						
8129	12	5					想要了解迪卢克·其四	5004						
8130	12	6					想要了解迪卢克·其五	5005						
8131	12	1					迪卢克的爱好…	6001						
8132	12	1					迪卢克的烦恼…	6002						
8133	12	1					喜欢的食物…	6003						
8134	12	1					讨厌的食物…	6004						
8135	1	1					生日…	7001						
8136	12	3					突破的感受·起	8001						
8137	12	4					突破的感受·承	8002						
8138	12	5					突破的感受·转	8003						
8139	12	6					突破的感受·合	8004						
9001	13	1			角色详细	雷泽是生活在奔狼领的神秘少年，很少有蒙德居民能发现他的行踪。\n但据少数目击者称，雷泽五感敏锐，身手矫健，能在树林中高速穿梭，又常与狼群共同出没，不会主动靠近人类。\n有人猜测，他是被狼群抚养大的弃婴。也有人说，他是幻化成少年模样的狼灵。\n种种猜测，为「狼少年」这一别称增添了许多神秘色彩。\n而「狼少年」雷泽本人，今日依旧站在山岗上，仰头沐浴着温暖的阳光。								
9002	13	2			角色故事1	雷泽日夜生活在狼群之中。\n每匹狼都与他亲密无间，谁的嚎声更响，谁的跑速更快，谁更擅长偷袭…没有雷泽不了解的狼。\n雷泽听得懂风的情绪，闻得见远方的气味，记得住许多花草的用途，唯独想不起亲生父母的面容。\n他们究竟是怎样的人呢？雷泽费尽力气也回忆不起。\n记事起，他就和狼生活在一起。狼待他如「卢皮卡」——这是别人教他的词，意为「家人」。								
9003	13	3			角色故事2	天空中飞着小小的、会唱歌的东西。\n云朵拉长成一条，蓬蓬绒绒，好像狼的尾巴。\n雷泽的世界很简单。\n晴朗的日子狂奔追捕，背着猎物采摘成熟的水果；下雨的日子钻进树洞，抱住狼的尾巴枕着草叶入睡。\n大口大口进食，咕咚咕咚喝水，热了跳进湖水里游泳，渴了就找香甜多汁的果子。\n雷泽看看自己的身躯和手臂，又看看「狼」的身躯和手臂。\n他知道自己与「狼」很不一样。\n但雷泽觉得这样的生活很好。								
9004	13	4			 角色故事3 	某一天，陌生的高个子男人来到山里，打破了雷泽平静的生活。\n雷泽不认识他，只知道面前站着的是一个「人类」。他的迷茫让陌生人露出友善的微笑。\n「孩子，跟我回蒙德城怎么样？」\n男人说着，向雷泽伸出手。\n雷泽和狼都不明白他的意思。群狼护在雷泽身前，不许男人靠近他。\n雷泽缩在狼尾巴堆里，看看自己的身躯和手臂，又透过皮毛的缝隙看看那个「人」的身躯和手臂。\n他知道自己算不上聪明，有个问题，他从那时就一直想不明白。\n「我属于狼，还是属于人…？」								
9005	13	5			角色故事4	「雷泽」这个名字，是那个男人为他取的。\n单纯的狼少年还无法理解人类的语言，却隐约从男人脸上读懂了含义——这是男人赠予自己的称呼。\n「雷，泽。」\n奔狼领的树影从长变短，又从短变长。\n男人教会了雷泽挥舞剑的方法。笨重的「铁爪子」，却锐利到连树木都能劈断。\n「今后，也要保护好你的朋友。」\n「朋，友。」\n雷泽笨拙地重复着男人吐出的音节。他还不太明白他的意思。\n就像他也不明白名字到底算不算重要的东西。因为直到那个男人离开，雷泽都未能从他口中获知他的「名字」。								
9006	13	6			角色故事5	「师父，朋友，是什么意思？」\n雷泽用自己并不算丰富的词汇，磕磕绊绊地问他新认识的师父。\n从地里结的土豆如何做成好吃的土豆饼，到夏夜中最亮的星的名字，他紫色的师父无所不知。\n师父丽莎打了个哈欠，朝他笑着，没有回答。\n雷泽吹风的时候在想，淋雨的时候也在想，想到钩钩果黏满了背后的头发，都没能想出来。\n后来雷泽遇到了一个红红的、很烫的女孩子。\n他们一起吹风，一起淋雨，一起在长满钩钩果的灌木丛边打滚。\n女孩的名字是可莉。跟她一起玩闹，雷泽就像重新回到童年。那时跟狼群伙伴打闹，也让他如此快乐。\n「原来朋友，就跟卢皮卡一样啊。」\n雷泽不太理解人情世故，但他有着野兽般原始而率直的忠诚。\n「——那么，你也跟卢皮卡一样，是要用生命守护的人了。」\n远处传来隐隐的狼嚎，是呼唤他回家的声音。\n雷泽依旧不知道自己属于狼，还是属于人。\n但雷泽觉得这样的生活很好。								
9007	13	1			雷泽的糙木箱	暂未开放								
9008	13	1			神之眼	暂未开放								
9100	13	1					初次见面…	1000						
9101	13	1					早上好…	1001						
9102	13	1					中午好…	1002						
9103	13	1					晚上好…	1003						
9104	13	1					晚安…	1004						
9105	13	1					闲聊·气味	1101						
9106	13	1					闲聊·饿	1102						
9107	13	1					闲聊·望风	1103						
9108	13	1					打雷的时候…	1201						
9109	13	1					起风的时候…	1202						
9110	13	1					刮大风了…	1203						
9111	13	1					关于雷泽自己…	2001						
9112	13	1					关于我们·朋友	2002						
9113	13	6					关于我们·武器	2003						
9114	13	4					关于「神之眼」…	3001						
9115	13	1					有什么想要分享…	3002						
9116	13	1					感兴趣的见闻…	3003						
9117	13	4					关于丽莎…	4001						
9118	13	4					关于芭芭拉…	4002						
9119	13	4					关于迪卢克…	4003						
9120	13	4					关于温迪…	4004						
9121	13	4					关于班尼特…	4005						
9122	13	4					关于可莉…	4006						
9124	13	2					关于法尔伽·陌生	4008						
9125	13	4					关于法尔伽·回忆	4009						
9126	13	1					想要了解雷泽·其一	5001						
9127	13	3					想要了解雷泽·其二	5002						
9128	13	4					想要了解雷泽·其三	5003						
9129	13	5					想要了解雷泽·其四	5004						
9130	13	6					想要了解雷泽·其五	5005						
9131	13	1					雷泽的爱好…	6001						
9132	13	1					雷泽的烦恼…	6002						
9133	13	1					喜欢的食物…	6003						
9134	13	1					讨厌的食物…	6004						
9135	1	1					生日…	7001						
9136	13	3					突破的感受·起	8001						
9137	13	4					突破的感受·承	8002						
9138	13	5					突破的感受·转	8003						
9139	13	6					突破的感受·合	8004						
10001	14	1			角色详细	安柏是西风骑士团的侦察骑士。在侦察骑士已然没落的现在，她独自坚守着这份职责。\n初来乍到的旅客用不着三天，便能与这位热情似火的少女打成一片。\n「猎鹿人」的招牌前、果酒湖的岸边，风起地大橡树的树顶，都有敏锐机警的红色骑士所留下的足迹。\n任何被她盯上的「可疑人士」，绝对逃不过骑士认真的质询。								
10002	14	2			角色故事1	从小到大，安柏总有着无尽的活力与朝气。\n每一天，火焰般旺盛的精力令她行动如风，勇敢地解决一切挡在面前的困难；\n可有些时候，过剩的精力也会使她在无意中成为麻烦制造者。\n年幼时，安柏因此惹下不少麻烦。不是掏鸟蛋导致鸟窝倒扣在祖父的光头上，就是点燃草史莱姆的叶子害它们到处乱跳。她的这些小问题，最终都变成了露营猎人们不大不小的麻烦。\n身为罪魁祸首，安柏往往能借助迅捷灵巧的动作第一时间逃离现场，再老练的侦察兵也追不上她。这位调皮孙女闯下的祸，最后还是靠祖父默默善后，才将不良影响控制在最小。\n祖父无言的关怀是蒙德土地上最温暖的风，将安柏温柔地包裹。对于这份宽容又饱含责任感的爱，她心领神会，默默接受。\n但直到祖父离开骑士团那天，她才真正明白，他肩上所担负的「责任」远不止此。								
10003	14	3			角色故事2	安柏的祖父曾是佣兵统领。他来自璃月港，负责保护一支横跨大陆的商队。某次押运任务中，商队遭到魔兽群的猛烈袭击，只有祖父一人侥幸逃脱，被西风骑士团所属医师救下。\n无颜回乡的祖父为报答医师救命之恩，毅然加入了西风骑士团。\n在骑士团，祖父一手建立侦察骑士小队，亲自训练并率领他们执行任务。\n不久后，他也在这片陌生的国土上遇见挚爱之人，组建了家庭。\n许多年过去，家中有了安柏。白天，年幼的安柏躲在窗前偷看祖父与队员们训练的身姿，晚上，她就溜进院子研究今天看到的招式。\n祖父被孙女的聪敏热忱打动，便将经验技巧全部传授给了安柏。\n「蒙德接纳了我，它就是我的故乡。我选择守望自己的家园，也许未来某天，你也会继承这份责任……哈哈，不过以后的事，谁知道呢？」\n感受着祖父粗糙的手掌在头顶摩挲，懵懂又认真的安柏用力点了点头。								
10004	14	4			角色故事3 	四年前的事，让安柏变了很多。\n那一天，祖父将骑士纹章与佩剑留在骑士团，没给任何人留下口信，就这样不辞而别。\n祖父走后，过分依赖他的侦察骑士小队失去了主心骨，变得散漫又迟钝。\n经过几次毫无成果的任务，侦察骑士地位愈发边缘化。小队虽然保留着建制，却已名存实亡。骑士们不是转入其它部门，便是退役归家。「侦察骑士小队」最终稀疏到无法完成日常巡逻任务的程度。\n更严重的是，有人将祖父的离开视为「叛逃」。这无疑于雪上加霜，令仅存的侦察骑士们愈发艰难。\n刚刚成为侦察骑士的安柏亲历了一切。小队的消亡使她第一次体会到失落与不甘。不再无忧无虑的她心中生出强烈愿望，想要快些长大，快些成为真正的侦察骑士。\n虽说还未严格计划过，也缺乏些成熟作风，但安柏有着十足的自信与勇气。\n想要继承祖父的意志，想要查清祖父的去向。\n更重要的是，她要接替祖父，成为家园的忠诚守望者。								
10005	14	5			角色故事4	一开始，安柏在骑士团的生活并不顺利。\n年纪太小，又刚经历了祖父失踪的坎坷，安柏时常被老一辈骑士们过分关照。\n而在这位要强的少女眼中，「过分关照」意味着她还不成熟，不足以独当一面。\n少女因而为自己强加上重任，沐浴着前人的视线，顽强又认真地履行职责。\n终于，在一次剿灭魔物的激烈战斗中，前辈们见证了安柏的英勇机敏。\n那一刻，他们首次意识到，面前这个尚且年轻的女孩，已经成长到了一定地步。\n随着成长，安柏的心也越来越安定。不论面对夸赞或贬低，沉默或嘲讽，她都如此回应——\n「跟前辈们相比，我还是经验不足。但是，我会成为最优秀的侦察骑士！」\n没有丝毫犹豫，仅仅是将自己的想法真诚、直率地说出。\n因为她一直坚信，自己绝不会辜负祖父的嘱托。								
10006	14	6			角色故事5	如今的安柏依旧是那个如火的少女，浑身燃烧着无穷的热情与活力。\n从被保护的童年中成长，谨记着祖父的教导，安柏张开风之翼，用鹰一般的锐目与狡兔般的机警，守卫着自由之邦蒙德。\n「火红的骑士」在蒙德家喻户晓。\n人们欣喜地看到，曾经顽皮的小女孩正在长成值得依靠的守望者。\n「不用担心，因为我是侦察骑士安柏！」\n她的自豪不容动摇，\n「我是唯一，也是最优秀的侦察骑士安柏！」								
10007	14	1			安柏的冒险笔记	暂未开放								
10008	14	1			神之眼	暂未开放								
10100	14	1					初次见面…	1000						
10101	14	1					早上好…	1001						
10102	14	1					中午好…	1002						
10103	14	1					晚上好…	1003						
10104	14	1					晚安…	1004						
10105	14	1					闲聊·兴趣	1101						
10106	14	1					闲聊·挂念	1102						
10107	14	1					闲聊·新发现	1103						
10108	14	1					下雨的时候·担忧	1201						
10109	14	1					下雨的时候·提醒	1202						
10110	14	1					雨过天晴…	1203						
10111	14	1					阳光很好…	1204						
10112	14	1					起风的时候·惬意	1205						
10113	14	1					起风的时候·放松	1206						
10114	14	1					关于安柏自己…	2001						
10115	14	1					关于我们·比赛	2002						
10116	14	6					关于我们·飞行	2003						
10117	14	4					关于「神之眼」…	3001						
10118	14	1					有什么想要分享…	3002						
10119	14	1					感兴趣的见闻…	3003						
10120	14	4					关于琴·帮忙	4001						
10121	14	4					关于琴·关怀	4002						
10122	14	4					关于丽莎·听故事	4003						
10123	14	4					关于丽莎·钦佩	4004						
10124	14	4					关于凯亚·忧虑	4005						
10125	14	4					关于凯亚·祸首	4006						
10126	14	4					关于班尼特…	4007						
10127	14	4					关于可莉…	4008						
10128	14	4					关于阿贝多…	4009						
10129	14	4					关于诺艾尔…	4010						
10130	14	1					想要了解安柏·其一	5001						
10131	14	3					想要了解安柏·其二	5002						
10132	14	4					想要了解安柏·其三	5003						
10133	14	5					想要了解安柏·其四	5004						
10134	14	6					想要了解安柏·其五	5005						
10135	14	1					安柏的爱好…	6001						
10136	14	1					安柏的烦恼…	6002						
10137	14	1					喜欢的食物…	6003						
10138	14	1					讨厌的食物…	6004						
10139	1	1					生日…	7001						
10140	14	3					突破的感受·起	8001						
10141	14	4					突破的感受·承	8002						
10142	14	5					突破的感受·转	8003						
10143	14	6					突破的感受·合	8004						
11001	15	1			角色详细	来路不明的吟游诗人。有时唱诵一些老掉牙的旧诗，有时又会哼出谁也没听过的新歌。\n喜欢苹果和热闹的气氛，讨厌奶酪和一切黏糊糊的玩意儿。\n引导「风」之元素力时，元素塑形往往外显为羽毛，因为他很中意看上去轻飘飘的东西。								
11002	15	2			角色故事1	刚来蒙德没几个月，吟游诗人温迪的收入水平还比不上驻唱已久的同行。但每当「工作」后放在地上的帽子里堆积了足够多摩拉，他匆匆而去的目的地，永远都是城里某一家酒馆。\n但以温迪的外貌，他总被当作未成年人，基本没法买到酒。\n第一次碰壁，还能嘟囔几句「上回来蒙德可没有这种规矩」。等发现全城酒馆都只对自己提供无酒精饮品时，就该考虑别的办法了…\n很快，温迪就开发出了一边弹琴一边用嘴咬着酒杯喝酒的绝技。在做吟游诗人的「工作」时，他会呼吁观众把投钱改为投喂，如果喜欢他的曲子，就去酒馆里买些好酒来请他一杯。\n凭借一手绝技，温迪终于又在蒙德如鱼得水起来。\n只是一旦有猫咪靠近，他无论如何都忍不住喷嚏。如果此时正咬着酒杯，便会制造出极其惨烈的现场效果。\n所以温迪选「工作」地点的原则是：躲着猫。\n可一般来说，路过的猫都挺喜欢他。								
11003	15	3			角色故事2	风起地中央矗立着一棵巨大的橡树。相传，它在千年前解放蒙德的大英雄温妮莎升入高天时发芽。\n近几个月，在树下休息的人们偶尔会听到隐隐约约的、唱诵风神巴巴托斯事迹的少年歌声。\n不同于其他仍在治理领土的神明，巴巴托斯离开蒙德已久，留下的形象也只有「七天神像」上模糊的面貌。然而，神的事迹存在于史书圣典之中，由吟游诗人们广为传唱。\n不同的是，温迪歌中的「巴巴托斯」总会经历一些光怪陆离的冒险，肆意妄为地做着奇怪举动，例如偷走冰之神的权杖，在原地放一根丘丘人的棍子以作替代。\n信奉风神的圣职者们对此颇有微词。面对诘问，温迪的回复却毫无悔意。\n「你怎么知道那是假的？」\n是啊，哪怕是最虔诚的修女，也不可能知道巴巴托斯大人千百年前的所有事迹。\n唯有露出神秘微笑的温迪本人知道，他所歌唱的一切——\n确实是假的。\n喝多了，随便唱唱而已。								
11004	15	4			角色故事3 	暂未开放								
11005	15	5			角色故事4	暂未开放								
11006	15	6			角色故事5	暂未开放								
11007	15	1			「背风的密约」	暂未开放								
11008	15	1			神之眼	暂未开放								
11100	15	1					初次见面…	1000						
11101	15	1					早上好…	1001						
11102	15	1					中午好…	1002						
11103	15	1					晚上好…	1003						
11104	15	1					晚安…	1004						
11105	15	1					闲聊·弹琴	1101						
11106	15	1					闲聊·苹果酒	1102						
11107	15	1					闲聊·诗篇	1103						
11108	15	1					下雨的时候…	1201						
11109	15	1					雨过天晴…	1202						
11110	15	1					下雪的时候…	1203						
11111	15	1					刮大风了…	1204						
11112	15	1					关于温迪自己…	2001						
11113	15	1					关于我们·新歌	2002						
11114	15	6					关于我们·勇者	2003						
11115	15	6					关于我们·使徒	2004						
11116	15	6					关于我们·请求	2005						
11117	15	4					关于「神之眼」…	3001						
11118	15	1					有什么想要分享…	3002						
11119	15	1					感兴趣的见闻…	3003						
11120	15	4					关于琴…	4001						
11121	15	4					关于迪卢克…	4002						
11122	15	4					关于芭芭拉…	4003						
11123	15	4					关于雷泽…	4004						
11124	15	4					关于莫娜…	4005						
11125	15	4					关于迪奥娜…	4006						
11126	15	1					想要了解温迪·其一	5001						
11127	15	3					想要了解温迪·其二	5002						
11128	15	4					想要了解温迪·其三	5003						
11129	15	5					想要了解温迪·其四	5004						
11130	15	6					想要了解温迪·其五	5005						
11131	15	1					温迪的爱好…	6001						
11132	15	1					温迪的烦恼…	6002						
11133	15	1					喜欢的食物…	6003						
11134	15	1					讨厌的食物…	6004						
11135	1	1					生日…	7001						
11136	15	3					突破的感受·起	8001						
11137	15	4					突破的感受·承	8002						
11138	15	5					突破的感受·转	8003						
11139	15	6					突破的感受·合	8004						
12001	16	1			角色详细	「来了来了，爆炒肉片一份！这是你的，『摩拉肉』。还有你的，秘制炸萝卜丸子。」\n璃月有块地方叫「吃虎岩」，「吃虎岩」有个饭馆叫「万民堂」。\n在这条人来人往的街道上，必须保持万分专注才能一心向前。\n初来乍到的旅人稍有不慎，就会被菜肴香气勾出馋虫，又或者按捺不下对这嗓音的好奇，探头望向店里。\n而香菱，「万民堂」的跑堂兼大厨，正往客桌上摆放热气腾腾的美食。\n「空着的位置可以随意坐。有什么想吃的，菜谱上没有我也能做！」\n对「万民堂」店员来说，平日判断来客是否「万民堂」熟客的办法，除了认脸，便是听他的第一句话。\n不用菜谱直接点菜的，一定来过不止一次；要是问出「今天香菱下厨吗」，就保准是个老道的餮客。								
12002	16	2			角色故事1	香菱已经数不清自己毁掉了多少个家里的锅，它们或是被火史莱姆的高温烧糊了锅底，或是在冰雾花的急速冷却下爆出了裂痕，更有甚者，是在小型爆炸后化作了面目全非的一团。面对此等破坏力，香菱的父亲再三斟酌，才没给她贴上「厨房禁入令」。\n自家孩子天性就有些冒失莽撞，外加想象力有那么些丰富，脑袋里闪过什么「创意菜肴」总喜欢先动手尝试，才有了这样的结果。也未必是坏事……父亲是这样自我安慰的。\n总而言之，「万民堂」账簿支出一栏，经常会增添一口锅的价目。								
12003	16	3			角色故事2	「做料理有很多秘诀。不过最最重要的秘诀就是，要对料理有绝对热爱的心。」\n香菱决心学厨后，父亲将自己堪比心血的「食谱笔札」交给了她。扉页上赫然写着这样一句话。\n要是换作别人，可能早就开始抱怨这是什么老掉牙的教导了。香菱却将它视若珍宝。\n在香菱眼里，父亲正是秉承着这样的信条，才能在「璃菜」「月菜」两派相争倾轧下坚持至今。\n可那时，两大菜系的明争暗斗已趋于白热化，不少小饭馆都遭到打压，其中当然也包括了「万民堂」。\n「美食应该没有贵贱之分才对！」\n看着松茸、螃蟹之类的珍贵食材被强行垄断，香菱内心很是愤慨。而她表达愤慨的方式，正是接过「万民堂」的大勺。\n是时候在老爹的基础上做出改变了。\n「不管使用怎样的食材，我都要做出超级好吃的菜肴！」								
12004	16	4			角色故事3 	香菱的活跃对绝云间的丘丘人可能是一场灾难。比如它们一觉醒来突然发现，打架用的木棍不翼而飞了。\n当然，荻花洲那些花花草草的命运，也绝对没好到哪去。\n这一番努力催生了几个全新菜谱：「丘丘木烤鱼」、「马尾糯米肉」…\n只用前人积累下来的配方，无法做出令人耳目一新的料理。\n必须打破常识，找出自己的秘方。\n等香菱好不容易做出自认色香味俱全的「特制凉拌禽肉」，试菜的父亲却为此连喝两天白粥。\n「薄荷叶与清心花同食，可能引起腹泻…」\n经此一役，香菱的笔记上又多了一条珍贵信息。\n明明也吃了不少，却跟没事人一样。香菱内心颇有些愧疚。\n至于这是因为香菱原本体质就好，还是日积月累对毒素有了抗性，已经不得而知了。								
12005	16	5			角色故事4	每当有食客好奇地询问，跟着香菱的「谜之生物」究竟是个什么东西，香菱都会讲起这个故事。\n那天突然大雨，想要去采「琉璃袋」的香菱顶着风雨走到半路，就已又累又饿。她迷迷糊糊地跑进某个山洞，却看见山洞里还有个神龛。\n于是她在神龛边坐下，从包里掏出两个辣肉窝窝头。\n一个，她狼吞虎咽地吃完了；另一个，她放在了神龛前。本想歇一会儿再吃，却稀里糊涂睡了过去。\n醒来之后，辣肉窝窝头已经不见了。一只谜之生物蹲在身边注视着她。\n「好吃吗？」\n谜之生物点了点头。\n「还要吗？」香菱从包里搜刮出一些肉干。\n谜之生物点了点头。\n香菱就这样认识了一个新朋友。或许是被香菱的料理吸引，无论走到哪，它都和她形影不离。\n香菱用从小最爱吃的零食给它起了名字，就叫「锅巴」。								
12006	16	6			角色故事5	尝遍璃月百味之后，香菱的料理技艺突飞猛进。她那一手「麻辣菜」，就连二十几年厨龄的父亲也忍不住赞叹。\n大把大把地使用辣椒，再以果物、草叶增添香气，形成独特的复合口感。一道融合璃菜油重色浓风格，以及月菜鲜香滋补特色的「水煮黑背鲈」就此成为了「万民堂」的招牌。\n有人试图偷学配方，却怎么也复制不出这地道的口味。\n「新鲜琉璃袋用蜜酿一晚，次日取出，沥干研磨至粉状，加入菜品能增香。」\n这是无数次吃坏肚子，无数次被岩壁上的砂砾划破膝盖，牺牲无数口锅才得到的——\n只属于香菱自己的秘方。								
12007	16	1			香菱的地图	暂未开放								
12008	16	1			神之眼	暂未开放								
12100	16	1					初次见面…	1000						
12101	16	1					早上好…	1001						
12102	16	1					中午好…	1002						
12103	16	1					晚上好…	1003						
12104	16	1					晚安…	1004						
12105	16	1					闲聊·点心	1101						
12106	16	1					闲聊·火史莱姆	1102						
12107	16	1					闲聊·觅食	1103						
12108	16	1					下雨的时候·态度	1201						
12109	16	1					下雨的时候·疏忽	1202						
12110	16	1					雨过天晴…	1203						
12111	16	1					起风的时候…	1204						
12112	16	1					关于香菱自己…	2001						
12113	16	1					关于我们·长处	2002						
12114	16	6					关于我们·新知识	2003						
12115	16	4					关于「神之眼」…	3001						
12116	16	1					有什么想要分享…	3002						
12117	16	1					感兴趣的见闻…	3003						
12118	16	4					关于白术…	4001						
12119	16	4					关于凝光…	4002						
12120	16	4					关于胡桃…	4003						
12121	16	4					关于迪奥娜…	4004						
12122	16	4					关于北斗…	4005						
12123	16	4					关于钟离…	4006						
12124	16	4					关于重云…	4007						
12125	16	1					想要了解香菱·其一	5001						
12126	16	3					想要了解香菱·其二	5002						
12127	16	4					想要了解香菱·其三	5003						
12128	16	5					想要了解香菱·其四	5004						
12129	16	6					想要了解香菱·其五	5005						
12130	16	1					香菱的爱好…	6001						
12131	16	1					香菱的烦恼…	6002						
12132	16	1					喜欢的食物…	6003						
12133	16	1					讨厌的食物…	6004						
12134	1	1					生日…	7001						
12135	16	3					突破的感受·起	8001						
12136	16	4					突破的感受·承	8002						
12137	16	5					突破的感受·转	8003						
12138	16	6					突破的感受·合	8004						
13001	17	1			角色详细	璃月港的商人都知道，飞云商会里有一位行秋少爷。\n在旁人看来，行秋待人温和有礼，又勤奋好学，是年轻一代中的翘楚。\n作为家族次子，商会事务尚不需要行秋主持。但在各大巨贾子弟中，行秋拥有罕见的读书天赋，向来受教书先生们赞赏。\n家中那位正在向老爹学习经商与持家的大哥，也认为行秋将来必成大器。\n殊不知，行秋看完厚度惊人的经商总集与贤人哲思以后，会把它们从中间挖空，塞进武侠小说看个不停。\n偶尔，行秋也会突然消失。旁人问及去了哪里、做了什么时，他总是回答：「偷得浮生半日闲」。								
13002	17	2			角色故事1	对行秋来说，「偷得浮生半日闲」可以指代很多意思。\n有时指的是去「万文集舍」看新进的小说；有时指的是去「和裕茶馆」缠着云堇老板开发新饮料。\n而在某些特别的时候，指的是「独自行侠仗义」。\n击败拦路的恶匪、赶走捣乱的怪物、帮哭泣的孩子摘下挂在树梢上的风筝…这一切都在行秋「行侠仗义」的范围之内。\n就像武侠逸闻中广为流传的「微服私访」故事那样——在某些冒险的尽头，行秋并不在乎动用飞云商会的力量来解决一些武力之外的问题。								
13003	17	3			角色故事2	某日，行秋的大哥前来寻他，屋内却没有人在。回来后，行秋遇到了候在走廊上的大哥。\n「你房内太过凌乱，我便自作主张替你收拾了一番。行秋啊，你与大哥同样肩负着飞云商会的名声，理应为众人作出表率。岂能不知一屋不扫，何以扫天下？昔年仙人有云…」\n对着行秋唠叨半小时后，大哥终于放过了他，临走前留下一句奇怪的话：\n「下次，大哥不会未经许可进入你房间了，丫鬟那边我也会提点一句。」\n行秋一头雾水，不知该作何回答。离去的大哥却在转身后换上一副惆怅面孔，自言自语道：\n「床底下还藏了书…嗯…大哥可不会去看那是什么书的。哎，行秋也长大啦，以后会不会嫌我的管教太啰嗦呢？这叫做什么来着…青春期，是吗？」\n行秋也很奇怪。他藏了这么多武侠小说，早已做好与帮佣们斗智斗勇的准备，可为什么一直没人来探查他的房间呢？								
