ID	默认阵营	基础生命值	基础攻击力	基础防御力	暴击率	暴击抗性	暴击伤害	火元素抗性	草元素抗性	水元素抗性	电元素抗性	风元素抗性	冰元素抗性	岩元素抗性	火元素伤害加成	草元素伤害加成	水元素伤害加成	电元素伤害加成	风元素伤害加成	冰元素伤害加成	岩元素伤害加成	[属性成长]1类型	[属性成长]1曲线	[属性成长]2类型	[属性成长]2曲线	[属性成长]3类型	[属性成长]3曲线	元素精通	物理抗性	物理伤害加成	类型	服务器脚本	战斗Config	精英词缀	AI	装备1	装备2	会游泳	击杀经验	击杀经验成长曲线	[掉落]1ID	[掉落]1血量百分比	[掉落]2ID	[掉落]2血量百分比	[掉落]3ID	[掉落]3血量百分比	击杀掉落ID	全地图奖励	视距等级	不在指定天气下出生	特性组ID	联机动态属性ID	外观	$#VersionBegin	$#VersionEnd
25010201	4001	21.735	20.096	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_Thoarder_Male_Standard_NoWeapon_02		sentry02				0	11	22010010	66	22010010	33	0	0	22010010				25010101	1			
25010202	4001	21.735	20.096	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_Thoarder_Male_Standard_NoWeapon_02		sentry02				0	11	22010010	66	22010010	33	0	0	22010010				25010101	1			
25020101	4001	27.169	25.12	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_Thoarder_Male_Crossbow_01		sentry02	50004025			0	11	22010010	66	22010010	33	0	0	22010020				25020101	1			
25020201	4001	16.301	15.072	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_Thoarder_Male_Standard_Crossbow_02		sentry02	50004025			0	11	22010010	66	22010010	33	0	0	22010010				25020101	1			
25020202	4001	16.301	15.072	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_Thoarder_Male_Standard_Crossbow_02		sentry02	50004025			0	11	22010010	66	22010010	33	0	0	22010010				25020101	1			
25030101	4001	40.753	25.12	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_Thoarder_Male_Shovel_01		sentry02	50004027			0	11	22010020	66	22010020	33	0	0	22010030				25030101	1			
25030201	4001	21.735	20.096	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_Thoarder_Male_Fat_Shovel_02		sentry02	50004027			0	11	22010010	66	22010010	33	0	0	22010010				25030101	1			
25030202	4001	21.735	20.096	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_Thoarder_Male_Fat_Shovel_02		sentry02	50004027			0	11	22010010	66	22010010	33	0	0	22010010				25030101	1			
25040101	4001	32.603	25.12	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_Thoarder_Female_Hatchet_01		sentry02	50004026			0	11	22010010	66	22010010	33	0	0	22010030				25040101	1			
25040201	4001	21.735	20.096	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_Thoarder_Female_Standard_Hatchet_02		sentry02	50004026			0	11	22010010	66	22010010	33	0	0	22010010				25040101	1			
25050101	4001	21.735	20.096	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_LiYue_Sergeant_Male_01		sentry02	50004028			0	11	22010010	66	22010010	33	0	0	22010020				25050101	1			
25050201	4001	32.603	25.12	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_LiYue_Sergeant_Male_02		sentry02	50004030			0	11	22010010	66	22010010	33	0	0	22010030				25050201	1			
26010101	4001	13.584	22.608	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_Mimik_Ice_01		sentry02				0	11	22010010	60	0	0	0	0	22010010				26010101	1			
26020101	4001	13.584	22.608	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	1		ConfigMonster_Regisvine_Ice_01		sentry02				0	11	22010010	60	0	0	0	0	22010010				26020101	1			
28010101	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Crab_01		sentry02				0		0	0	0	0	0	0	0		5	雪	28010101	1			
28010102	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Crab_01		sentry02				0		0	0	0	0	0	0	0		5	雪	28010102	1			
28010103	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Crab_01		sentry02				0		0	0	0	0	0	0	0		5	雪	28010103	1			
28020101	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Fox_01		playing				0	11	0	0	0	0	0	0	22000100		4	雨,雷雨,雪	28020101	1			
28020102	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Fox_01		playing				0	11	0	0	0	0	0	0	22000100		4	雨,雷雨,雪	28020102	1			
28020201	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Squirrel_01		playing				0	11	0	0	0	0	0	0	22000000		4	雨,雷雨,雪	28020201	1			
28030101	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Crane_01		playing				0	11	0	0	0	0	0	0	22001100			雨,雷雨,雪	28030101	1			
28030201	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Falcon_01		playing				0	11	0	0	0	0	0	0	22001100		1	雨,雷雨,雪	28030101	1			
28030202	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Falcon_01		playing				0	11	0	0	0	0	0	0	22001100		1	雨,雷雨,雪	28030101	1			
28030203	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Falcon_01		playing				0	11	0	0	0	0	0	0	22001100		1	雨,雷雨,雪	28030101	1			
28030204	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Falcon_01		playing				0	11	0	0	0	0	0	0	22001100		1	雨,雷雨,雪	28030101	1			
28050101	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Wisp_Wind_01		playing				0		0	0	0	0	0	0	0		4	雨,雷雨,雪	28050101	1			
28050102	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Wisp_Rock_01		playing				0		0	0	0	0	0	0	0		4	雨,雷雨,雪	28050101	1			
28010201	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Lizard_01		sentry02				0		0	0	0	0	0	0	0		5	雨,雷雨,雪	28010201	1			
28010202	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Lizard_01		sentry02				0		0	0	0	0	0	0	0		5	雨,雷雨,雪	28010202	1			
28010203	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Lizard_01		sentry02				0		0	0	0	0	0	0	0		5	雨,雷雨,雪	28010203	1			
28010204	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Salamander_01		sentry02				0		0	0	0	0	0	0	0		5	雨,雷雨,雪	28010201	1			
28010205	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Salamander_01		sentry02				0		0	0	0	0	0	0	0		5	雨,雷雨,雪	28010202	1			
28010206	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Salamander_01		sentry02				0		0	0	0	0	0	0	0		5	雨,雷雨,雪	28010203	1			
28010301	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Frog_01		sentry02				0		0	0	0	0	0	0	0		5	雷雨,雪	28010301	1			
28010302	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Frog_01		sentry02				0		0	0	0	0	0	0	0		5	雷雨,雪	28010302	1			
28010303	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Frog_01		sentry02				0		0	0	0	0	0	0	0		5	雷雨,雪	28010303	1			
28020301	4001	6.792	12.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Boar_01		sentry02				0	11	0	0	0	0	0	0	22000100			雨,雷雨,雪	28020301	1			
28020302	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Boar_01_Small		sentry02				0	11	0	0	0	0	0	0	22000100		4	雨,雷雨,雪	28020302	1			
28030301	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Pigeon_01		playing				0	11	0	0	0	0	0	0	22001000		4	雨,雷雨,雪	28030301	1			
28030302	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Pigeon_01		playing				0	11	0	0	0	0	0	0	22001000		4	雨,雷雨,雪	28030302	1			
28030303	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Pigeon_01		playing				0	11	0	0	0	0	0	0	22001000		4	雨,雷雨,雪	28030303	1			
28030304	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Pigeon_01		playing				0	11	0	0	0	0	0	0	22001000		4	雨,雷雨,雪	28030304	1			
28030305	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Pigeon_01		playing				0	11	0	0	0	0	0	0	22001000		4	雨,雷雨,雪	28030305	1			
28030401	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Tit_01		playing				0	11	0	0	0	0	0	0	22001000		5	雨,雷雨,雪	28030401	1			
28030402	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Tit_01		playing				0	11	0	0	0	0	0	0	22001000		5	雨,雷雨,雪	28030402	1			
28030403	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Tit_01		playing				0	11	0	0	0	0	0	0	22001000		5	雨,雷雨,雪	28030403	1			
28030404	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Tit_01		playing				0	11	0	0	0	0	0	0	22001000		5	雨,雷雨,雪	28030404	1			
28030501	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Wigeon_01		playing				0	11	0	0	0	0	0	0	22001000		4		28030501	1			
28030502	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Wigeon_01		playing				0	11	0	0	0	0	0	0	22001000		4		28030501	1			
28030503	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Wigeon_01		playing				0	11	0	0	0	0	0	0	22001000		4		28030501	1			
28040101	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Fish_01		playing				0		0	0	0	0	0	0	22002000		5	雪	28040101	1			
28040102	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Fish_01		playing				0		0	0	0	0	0	0	22002000		5	雪	28040102	1			
28040103	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		ConfigAnimal_Fish_01		playing				0		0	0	0	0	0	0	22002000		5	雪	28040103	1			
28020401	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_DogPrick_01		sentry02				0								0			雷雨,雪	28020401	1			
28020402	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_DogPrick_01		sentry02				0								0			雷雨,雪	28020401	1			
28020403	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_DogPrick_01		sentry02				0								0			雷雨,雪	28020401	1			
28020404	5001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_DogPrick_01		sentry02				0								0			雷雨,雪	28020401	1			
28020501	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Cat_01		sentry02				0								0		4	雷雨,雪	28020401	1			
28020502	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Cat_01		sentry02				0								0		4	雷雨,雪	28020401	1			
28020503	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Cat_01		sentry02				0								0		4	雷雨,雪	28020401	1			
28020504	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Cat_01		sentry02				0								0		4	雷雨,雪	28020401	1			
28020505	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Cat_01		sentry02				0								0		4	雷雨,雪	28020401	1			
28020506	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Cat_01		sentry02				0								0		4	雷雨,雪	28020401	1			
28020507	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Cat_01		sentry02				0								0		4	雷雨,雪	28020401	1			
28020601	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Marten_01		sentry02				0	11							22000000		4	雷雨,雪	28020401	1			
28020602	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Marten_01		sentry02				0	11							22000000		4	雷雨,雪	28020401	1			
28020603	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Marten_01		sentry02				0	11							22000000		4	雷雨,雪	28020401	1			
28020604	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		ConfigAnimal_Marten_01		sentry02				0	11							22000000		4	雷雨,雪	28020401	1			
28050201	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	Test_Mole_MoraDrop	ConfigAnimal_Thoarder_Weasel_01	9003	playing				0								0		4		28050101	1			
28050202	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	Test_Mole_MoraDrop	ConfigAnimal_Thoarder_Weasel_01	9004	playing				0								0		4		28020203	1			
28050203	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	Test_Mole_MoraDrop	ConfigAnimal_Thoarder_Weasel_01	9005	playing				0								0		4		28020203	1			
