ID	敏感词
3665	出售原砷酸
3666	出售氰化汞
3667	出售氧化汞
3668	出售三氯硫氯甲烷
3669	出售光气
3670	出售氯化硫酰甲烷
3671	出售过氯甲硫醇
3672	出售氯化硫酸
3673	出售液氯
3674	出售氟醋酸钠
3675	出售甲磺酰氟
3676	出售毒药
3677	出售毒鼠强
3678	出售癸硼烷
3679	出售氢氟酸
3680	出售氯硫酸
3681	出售甲烷磺酰氯
3682	出售四氯硫代碳酰
3683	出售甲基磺酰氟
3684	出售氯气
3685	出售氟乙酸甲酯
3686	出售西布曲明
3687	出售人造芥子油
3688	出售氯代膦酸二乙酯
3689	出售氯化氰
3690	出售二丁基氧化锡
3691	出售镰刀菌酮X
3692	出售黄曲霉素
3693	出售氯化银钾
3694	出售安乐死药物
3695	出售敌恶磷
3696	出售敌杀磷
3697	出售2-丙烯-1-醇
3698	出售氯化琥珀胆碱
3699	出售苯基硫醇
3700	出售红矾钠
3701	出售全氟异丁烯
3702	出售锇酸酐
3703	出售碘化汞
3704	出售三氯化砷
3705	出售银氰化钾
3706	出售碘甲烷
3707	出售乙酸汞
3708	出售硫酸亚铊
3709	出售番木鳖碱
3710	出售氯磺酸
3711	出售六氟丙酮
3712	出售三氟化硼
3713	出售乙硼烷
3714	出售四氧化锇
3715	出售丙二酸铊
3716	出售乙酸亚铊
3717	出售重铬酸钠
3718	出售氧化铊
3719	出售三氧化二砷
3720	出售砷化氢
3721	出售氰化钙
3722	出售氰化钠
3723	出售硝酸汞
3724	出售甲基磺酰氯
3725	订购砒霜
3726	订购醋酸铊
3727	订购白砒
3728	订购赛丸丁
3729	订购特普
3730	订购一氧化二氟
3731	订购乙基氰
3732	订购一氯醋酸
3733	订购重亚硒酸钠
3734	订购碳酸铊
3735	订购沙林
3736	订购矢车菊甙
3737	订购索曼
3738	订购铊
3739	订购塔崩
3740	订购西力生
3741	订购硝酸高汞
3742	订购乳腈
3743	订购二氯苯胂
3744	订购二磷化三锌
3745	订购法尼林
3746	订购高哌啶
3747	订购红海葱甙
3748	订购花青甙
3749	订购红降汞
3750	订购氰化金钾
3751	订购氟乙酸胺
3752	订购氯化亚砷
3753	订购全氟丙酮
3754	订购甲基丙烯腈
3755	订购二乙基硫代磷酰氯
3756	订购无水肼
3757	订购N,N-二甲基氨基乙腈
3758	订购瑞芬太尼
3759	订购溴氰菊酯
3760	订购羟基乙腈
3761	订购慢性毒药
3762	订购安乐死毒药
3763	订购士的宁
3764	订购绿藜芦生物碱
3765	订购琥珀胆碱
3766	订购敌百虫
3767	订购氮芥气
3768	订购致癌慢性毒药
3769	订购百治磷
3770	订购二甲基硫代磷酰氯
3771	订购溴化汞
3772	订购氯化汞
3773	订购二氯化汞
3774	订购赭曲毒素
3775	订购甲藻毒素
3776	订购五氯酚钠
3777	订购乙酸苯汞
3778	订购二盐酸盐
3779	订购放线菌酮
3780	订购异丁腈
3781	订购丁腈
3782	订购丙腈
3783	订购甲基肼
3784	订购甲氰菊酯
3785	订购地高辛
3786	订购一氯乙醛
3787	订购丙烯醛
3788	订购氯乙酸
3789	订购乌头碱
3790	订购亚硝酸乙酯
3791	订购氯甲酸甲酯
3792	订购烯丙胺
3793	订购碳酸亚铊
3794	订购马钱子碱
3795	订购亚砷酸钠
3796	订购保米磷
3797	订购羰基氟
3798	订购氰化物
3799	订购氰化银钾
3800	订购亚砷酸钾
3801	订购氰化钾
3802	订购山奈
3803	订购马拉硫磷
3804	订购甲基碘
3805	订购藜芦碱
3806	订购灭害威
3807	订购硼烷
3808	订购偏压砷酸钠
3809	订购氰胍甲汞
3810	订购氰甲汞胍
3811	订购氰气
3812	订购氰化碘
3813	订购硫酸铊
3814	订购醋酸汞
3815	订购二碘化汞
3816	订购硫氰化汞
3817	订购氧化亚铊
3818	订购升汞
3819	订购二乙基汞
3820	订购金属铊
3821	订购五氯苯酚
3822	订购原砷酸
3823	订购氰化汞
3824	订购氧化汞
3825	订购三氯硫氯甲烷
3826	订购光气
3827	订购氯化硫酰甲烷
3828	订购过氯甲硫醇
3829	订购氯化硫酸
3830	订购液氯
3831	订购氟醋酸钠
3832	订购甲磺酰氟
3833	订购毒药
3834	订购毒鼠强
3835	订购癸硼烷
3836	订购氢氟酸
3837	订购氯硫酸
3838	订购甲烷磺酰氯
3839	订购四氯硫代碳酰
3840	订购甲基磺酰氟
3841	订购氯气
3842	订购氟乙酸甲酯
3843	订购西布曲明
3844	订购人造芥子油
3845	订购氯代膦酸二乙酯
3846	订购氯化氰
3847	订购二丁基氧化锡
3848	订购镰刀菌酮X
3849	订购黄曲霉素
3850	订购氯化银钾
3851	订购安乐死药物
3852	订购敌恶磷
3853	订购敌杀磷
3854	订购2-丙烯-1-醇
3855	订购氯化琥珀胆碱
3856	订购苯基硫醇
3857	订购红矾钠
3858	订购全氟异丁烯
3859	订购锇酸酐
3860	订购碘化汞
3861	订购三氯化砷
3862	订购银氰化钾
3863	订购碘甲烷
3864	订购乙酸汞
3865	订购硫酸亚铊
3866	订购番木鳖碱
3867	订购氯磺酸
3868	订购六氟丙酮
3869	订购三氟化硼
3870	订购乙硼烷
3871	订购四氧化锇
3872	订购丙二酸铊
3873	订购乙酸亚铊
3874	订购重铬酸钠
3875	订购氧化铊
3876	订购三氧化二砷
3877	订购砷化氢
3878	订购氰化钙
3879	订购氰化钠
3880	订购硝酸汞
3881	订购甲基磺酰氯
3882	售砒霜
3883	售醋酸铊
3884	售白砒
3885	售赛丸丁
3886	售特普
3887	售一氧化二氟
3888	售乙基氰
3889	售一氯醋酸
3890	售重亚硒酸钠
3891	售碳酸铊
3892	售沙林
3893	售矢车菊甙
3894	售索曼
3895	售铊
3896	售塔崩
3897	售西力生
3898	售硝酸高汞
3899	售乳腈
3900	售二氯苯胂
3901	售二磷化三锌
3902	售法尼林
3903	售高哌啶
3904	售红海葱甙
3905	售花青甙
3906	售红降汞
3907	售氰化金钾
3908	售氟乙酸胺
3909	售氯化亚砷
3910	售全氟丙酮
3911	售甲基丙烯腈
3912	售二乙基硫代磷酰氯
3913	售无水肼
3914	售N,N-二甲基氨基乙腈
3915	售瑞芬太尼
3916	售溴氰菊酯
3917	售羟基乙腈
3918	售慢性毒药
3919	售安乐死毒药
3920	售士的宁
3921	售绿藜芦生物碱
3922	售琥珀胆碱
3923	售敌百虫
3924	售氮芥气
3925	售致癌慢性毒药
3926	售百治磷
3927	售二甲基硫代磷酰氯
3928	售溴化汞
3929	售氯化汞
3930	售二氯化汞
3931	售赭曲毒素
3932	售甲藻毒素
3933	售五氯酚钠
3934	售乙酸苯汞
3935	售二盐酸盐
3936	售放线菌酮
3937	售异丁腈
3938	售丁腈
3939	售丙腈
3940	售甲基肼
3941	售甲氰菊酯
3942	售地高辛
3943	售一氯乙醛
3944	售丙烯醛
3945	售氯乙酸
3946	售乌头碱
3947	售亚硝酸乙酯
3948	售氯甲酸甲酯
3949	售烯丙胺
3950	售碳酸亚铊
3951	售马钱子碱
3952	售亚砷酸钠
3953	售保米磷
3954	售羰基氟
3955	售氰化物
3956	售氰化银钾
3957	售亚砷酸钾
3958	售氰化钾
3959	售山奈
3960	售马拉硫磷
3961	售甲基碘
3962	售藜芦碱
3963	售灭害威
3964	售硼烷
3965	售偏压砷酸钠
3966	售氰胍甲汞
3967	售氰甲汞胍
3968	售氰气
3969	售氰化碘
3970	售硫酸铊
3971	售醋酸汞
3972	售二碘化汞
3973	售硫氰化汞
3974	售氧化亚铊
3975	售升汞
3976	售二乙基汞
3977	售金属铊
3978	售五氯苯酚
3979	售原砷酸
3980	售氰化汞
3981	售氧化汞
3982	售三氯硫氯甲烷
3983	售光气
3984	售氯化硫酰甲烷
3985	售过氯甲硫醇
3986	售氯化硫酸
3987	售液氯
3988	售氟醋酸钠
3989	售甲磺酰氟
3990	售毒药
3991	售毒鼠强
3992	售癸硼烷
3993	售氢氟酸
3994	售氯硫酸
3995	售甲烷磺酰氯
3996	售四氯硫代碳酰
3997	售甲基磺酰氟
3998	售氯气
3999	售氟乙酸甲酯
4000	售西布曲明
4001	售人造芥子油
4002	售氯代膦酸二乙酯
4003	售氯化氰
4004	售二丁基氧化锡
4005	售镰刀菌酮X
4006	售黄曲霉素
4007	售氯化银钾
4008	售安乐死药物
4009	售敌恶磷
4010	售敌杀磷
4011	售2-丙烯-1-醇
4012	售氯化琥珀胆碱
4013	售苯基硫醇
4014	售红矾钠
4015	售全氟异丁烯
4016	售锇酸酐
4017	售碘化汞
4018	售三氯化砷
4019	售银氰化钾
4020	售碘甲烷
4021	售乙酸汞
4022	售硫酸亚铊
4023	售番木鳖碱
4024	售氯磺酸
4025	售六氟丙酮
4026	售三氟化硼
4027	售乙硼烷
4028	售四氧化锇
4029	售丙二酸铊
4030	售乙酸亚铊
4031	售重铬酸钠
4032	售氧化铊
4033	售三氧化二砷
4034	售砷化氢
4035	售氰化钙
4036	售氰化钠
4037	售硝酸汞
4038	售甲基磺酰氯
4039	买卖砒霜
4040	买卖醋酸铊
4041	买卖白砒
4042	买卖赛丸丁
4043	买卖特普
4044	买卖一氧化二氟
4045	买卖乙基氰
4046	买卖一氯醋酸
4047	买卖重亚硒酸钠
4048	买卖碳酸铊
4049	买卖沙林
4050	买卖矢车菊甙
4051	买卖索曼
4052	买卖铊
4053	买卖塔崩
4054	买卖西力生
4055	买卖硝酸高汞
4056	买卖乳腈
4057	买卖二氯苯胂
4058	买卖二磷化三锌
4059	买卖法尼林
4060	买卖高哌啶
4061	买卖红海葱甙
4062	买卖花青甙
4063	买卖红降汞
4064	买卖氰化金钾
4065	买卖氟乙酸胺
4066	买卖氯化亚砷
4067	买卖全氟丙酮
4068	买卖甲基丙烯腈
4069	买卖二乙基硫代磷酰氯
4070	买卖无水肼
4071	买卖N,N-二甲基氨基乙腈
4072	买卖瑞芬太尼
4073	买卖溴氰菊酯
4074	买卖羟基乙腈
4075	买卖慢性毒药
4076	买卖安乐死毒药
4077	买卖士的宁
4078	买卖绿藜芦生物碱
4079	买卖琥珀胆碱
4080	买卖敌百虫
4081	买卖氮芥气
4082	买卖致癌慢性毒药
4083	买卖百治磷
4084	买卖二甲基硫代磷酰氯
4085	买卖溴化汞
4086	买卖氯化汞
4087	买卖二氯化汞
4088	买卖赭曲毒素
4089	买卖甲藻毒素
4090	买卖五氯酚钠
4091	买卖乙酸苯汞
4092	买卖二盐酸盐
4093	买卖放线菌酮
4094	买卖异丁腈
4095	买卖丁腈
4096	买卖丙腈
4097	买卖甲基肼
4098	买卖甲氰菊酯
4099	买卖地高辛
4100	买卖一氯乙醛
4101	买卖丙烯醛
4102	买卖氯乙酸
4103	买卖乌头碱
4104	买卖亚硝酸乙酯
4105	买卖氯甲酸甲酯
4106	买卖烯丙胺
4107	买卖碳酸亚铊
4108	买卖马钱子碱
4109	买卖亚砷酸钠
4110	买卖保米磷
4111	买卖羰基氟
4112	买卖氰化物
4113	买卖氰化银钾
4114	买卖亚砷酸钾
4115	买卖氰化钾
4116	买卖山奈
4117	买卖马拉硫磷
4118	买卖甲基碘
4119	买卖藜芦碱
4120	买卖灭害威
4121	买卖硼烷
4122	买卖偏压砷酸钠
4123	买卖氰胍甲汞
4124	买卖氰甲汞胍
4125	买卖氰气
4126	买卖氰化碘
4127	买卖硫酸铊
4128	买卖醋酸汞
4129	买卖二碘化汞
4130	买卖硫氰化汞
4131	买卖氧化亚铊
4132	买卖升汞
4133	买卖二乙基汞
4134	买卖金属铊
4135	买卖五氯苯酚
4136	买卖原砷酸
4137	买卖氰化汞
4138	买卖氧化汞
4139	买卖三氯硫氯甲烷
4140	买卖光气
4141	买卖氯化硫酰甲烷
4142	买卖过氯甲硫醇
4143	买卖氯化硫酸
4144	买卖液氯
4145	买卖氟醋酸钠
4146	买卖甲磺酰氟
4147	买卖毒药
4148	买卖毒鼠强
4149	买卖癸硼烷
4150	买卖氢氟酸
4151	买卖氯硫酸
4152	买卖甲烷磺酰氯
4153	买卖四氯硫代碳酰
4154	买卖甲基磺酰氟
4155	买卖氯气
4156	买卖氟乙酸甲酯
4157	买卖西布曲明
4158	买卖人造芥子油
4159	买卖氯代膦酸二乙酯
4160	买卖氯化氰
4161	买卖二丁基氧化锡
4162	买卖镰刀菌酮X
4163	买卖黄曲霉素
4164	买卖氯化银钾
4165	买卖安乐死药物
4166	买卖敌恶磷
4167	买卖敌杀磷
4168	买卖2-丙烯-1-醇
4169	买卖氯化琥珀胆碱
4170	买卖苯基硫醇
4171	买卖红矾钠
4172	买卖全氟异丁烯
4173	买卖锇酸酐
4174	买卖碘化汞
4175	买卖三氯化砷
4176	买卖银氰化钾
4177	买卖碘甲烷
4178	买卖乙酸汞
4179	买卖硫酸亚铊
4180	买卖番木鳖碱
4181	买卖氯磺酸
4182	买卖六氟丙酮
4183	买卖三氟化硼
4184	买卖乙硼烷
4185	买卖四氧化锇
4186	买卖丙二酸铊
4187	买卖乙酸亚铊
4188	买卖重铬酸钠
4189	买卖氧化铊
4190	买卖三氧化二砷
4191	买卖砷化氢
4192	买卖氰化钙
4193	买卖氰化钠
4194	买卖硝酸汞
4195	买卖甲基磺酰氯
4196	专卖砒霜
4197	专卖醋酸铊
4198	专卖白砒
4199	专卖赛丸丁
4200	专卖特普
4201	专卖一氧化二氟
4202	专卖乙基氰
4203	专卖一氯醋酸
4204	专卖重亚硒酸钠
4205	专卖碳酸铊
4206	专卖沙林
4207	专卖矢车菊甙
4208	专卖索曼
4209	专卖铊
4210	专卖塔崩
4211	专卖西力生
4212	专卖硝酸高汞
4213	专卖乳腈
4214	专卖二氯苯胂
4215	专卖二磷化三锌
4216	专卖法尼林
4217	专卖高哌啶
4218	专卖红海葱甙
4219	专卖花青甙
4220	专卖红降汞
4221	专卖氰化金钾
4222	专卖氟乙酸胺
4223	专卖氯化亚砷
4224	专卖全氟丙酮
4225	专卖甲基丙烯腈
4226	专卖二乙基硫代磷酰氯
4227	专卖无水肼
4228	专卖N,N-二甲基氨基乙腈
4229	专卖瑞芬太尼
4230	专卖溴氰菊酯
4231	专卖羟基乙腈
4232	专卖慢性毒药
4233	专卖安乐死毒药
4234	专卖士的宁
4235	专卖绿藜芦生物碱
4236	专卖琥珀胆碱
4237	专卖敌百虫
4238	专卖氮芥气
4239	专卖致癌慢性毒药
4240	专卖百治磷
4241	专卖二甲基硫代磷酰氯
4242	专卖溴化汞
4243	专卖氯化汞
4244	专卖二氯化汞
4245	专卖赭曲毒素
4246	专卖甲藻毒素
4247	专卖五氯酚钠
4248	专卖乙酸苯汞
4249	专卖二盐酸盐
4250	专卖放线菌酮
4251	专卖异丁腈
4252	专卖丁腈
4253	专卖丙腈
4254	专卖甲基肼
4255	专卖甲氰菊酯
4256	专卖地高辛
4257	专卖一氯乙醛
4258	专卖丙烯醛
4259	专卖氯乙酸
4260	专卖乌头碱
4261	专卖亚硝酸乙酯
4262	专卖氯甲酸甲酯
4263	专卖烯丙胺
4264	专卖碳酸亚铊
4265	专卖马钱子碱
4266	专卖亚砷酸钠
4267	专卖保米磷
4268	专卖羰基氟
4269	专卖氰化物
4270	专卖氰化银钾
4271	专卖亚砷酸钾
4272	专卖氰化钾
4273	专卖山奈
4274	专卖马拉硫磷
4275	专卖甲基碘
4276	专卖藜芦碱
4277	专卖灭害威
4278	专卖硼烷
4279	专卖偏压砷酸钠
4280	专卖氰胍甲汞
4281	专卖氰甲汞胍
4282	专卖氰气
4283	专卖氰化碘
4284	专卖硫酸铊
4285	专卖醋酸汞
4286	专卖二碘化汞
4287	专卖硫氰化汞
4288	专卖氧化亚铊
4289	专卖升汞
4290	专卖二乙基汞
4291	专卖金属铊
4292	专卖五氯苯酚
4293	专卖原砷酸
4294	专卖氰化汞
4295	专卖氧化汞
4296	专卖三氯硫氯甲烷
4297	专卖光气
4298	专卖氯化硫酰甲烷
4299	专卖过氯甲硫醇
4300	专卖氯化硫酸
4301	专卖液氯
4302	专卖氟醋酸钠
4303	专卖甲磺酰氟
4304	专卖毒药
4305	专卖毒鼠强
4306	专卖癸硼烷
4307	专卖氢氟酸
4308	专卖氯硫酸
4309	专卖甲烷磺酰氯
4310	专卖四氯硫代碳酰
4311	专卖甲基磺酰氟
4312	专卖氯气
4313	专卖氟乙酸甲酯
4314	专卖西布曲明
4315	专卖人造芥子油
4316	专卖氯代膦酸二乙酯
4317	专卖氯化氰
4318	专卖二丁基氧化锡
4319	专卖镰刀菌酮X
4320	专卖黄曲霉素
4321	专卖氯化银钾
4322	专卖安乐死药物
4323	专卖敌恶磷
4324	专卖敌杀磷
4325	专卖2-丙烯-1-醇
4326	专卖氯化琥珀胆碱
4327	专卖苯基硫醇
4328	专卖红矾钠
4329	专卖全氟异丁烯
4330	专卖锇酸酐
4331	专卖碘化汞
4332	专卖三氯化砷
4333	专卖银氰化钾
4334	专卖碘甲烷
4335	专卖乙酸汞
4336	专卖硫酸亚铊
4337	专卖番木鳖碱
4338	专卖氯磺酸
4339	专卖六氟丙酮
4340	专卖三氟化硼
4341	专卖乙硼烷
4342	专卖四氧化锇
4343	专卖丙二酸铊
4344	专卖乙酸亚铊
4345	专卖重铬酸钠
4346	专卖氧化铊
4347	专卖三氧化二砷
4348	专卖砷化氢
4349	专卖氰化钙
4350	专卖氰化钠
4351	专卖硝酸汞
4352	专卖甲基磺酰氯
4353	零售砒霜
4354	零售醋酸铊
4355	零售白砒
4356	零售赛丸丁
4357	零售特普
4358	零售一氧化二氟
4359	零售乙基氰
4360	零售一氯醋酸
4361	零售重亚硒酸钠
4362	零售碳酸铊
4363	零售沙林
4364	零售矢车菊甙
4365	零售索曼
4366	零售铊
4367	零售塔崩
4368	零售西力生
4369	零售硝酸高汞
4370	零售乳腈
4371	零售二氯苯胂
4372	零售二磷化三锌
4373	零售法尼林
4374	零售高哌啶
4375	零售红海葱甙
4376	零售花青甙
4377	零售红降汞
4378	零售氰化金钾
4379	零售氟乙酸胺
4380	零售氯化亚砷
4381	零售全氟丙酮
4382	零售甲基丙烯腈
4383	零售二乙基硫代磷酰氯
4384	零售无水肼
4385	零售N,N-二甲基氨基乙腈
4386	零售瑞芬太尼
4387	零售溴氰菊酯
4388	零售羟基乙腈
4389	零售慢性毒药
4390	零售安乐死毒药
4391	零售士的宁
4392	零售绿藜芦生物碱
4393	零售琥珀胆碱
4394	零售敌百虫
4395	零售氮芥气
4396	零售致癌慢性毒药
4397	零售百治磷
4398	零售二甲基硫代磷酰氯
4399	零售溴化汞
4400	零售氯化汞
4401	零售二氯化汞
4402	零售赭曲毒素
4403	零售甲藻毒素
4404	零售五氯酚钠
4405	零售乙酸苯汞
4406	零售二盐酸盐
4407	零售放线菌酮
4408	零售异丁腈
4409	零售丁腈
4410	零售丙腈
4411	零售甲基肼
4412	零售甲氰菊酯
4413	零售地高辛
4414	零售一氯乙醛
4415	零售丙烯醛
4416	零售氯乙酸
4417	零售乌头碱
4418	零售亚硝酸乙酯
4419	零售氯甲酸甲酯
4420	零售烯丙胺
4421	零售碳酸亚铊
4422	零售马钱子碱
4423	零售亚砷酸钠
4424	零售保米磷
4425	零售羰基氟
4426	零售氰化物
4427	零售氰化银钾
4428	零售亚砷酸钾
4429	零售氰化钾
4430	零售山奈
4431	零售马拉硫磷
4432	零售甲基碘
4433	零售藜芦碱
4434	零售灭害威
4435	零售硼烷
4436	零售偏压砷酸钠
4437	零售氰胍甲汞
4438	零售氰甲汞胍
4439	零售氰气
4440	零售氰化碘
4441	零售硫酸铊
4442	零售醋酸汞
4443	零售二碘化汞
4444	零售硫氰化汞
4445	零售氧化亚铊
4446	零售升汞
4447	零售二乙基汞
4448	零售金属铊
4449	零售五氯苯酚
4450	零售原砷酸
4451	零售氰化汞
4452	零售氧化汞
4453	零售三氯硫氯甲烷
4454	零售光气
4455	零售氯化硫酰甲烷
4456	零售过氯甲硫醇
4457	零售氯化硫酸
4458	零售液氯
4459	零售氟醋酸钠
4460	零售甲磺酰氟
4461	零售毒药
4462	零售毒鼠强
4463	零售癸硼烷
4464	零售氢氟酸
4465	零售氯硫酸
4466	零售甲烷磺酰氯
4467	零售四氯硫代碳酰
4468	零售甲基磺酰氟
4469	零售氯气
4470	零售氟乙酸甲酯
4471	零售西布曲明
4472	零售人造芥子油
4473	零售氯代膦酸二乙酯
4474	零售氯化氰
4475	零售二丁基氧化锡
4476	零售镰刀菌酮X
4477	零售黄曲霉素
4478	零售氯化银钾
4479	零售安乐死药物
4480	零售敌恶磷
4481	零售敌杀磷
4482	零售2-丙烯-1-醇
4483	零售氯化琥珀胆碱
4484	零售苯基硫醇
4485	零售红矾钠
4486	零售全氟异丁烯
4487	零售锇酸酐
4488	零售碘化汞
4489	零售三氯化砷
4490	零售银氰化钾
4491	零售碘甲烷
4492	零售乙酸汞
4493	零售硫酸亚铊
4494	零售番木鳖碱
4495	零售氯磺酸
4496	零售六氟丙酮
4497	零售三氟化硼
4498	零售乙硼烷
4499	零售四氧化锇
4500	零售丙二酸铊
4501	零售乙酸亚铊
4502	零售重铬酸钠
4503	零售氧化铊
4504	零售三氧化二砷
4505	零售砷化氢
4506	零售氰化钙
4507	零售氰化钠
4508	零售硝酸汞
4509	零售甲基磺酰氯
4510	贩卖砒霜
4511	贩卖醋酸铊
4512	贩卖白砒
4513	贩卖赛丸丁
4514	贩卖特普
4515	贩卖一氧化二氟
4516	贩卖乙基氰
4517	贩卖一氯醋酸
4518	贩卖重亚硒酸钠
4519	贩卖碳酸铊
4520	贩卖沙林
4521	贩卖矢车菊甙
4522	贩卖索曼
4523	贩卖铊
4524	贩卖塔崩
4525	贩卖西力生
4526	贩卖硝酸高汞
4527	贩卖乳腈
4528	贩卖二氯苯胂
4529	贩卖二磷化三锌
4530	贩卖法尼林
4531	贩卖高哌啶
4532	贩卖红海葱甙
4533	贩卖花青甙
4534	贩卖红降汞
4535	贩卖氰化金钾
4536	贩卖氟乙酸胺
4537	贩卖氯化亚砷
4538	贩卖全氟丙酮
4539	贩卖甲基丙烯腈
4540	贩卖二乙基硫代磷酰氯
4541	贩卖无水肼
4542	贩卖N,N-二甲基氨基乙腈
4543	贩卖瑞芬太尼
4544	贩卖溴氰菊酯
4545	贩卖羟基乙腈
4546	贩卖慢性毒药
4547	贩卖安乐死毒药
4548	贩卖士的宁
4549	贩卖绿藜芦生物碱
4550	贩卖琥珀胆碱
4551	贩卖敌百虫
4552	贩卖氮芥气
4553	贩卖致癌慢性毒药
4554	贩卖百治磷
4555	贩卖二甲基硫代磷酰氯
4556	贩卖溴化汞
4557	贩卖氯化汞
4558	贩卖二氯化汞
4559	贩卖赭曲毒素
4560	贩卖甲藻毒素
4561	贩卖五氯酚钠
4562	贩卖乙酸苯汞
4563	贩卖二盐酸盐
4564	贩卖放线菌酮
4565	贩卖异丁腈
4566	贩卖丁腈
4567	贩卖丙腈
4568	贩卖甲基肼
4569	贩卖甲氰菊酯
4570	贩卖地高辛
4571	贩卖一氯乙醛
4572	贩卖丙烯醛
4573	贩卖氯乙酸
4574	贩卖乌头碱
4575	贩卖亚硝酸乙酯
4576	贩卖氯甲酸甲酯
4577	贩卖烯丙胺
4578	贩卖碳酸亚铊
4579	贩卖马钱子碱
4580	贩卖亚砷酸钠
4581	贩卖保米磷
4582	贩卖羰基氟
4583	贩卖氰化物
4584	贩卖氰化银钾
4585	贩卖亚砷酸钾
4586	贩卖氰化钾
4587	贩卖山奈
4588	贩卖马拉硫磷
4589	贩卖甲基碘
4590	贩卖藜芦碱
4591	贩卖灭害威
4592	贩卖硼烷
4593	贩卖偏压砷酸钠
4594	贩卖氰胍甲汞
4595	贩卖氰甲汞胍
4596	贩卖氰气
4597	贩卖氰化碘
4598	贩卖硫酸铊
4599	贩卖醋酸汞
4600	贩卖二碘化汞
4601	贩卖硫氰化汞
4602	贩卖氧化亚铊
4603	贩卖升汞
4604	贩卖二乙基汞
4605	贩卖金属铊
4606	贩卖五氯苯酚
4607	贩卖原砷酸
4608	贩卖氰化汞
4609	贩卖氧化汞
4610	贩卖三氯硫氯甲烷
4611	贩卖光气
4612	贩卖氯化硫酰甲烷
4613	贩卖过氯甲硫醇
4614	贩卖氯化硫酸
4615	贩卖液氯
4616	贩卖氟醋酸钠
4617	贩卖甲磺酰氟
4618	贩卖毒药
4619	贩卖毒鼠强
4620	贩卖癸硼烷
4621	贩卖氢氟酸
4622	贩卖氯硫酸
4623	贩卖甲烷磺酰氯
4624	贩卖四氯硫代碳酰
4625	贩卖甲基磺酰氟
4626	贩卖氯气
4627	贩卖氟乙酸甲酯
4628	贩卖西布曲明
4629	贩卖人造芥子油
4630	贩卖氯代膦酸二乙酯
4631	贩卖氯化氰
4632	贩卖二丁基氧化锡
4633	贩卖镰刀菌酮X
4634	贩卖黄曲霉素
4635	贩卖氯化银钾
4636	贩卖安乐死药物
4637	贩卖敌恶磷
4638	贩卖敌杀磷
4639	贩卖2-丙烯-1-醇
4640	贩卖氯化琥珀胆碱
4641	贩卖苯基硫醇
4642	贩卖红矾钠
4643	贩卖全氟异丁烯
4644	贩卖锇酸酐
4645	贩卖碘化汞
4646	贩卖三氯化砷
4647	贩卖银氰化钾
4648	贩卖碘甲烷
4649	贩卖乙酸汞
4650	贩卖硫酸亚铊
4651	贩卖番木鳖碱
4652	贩卖氯磺酸
4653	贩卖六氟丙酮
4654	贩卖三氟化硼
4655	贩卖乙硼烷
4656	贩卖四氧化锇
4657	贩卖丙二酸铊
4658	贩卖乙酸亚铊
4659	贩卖重铬酸钠
4660	贩卖氧化铊
4661	贩卖三氧化二砷
4662	贩卖砷化氢
4663	贩卖氰化钙
4664	贩卖氰化钠
4665	贩卖硝酸汞
4666	贩卖甲基磺酰氯
4667	购买砒霜
4668	购买醋酸铊
4669	购买白砒
4670	购买赛丸丁
4671	购买特普
4672	购买一氧化二氟
4673	购买乙基氰
4674	购买一氯醋酸
4675	购买重亚硒酸钠
4676	购买碳酸铊
4677	购买沙林
4678	购买矢车菊甙
4679	购买索曼
4680	购买铊
4681	购买塔崩
4682	购买西力生
4683	购买硝酸高汞
4684	购买乳腈
4685	购买二氯苯胂
4686	购买二磷化三锌
4687	购买法尼林
4688	购买高哌啶
4689	购买红海葱甙
4690	购买花青甙
4691	购买红降汞
4692	购买氰化金钾
4693	购买氟乙酸胺
4694	购买氯化亚砷
4695	购买全氟丙酮
4696	购买甲基丙烯腈
4697	购买二乙基硫代磷酰氯
4698	购买无水肼
4699	购买N,N-二甲基氨基乙腈
4700	购买瑞芬太尼
4701	购买溴氰菊酯
4702	购买羟基乙腈
4703	购买慢性毒药
4704	购买安乐死毒药
4705	购买士的宁
4706	购买绿藜芦生物碱
4707	购买琥珀胆碱
4708	购买敌百虫
4709	购买氮芥气
4710	购买致癌慢性毒药
4711	购买百治磷
4712	购买二甲基硫代磷酰氯
4713	购买溴化汞
4714	购买氯化汞
4715	购买二氯化汞
4716	购买赭曲毒素
4717	购买甲藻毒素
4718	购买五氯酚钠
4719	购买乙酸苯汞
4720	购买二盐酸盐
4721	购买放线菌酮
4722	购买异丁腈
4723	购买丁腈
4724	购买丙腈
4725	购买甲基肼
4726	购买甲氰菊酯
4727	购买地高辛
4728	购买一氯乙醛
4729	购买丙烯醛
4730	购买氯乙酸
4731	购买乌头碱
4732	购买亚硝酸乙酯
4733	购买氯甲酸甲酯
4734	购买烯丙胺
4735	购买碳酸亚铊
4736	购买马钱子碱
4737	购买亚砷酸钠
4738	购买保米磷
4739	购买羰基氟
4740	购买氰化物
4741	购买氰化银钾
4742	购买亚砷酸钾
4743	购买氰化钾
4744	购买山奈
4745	购买马拉硫磷
4746	购买甲基碘
4747	购买藜芦碱
4748	购买灭害威
4749	购买硼烷
4750	购买偏压砷酸钠
4751	购买氰胍甲汞
4752	购买氰甲汞胍
4753	购买氰气
4754	购买氰化碘
4755	购买硫酸铊
4756	购买醋酸汞
