掉落ID	最小等级	最大等级	随机方式	掉落层级	子掉落1ID	子掉落1数量区间	子掉落1权重	子掉落2ID	子掉落2数量区间	子掉落2权重	子掉落3ID	子掉落3数量区间	子掉落3权重	子掉落4ID	子掉落4数量区间	子掉落4权重	子掉落5ID	子掉落5数量区间	子掉落5权重	子掉落6ID	子掉落6数量区间	子掉落6权重	子掉落7ID	子掉落7数量区间	子掉落7权重	子掉落8ID	子掉落8数量区间	子掉落8权重	子掉落9ID	子掉落9数量区间	子掉落9权重	子掉落10ID	子掉落10数量区间	子掉落10权重	子掉落11ID	子掉落11数量区间	子掉落11权重	子掉落12ID	子掉落12数量区间	子掉落12权重	子掉落13ID	子掉落13数量区间	子掉落13权重	子掉落14ID	子掉落14数量区间	子掉落14权重	子掉落15ID	子掉落15数量区间	子掉落15权重	子掉落16ID	子掉落16数量区间	子掉落16权重	子掉落17ID	子掉落17数量区间	子掉落17权重	子掉落18ID	子掉落18数量区间	子掉落18权重	子掉落19ID	子掉落19数量区间	子掉落19权重	子掉落20ID	子掉落20数量区间	子掉落20权重	子掉落21ID	子掉落21数量区间	子掉落21权重	子掉落22ID	子掉落22数量区间	子掉落22权重	子掉落23ID	子掉落23数量区间	子掉落23权重	子掉落24ID	子掉落24数量区间	子掉落24权重	子掉落25ID	子掉落25数量区间	子掉落25权重	节点类型	是否掉落地面	产出来源类型	每日产出次数上限	历史产出次数上限
517702			0	1	53112	1	1000	53122	1	1000	53132	1	1000	53142	1	1000	53152	1	1000																																																													0				
517703			0	1	53113	1	1000	53123	1	1000	53133	1	1000	53143	1	1000	53153	1	1000																																																													0				
517704			0	1	53114	1	1000	53124	1	1000	53134	1	1000	53144	1	1000	53154	1	1000																																																													0				
517705			0	1	53210	1	1000	53220	1	1000	53230	1	1000	53240	1	1000	53250	1	1000																																																													0				
517706			0	1	53211	1	1000	53221	1	1000	53231	1	1000	53241	1	1000	53251	1	1000																																																													0				
517707			0	1	53212	1	1000	53222	1	1000	53232	1	1000	53242	1	1000	53252	1	1000																																																													0				
517708			0	1	53213	1	1000	53223	1	1000	53233	1	1000	53243	1	1000	53253	1	1000																																																													0				
517709			0	1	53214	1	1000	53224	1	1000	53234	1	1000	53244	1	1000	53254	1	1000																																																													0				
517710			0	1	53310	1	1000	53320	1	1000	53330	1	1000	53340	1	1000	53350	1	1000																																																													0				
517711			0	1	53311	1	1000	53321	1	1000	53331	1	1000	53341	1	1000	53351	1	1000																																																													0				
517712			0	1	53312	1	1000	53322	1	1000	53332	1	1000	53342	1	1000	53352	1	1000																																																													0				
517713			0	1	53313	1	1000	53323	1	1000	53333	1	1000	53343	1	1000	53353	1	1000																																																													0				
517714			0	1	53314	1	1000	53324	1	1000	53334	1	1000	53344	1	1000	53354	1	1000																																																													0				
517715			0	1	53410	1	1000	53420	1	1000	53430	1	1000	53440	1	1000	53450	1	1000																																																													0				
517716			0	1	53411	1	1000	53421	1	1000	53431	1	1000	53441	1	1000	53451	1	1000																																																													0				
517717			0	1	53412	1	1000	53422	1	1000	53432	1	1000	53442	1	1000	53452	1	1000																																																													0				
517718			0	1	53413	1	1000	53423	1	1000	53433	1	1000	53443	1	1000	53453	1	1000																																																													0				
517719			0	1	53414	1	1000	53424	1	1000	53434	1	1000	53444	1	1000	53454	1	1000																																																													0				
517720			0	1	53510	1	1000	53520	1	1000	53530	1	1000	53540	1	1000	53550	1	1000																																																													0				
517721			0	1	53511	1	1000	53521	1	1000	53531	1	1000	53541	1	1000	53551	1	1000																																																													0				
517722			0	1	53512	1	1000	53522	1	1000	53532	1	1000	53542	1	1000	53552	1	1000																																																													0				
517723			0	1	53513	1	1000	53523	1	1000	53533	1	1000	53543	1	1000	53553	1	1000																																																													0				
517724			0	1	53514	1	1000	53524	1	1000	53534	1	1000	53544	1	1000	53554	1	1000																																																													0				
517725			0	1	52110	1	1000	52120	1	1000	52130	1	1000	52140	1	1000	52150	1	1000																																																													0				
517726			0	1	52111	1	1000	52121	1	1000	52131	1	1000	52141	1	1000	52151	1	1000																																																													0				
517727			0	1	52112	1	1000	52122	1	1000	52132	1	1000	52142	1	1000	52152	1	1000																																																													0				
517728			0	1	52113	1	1000	52123	1	1000	52133	1	1000	52143	1	1000	52153	1	1000																																																													0				
517729			0	1	52114	1	1000	52124	1	1000	52134	1	1000	52144	1	1000	52154	1	1000																																																													0				
517730			0	1	52210	1	1000	52220	1	1000	52230	1	1000	52240	1	1000	52250	1	1000																																																													0				
517731			0	1	52211	1	1000	52221	1	1000	52231	1	1000	52241	1	1000	52251	1	1000																																																													0				
517732			0	1	52212	1	1000	52222	1	1000	52232	1	1000	52242	1	1000	52252	1	1000																																																													0				
517733			0	1	52213	1	1000	52223	1	1000	52233	1	1000	52243	1	1000	52253	1	1000																																																													0				
517734			0	1	52214	1	1000	52224	1	1000	52234	1	1000	52244	1	1000	52254	1	1000																																																													0				
517735			0	1	52310	1	1000	52320	1	1000	52330	1	1000	52340	1	1000	52350	1	1000																																																													0				
517736			0	1	52311	1	1000	52321	1	1000	52331	1	1000	52341	1	1000	52351	1	1000																																																													0				
517737			0	1	52312	1	1000	52322	1	1000	52332	1	1000	52342	1	1000	52352	1	1000																																																													0				
517738			0	1	52313	1	1000	52323	1	1000	52333	1	1000	52343	1	1000	52353	1	1000																																																													0				
517739			0	1	52314	1	1000	52324	1	1000	52334	1	1000	52344	1	1000	52354	1	1000																																																													0				
517740			0	1	52410	1	1000	52420	1	1000	52430	1	1000	52440	1	1000	52450	1	1000																																																													0				
517741			0	1	52411	1	1000	52421	1	1000	52431	1	1000	52441	1	1000	52451	1	1000																																																													0				
517742			0	1	52412	1	1000	52422	1	1000	52432	1	1000	52442	1	1000	52452	1	1000																																																													0				
517743			0	1	52413	1	1000	52423	1	1000	52433	1	1000	52443	1	1000	52453	1	1000																																																													0				
517744			0	1	52414	1	1000	52424	1	1000	52434	1	1000	52444	1	1000	52454	1	1000																																																													0				
517745			0	1	52510	1	1000	52520	1	1000	52530	1	1000	52540	1	1000	52550	1	1000																																																													0				
517746			0	1	52511	1	1000	52521	1	1000	52531	1	1000	52541	1	1000	52551	1	1000																																																													0				
517747			0	1	52512	1	1000	52522	1	1000	52532	1	1000	52542	1	1000	52552	1	1000																																																													0				
517748			0	1	52513	1	1000	52523	1	1000	52533	1	1000	52543	1	1000	52553	1	1000																																																													0				
517749			0	1	52514	1	1000	52524	1	1000	52534	1	1000	52544	1	1000	52554	1	1000																																																													0				
517750			0	1	56110	1	1000	56120	1	1000	56130	1	1000	56140	1	1000	56150	1	1000																																																													0				
517751			0	1	56111	1	1000	56121	1	1000	56131	1	1000	56141	1	1000	56151	1	1000																																																													0				
517752			0	1	56112	1	1000	56122	1	1000	56132	1	1000	56142	1	1000	56152	1	1000																																																													0				
517753			0	1	56113	1	1000	56123	1	1000	56133	1	1000	56143	1	1000	56153	1	1000																																																													0				
517754			0	1	56114	1	1000	56124	1	1000	56134	1	1000	56144	1	1000	56154	1	1000																																																													0				
517755			0	1	56210	1	1000	56220	1	1000	56230	1	1000	56240	1	1000	56250	1	1000																																																													0				
517756			0	1	56211	1	1000	56221	1	1000	56231	1	1000	56241	1	1000	56251	1	1000																																																													0				
517757			0	1	56212	1	1000	56222	1	1000	56232	1	1000	56242	1	1000	56252	1	1000																																																													0				
517758			0	1	56213	1	1000	56223	1	1000	56233	1	1000	56243	1	1000	56253	1	1000																																																													0				
517759			0	1	56214	1	1000	56224	1	1000	56234	1	1000	56244	1	1000	56254	1	1000																																																													0				
517760			0	1	56310	1	1000	56320	1	1000	56330	1	1000	56340	1	1000	56350	1	1000																																																													0				
517761			0	1	56311	1	1000	56321	1	1000	56331	1	1000	56341	1	1000	56351	1	1000																																																													0				
517762			0	1	56312	1	1000	56322	1	1000	56332	1	1000	56342	1	1000	56352	1	1000																																																													0				
517763			0	1	56313	1	1000	56323	1	1000	56333	1	1000	56343	1	1000	56353	1	1000																																																													0				
517764			0	1	56314	1	1000	56324	1	1000	56334	1	1000	56344	1	1000	56354	1	1000																																																													0				
517765			0	1	56410	1	1000	56420	1	1000	56430	1	1000	56440	1	1000	56450	1	1000																																																													0				
517766			0	1	56411	1	1000	56421	1	1000	56431	1	1000	56441	1	1000	56451	1	1000																																																													0				
517767			0	1	56412	1	1000	56422	1	1000	56432	1	1000	56442	1	1000	56452	1	1000																																																													0				
517768			0	1	56413	1	1000	56423	1	1000	56433	1	1000	56443	1	1000	56453	1	1000																																																													0				
517769			0	1	56414	1	1000	56424	1	1000	56434	1	1000	56444	1	1000	56454	1	1000																																																													0				
517770			0	1	56510	1	1000	56520	1	1000	56530	1	1000	56540	1	1000	56550	1	1000																																																													0				
517771			0	1	56511	1	1000	56521	1	1000	56531	1	1000	56541	1	1000	56551	1	1000																																																													0				
517772			0	1	56512	1	1000	56522	1	1000	56532	1	1000	56542	1	1000	56552	1	1000																																																													0				
517773			0	1	56513	1	1000	56523	1	1000	56533	1	1000	56543	1	1000	56553	1	1000																																																													0				
517774			0	1	56514	1	1000	56524	1	1000	56534	1	1000	56544	1	1000	56554	1	1000																																																													0				
517775			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517776			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517777			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517778			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517779			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517780			0	1	58210	1	1000	58220	1	1000	58230	1	1000	58240	1	1000	58250	1	1000																																																													0				
517781			0	1	58211	1	1000	58221	1	1000	58231	1	1000	58241	1	1000	58251	1	1000																																																													0				
517782			0	1	58212	1	1000	58222	1	1000	58232	1	1000	58242	1	1000	58252	1	1000																																																													0				
517783			0	1	58213	1	1000	58223	1	1000	58233	1	1000	58243	1	1000	58253	1	1000																																																													0				
517784			0	1	58214	1	1000	58224	1	1000	58234	1	1000	58244	1	1000	58254	1	1000																																																													0				
517785			0	1	58310	1	1000	58320	1	1000	58330	1	1000	58340	1	1000	58350	1	1000																																																													0				
517786			0	1	58311	1	1000	58321	1	1000	58331	1	1000	58341	1	1000	58351	1	1000																																																													0				
517787			0	1	58312	1	1000	58322	1	1000	58332	1	1000	58342	1	1000	58352	1	1000																																																													0				
517788			0	1	58313	1	1000	58323	1	1000	58333	1	1000	58343	1	1000	58353	1	1000																																																													0				
517789			0	1	58314	1	1000	58324	1	1000	58334	1	1000	58344	1	1000	58354	1	1000																																																													0				
517790			0	1	58410	1	1000	58420	1	1000	58430	1	1000	58440	1	1000	58450	1	1000																																																													0				
517791			0	1	58411	1	1000	58421	1	1000	58431	1	1000	58441	1	1000	58451	1	1000																																																													0				
517792			0	1	58412	1	1000	58422	1	1000	58432	1	1000	58442	1	1000	58452	1	1000																																																													0				
517793			0	1	58413	1	1000	58423	1	1000	58433	1	1000	58443	1	1000	58453	1	1000																																																													0				
517794			0	1	58414	1	1000	58424	1	1000	58434	1	1000	58444	1	1000	58454	1	1000																																																													0				
517795			0	1	58510	1	1000	58520	1	1000	58530	1	1000	58540	1	1000	58550	1	1000																																																													0				
517796			0	1	58511	1	1000	58521	1	1000	58531	1	1000	58541	1	1000	58551	1	1000																																																													0				
517797			0	1	58512	1	1000	58522	1	1000	58532	1	1000	58542	1	1000	58552	1	1000																																																													0				
517798			0	1	58513	1	1000	58523	1	1000	58533	1	1000	58543	1	1000	58553	1	1000																																																													0				
517799			0	1	58514	1	1000	58524	1	1000	58534	1	1000	58544	1	1000	58554	1	1000																																																													0				
517800			0	1	62110	1	1000	62120	1	1000	62130	1	1000	62140	1	1000	62150	1	1000																																																													0				
517801			0	1	62111	1	1000	62121	1	1000	62131	1	1000	62141	1	1000	62151	1	1000																																																													0				
517802			0	1	62112	1	1000	62122	1	1000	62132	1	1000	62142	1	1000	62152	1	1000																																																													0				
517803			0	1	62113	1	1000	62123	1	1000	62133	1	1000	62143	1	1000	62153	1	1000																																																													0				
517804			0	1	62114	1	1000	62124	1	1000	62134	1	1000	62144	1	1000	62154	1	1000																																																													0				
517805			0	1	62210	1	1000	62220	1	1000	62230	1	1000	62240	1	1000	62250	1	1000																																																													0				
517806			0	1	62211	1	1000	62221	1	1000	62231	1	1000	62241	1	1000	62251	1	1000																																																													0				
517807			0	1	62212	1	1000	62222	1	1000	62232	1	1000	62242	1	1000	62252	1	1000																																																													0				
517808			0	1	62213	1	1000	62223	1	1000	62233	1	1000	62243	1	1000	62253	1	1000																																																													0				
517809			0	1	62214	1	1000	62224	1	1000	62234	1	1000	62244	1	1000	62254	1	1000																																																													0				
517810			0	1	62310	1	1000	62320	1	1000	62330	1	1000	62340	1	1000	62350	1	1000																																																													0				
517811			0	1	62311	1	1000	62321	1	1000	62331	1	1000	62341	1	1000	62351	1	1000																																																													0				
517812			0	1	62312	1	1000	62322	1	1000	62332	1	1000	62342	1	1000	62352	1	1000																																																													0				
517813			0	1	62313	1	1000	62323	1	1000	62333	1	1000	62343	1	1000	62353	1	1000																																																													0				
517814			0	1	62314	1	1000	62324	1	1000	62334	1	1000	62344	1	1000	62354	1	1000																																																													0				
517815			0	1	62410	1	1000	62420	1	1000	62430	1	1000	62440	1	1000	62450	1	1000																																																													0				
517816			0	1	62411	1	1000	62421	1	1000	62431	1	1000	62441	1	1000	62451	1	1000																																																													0				
517817			0	1	62412	1	1000	62422	1	1000	62432	1	1000	62442	1	1000	62452	1	1000																																																													0				
517818			0	1	62413	1	1000	62423	1	1000	62433	1	1000	62443	1	1000	62453	1	1000																																																													0				
517819			0	1	62414	1	1000	62424	1	1000	62434	1	1000	62444	1	1000	62454	1	1000																																																													0				
517820			0	1	62510	1	1000	62520	1	1000	62530	1	1000	62540	1	1000	62550	1	1000																																																													0				
517821			0	1	62511	1	1000	62521	1	1000	62531	1	1000	62541	1	1000	62551	1	1000																																																													0				
517822			0	1	62512	1	1000	62522	1	1000	62532	1	1000	62542	1	1000	62552	1	1000																																																													0				
517823			0	1	62513	1	1000	62523	1	1000	62533	1	1000	62543	1	1000	62553	1	1000																																																													0				
517824			0	1	62514	1	1000	62524	1	1000	62534	1	1000	62544	1	1000	62554	1	1000																																																													0				
517825			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517826			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517827			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517828			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517829			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517830			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517831			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517832			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517833			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517834			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517835			0	1	71310	1	1000	71320	1	1000	71330	1	1000	71340	1	1000	71350	1	1000																																																													0				
517836			0	1	71311	1	1000	71321	1	1000	71331	1	1000	71341	1	1000	71351	1	1000																																																													0				
517837			0	1	71312	1	1000	71322	1	1000	71332	1	1000	71342	1	1000	71352	1	1000																																																													0				
517838			0	1	71313	1	1000	71323	1	1000	71333	1	1000	71343	1	1000	71353	1	1000																																																													0				
517839			0	1	71314	1	1000	71324	1	1000	71334	1	1000	71344	1	1000	71354	1	1000																																																													0				
517840			0	1	71410	1	1000	71420	1	1000	71430	1	1000	71440	1	1000	71450	1	1000																																																													0				
517841			0	1	71411	1	1000	71421	1	1000	71431	1	1000	71441	1	1000	71451	1	1000																																																													0				
517842			0	1	71412	1	1000	71422	1	1000	71432	1	1000	71442	1	1000	71452	1	1000																																																													0				
517843			0	1	71413	1	1000	71423	1	1000	71433	1	1000	71443	1	1000	71453	1	1000																																																													0				
517844			0	1	71414	1	1000	71424	1	1000	71434	1	1000	71444	1	1000	71454	1	1000																																																													0				
517845			0	1	71510	1	1000	71520	1	1000	71530	1	1000	71540	1	1000	71550	1	1000																																																													0				
517846			0	1	71511	1	1000	71521	1	1000	71531	1	1000	71541	1	1000	71551	1	1000																																																													0				
517847			0	1	71512	1	1000	71522	1	1000	71532	1	1000	71542	1	1000	71552	1	1000																																																													0				
517848			0	1	71513	1	1000	71523	1	1000	71533	1	1000	71543	1	1000	71553	1	1000																																																													0				
517849			0	1	71514	1	1000	71524	1	1000	71534	1	1000	71544	1	1000	71554	1	1000																																																													0				
517850			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517851			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517852			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517853			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517854			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517855			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517856			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517857			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517858			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517859			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517860			0	1	72310	1	1000	72320	1	1000	72330	1	1000	72340	1	1000	72350	1	1000																																																													0				
517861			0	1	72311	1	1000	72321	1	1000	72331	1	1000	72341	1	1000	72351	1	1000																																																													0				
517862			0	1	72312	1	1000	72322	1	1000	72332	1	1000	72342	1	1000	72352	1	1000																																																													0				
517863			0	1	72313	1	1000	72323	1	1000	72333	1	1000	72343	1	1000	72353	1	1000																																																													0				
517864			0	1	72314	1	1000	72324	1	1000	72334	1	1000	72344	1	1000	72354	1	1000																																																													0				
517865			0	1	72410	1	1000	72420	1	1000	72430	1	1000	72440	1	1000	72450	1	1000																																																													0				
517866			0	1	72411	1	1000	72421	1	1000	72431	1	1000	72441	1	1000	72451	1	1000																																																													0				
517867			0	1	72412	1	1000	72422	1	1000	72432	1	1000	72442	1	1000	72452	1	1000																																																													0				
517868			0	1	72413	1	1000	72423	1	1000	72433	1	1000	72443	1	1000	72453	1	1000																																																													0				
517869			0	1	72414	1	1000	72424	1	1000	72434	1	1000	72444	1	1000	72454	1	1000																																																													0				
517870			0	1	72510	1	1000	72520	1	1000	72530	1	1000	72540	1	1000	72550	1	1000																																																													0				
517871			0	1	72511	1	1000	72521	1	1000	72531	1	1000	72541	1	1000	72551	1	1000																																																													0				
517872			0	1	72512	1	1000	72522	1	1000	72532	1	1000	72542	1	1000	72552	1	1000																																																													0				
517873			0	1	72513	1	1000	72523	1	1000	72533	1	1000	72543	1	1000	72553	1	1000																																																													0				
517874			0	1	72514	1	1000	72524	1	1000	72534	1	1000	72544	1	1000	72554	1	1000																																																													0				
517875			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517876			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517877			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517878			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517879			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517880			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517881			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517882			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517883			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517884			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517885			0	1	73310	1	1000	73320	1	1000	73330	1	1000	73340	1	1000	73350	1	1000																																																													0				
517886			0	1	73311	1	1000	73321	1	1000	73331	1	1000	73341	1	1000	73351	1	1000																																																													0				
517887			0	1	73312	1	1000	73322	1	1000	73332	1	1000	73342	1	1000	73352	1	1000																																																													0				
517888			0	1	73313	1	1000	73323	1	1000	73333	1	1000	73343	1	1000	73353	1	1000																																																													0				
517889			0	1	73314	1	1000	73324	1	1000	73334	1	1000	73344	1	1000	73354	1	1000																																																													0				
517890			0	1	73410	1	1000	73420	1	1000	73430	1	1000	73440	1	1000	73450	1	1000																																																													0				
517891			0	1	73411	1	1000	73421	1	1000	73431	1	1000	73441	1	1000	73451	1	1000																																																													0				
517892			0	1	73412	1	1000	73422	1	1000	73432	1	1000	73442	1	1000	73452	1	1000																																																													0				
517893			0	1	73413	1	1000	73423	1	1000	73433	1	1000	73443	1	1000	73453	1	1000																																																													0				
517894			0	1	73414	1	1000	73424	1	1000	73434	1	1000	73444	1	1000	73454	1	1000																																																													0				
517895			0	1	73510	1	1000	73520	1	1000	73530	1	1000	73540	1	1000	73550	1	1000																																																													0				
517896			0	1	73511	1	1000	73521	1	1000	73531	1	1000	73541	1	1000	73551	1	1000																																																													0				
517897			0	1	73512	1	1000	73522	1	1000	73532	1	1000	73542	1	1000	73552	1	1000																																																													0				
517898			0	1	73513	1	1000	73523	1	1000	73533	1	1000	73543	1	1000	73553	1	1000																																																													0				
517899			0	1	73514	1	1000	73524	1	1000	73534	1	1000	73544	1	1000	73554	1	1000																																																													0				
517900			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517901			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517902			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517903			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517904			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517905			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517906			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517907			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517908			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517909			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517910			0	1	74310	1	1000	74320	1	1000	74330	1	1000	74340	1	1000	74350	1	1000																																																													0				
517911			0	1	74311	1	1000	74321	1	1000	74331	1	1000	74341	1	1000	74351	1	1000																																																													0				
517912			0	1	74312	1	1000	74322	1	1000	74332	1	1000	74342	1	1000	74352	1	1000																																																													0				
517913			0	1	74313	1	1000	74323	1	1000	74333	1	1000	74343	1	1000	74353	1	1000																																																													0				
517914			0	1	74314	1	1000	74324	1	1000	74334	1	1000	74344	1	1000	74354	1	1000																																																													0				
517915			0	1	74410	1	1000	74420	1	1000	74430	1	1000	74440	1	1000	74450	1	1000																																																													0				
517916			0	1	74411	1	1000	74421	1	1000	74431	1	1000	74441	1	1000	74451	1	1000																																																													0				
517917			0	1	74412	1	1000	74422	1	1000	74432	1	1000	74442	1	1000	74452	1	1000																																																													0				
517918			0	1	74413	1	1000	74423	1	1000	74433	1	1000	74443	1	1000	74453	1	1000																																																													0				
517919			0	1	74414	1	1000	74424	1	1000	74434	1	1000	74444	1	1000	74454	1	1000																																																													0				
517920			0	1	74510	1	1000	74520	1	1000	74530	1	1000	74540	1	1000	74550	1	1000																																																													0				
517921			0	1	74511	1	1000	74521	1	1000	74531	1	1000	74541	1	1000	74551	1	1000																																																													0				
517922			0	1	74512	1	1000	74522	1	1000	74532	1	1000	74542	1	1000	74552	1	1000																																																													0				
517923			0	1	74513	1	1000	74523	1	1000	74533	1	1000	74543	1	1000	74553	1	1000																																																													0				
517924			0	1	74514	1	1000	74524	1	1000	74534	1	1000	74544	1	1000	74554	1	1000																																																													0				
517925			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517926			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517927			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517928			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517929			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517930			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517931			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517932			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517933			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517934			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517935			0	1	75310	1	1000	75320	1	1000	75330	1	1000	75340	1	1000	75350	1	1000																																																													0				
517936			0	1	75311	1	1000	75321	1	1000	75331	1	1000	75341	1	1000	75351	1	1000																																																													0				
517937			0	1	75312	1	1000	75322	1	1000	75332	1	1000	75342	1	1000	75352	1	1000																																																													0				
517938			0	1	75313	1	1000	75323	1	1000	75333	1	1000	75343	1	1000	75353	1	1000																																																													0				
517939			0	1	75314	1	1000	75324	1	1000	75334	1	1000	75344	1	1000	75354	1	1000																																																													0				
517940			0	1	75410	1	1000	75420	1	1000	75430	1	1000	75440	1	1000	75450	1	1000																																																													0				
517941			0	1	75411	1	1000	75421	1	1000	75431	1	1000	75441	1	1000	75451	1	1000																																																													0				
517942			0	1	75412	1	1000	75422	1	1000	75432	1	1000	75442	1	1000	75452	1	1000																																																													0				
517943			0	1	75413	1	1000	75423	1	1000	75433	1	1000	75443	1	1000	75453	1	1000																																																													0				
517944			0	1	75414	1	1000	75424	1	1000	75434	1	1000	75444	1	1000	75454	1	1000																																																													0				
517945			0	1	75510	1	1000	75520	1	1000	75530	1	1000	75540	1	1000	75550	1	1000																																																													0				
517946			0	1	75511	1	1000	75521	1	1000	75531	1	1000	75541	1	1000	75551	1	1000																																																													0				
517947			0	1	75512	1	1000	75522	1	1000	75532	1	1000	75542	1	1000	75552	1	1000																																																													0				
517948			0	1	75513	1	1000	75523	1	1000	75533	1	1000	75543	1	1000	75553	1	1000																																																													0				
517949			0	1	75514	1	1000	75524	1	1000	75534	1	1000	75544	1	1000	75554	1	1000																																																													0				
517950			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517951			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517952			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517953			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517954			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517955			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517956			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517957			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517958			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517959			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517960			0	1	77310	1	1000	77320	1	1000	77330	1	1000	77340	1	1000	77350	1	1000																																																													0				
517961			0	1	77311	1	1000	77321	1	1000	77331	1	1000	77341	1	1000	77351	1	1000																																																													0				
517962			0	1	77312	1	1000	77322	1	1000	77332	1	1000	77342	1	1000	77352	1	1000																																																													0				
517963			0	1	77313	1	1000	77323	1	1000	77333	1	1000	77343	1	1000	77353	1	1000																																																													0				
517964			0	1	77314	1	1000	77324	1	1000	77334	1	1000	77344	1	1000	77354	1	1000																																																													0				
517965			0	1	77410	1	1000	77420	1	1000	77430	1	1000	77440	1	1000	77450	1	1000																																																													0				
517966			0	1	77411	1	1000	77421	1	1000	77431	1	1000	77441	1	1000	77451	1	1000																																																													0				
517967			0	1	77412	1	1000	77422	1	1000	77432	1	1000	77442	1	1000	77452	1	1000																																																													0				
517968			0	1	77413	1	1000	77423	1	1000	77433	1	1000	77443	1	1000	77453	1	1000																																																													0				
517969			0	1	77414	1	1000	77424	1	1000	77434	1	1000	77444	1	1000	77454	1	1000																																																													0				
517970			0	1	77510	1	1000	77520	1	1000	77530	1	1000	77540	1	1000	77550	1	1000																																																													0				
